text	confidence_value	confidence_level
The algorithms return the balls with a higher probability to the opponent ’ s court when compared with a virtual hitting plane basedmethod.	0.0013681033160537481	Low	Semantic Scholar
Moreover, both can be run online and the trajectories can be corrected with new ball observations.	0.0005764043307863176	Low	Semantic Scholar
© 2018 The Authors.	0.0005024669226258993	Low	Semantic Scholar
Published by Elsevier B.V.	0.0006793196080252528	Low	Semantic Scholar
This is an open access article under the CC BY-NC-ND license (http: //creativecommons.org/licenses/by-nc-nd/4.0/).	0.0023527750745415688	Low	Semantic Scholar
Between 1985 and 2015 the focus has changed from the classical approach to a heuristic approach.	0.0031061586923897266	Low	Semantic Scholar
Keywords—Robot motion planning, Dynamic Environments, Collision Avoidance.	0.0011404830729588866	Low	Semantic Scholar
Electrical isolation using the ablation catheter has been widely used as the golden standard for the treatment of atrial fibrillation.	0.0020124060101807117	Low	Semantic Scholar
Kinematics with asymmetric bends under the free bend and constraint bend are investigated.	0.0019426025683060288	Low	Semantic Scholar
We demonstrate the scalability of our algorithm and compare it with baseline implementations, showing significant performance improvements.	0.006885436363518238	Low	Semantic Scholar
The code and the datasets used for conducting the experiments are available online.	0.003527812659740448	Low	Semantic Scholar
Sparsely synchronized rhythms are thus found to emerge when passing a small critical value plong (c) (≃0.16).	0.0033986482303589582	Low	Semantic Scholar
Unlike the case of the Watts-Strogatz SWN, dynamical responses to external stimuli vary depending on the type of stimulated interneurons in the inhomogeneous SWN.	0.006560667883604765	Low	Semantic Scholar
MODEL We used a two level mesoscale model.	0.0004699888522736728	Low	Semantic Scholar
The model was stable with respect to variations in the structure of couplings and to scaling.	0.001654139719903469	Low	Semantic Scholar
The analyzes of the interactions between model structures from their time series using Granger causality method showed that the model reproduced the preictal coupling increase detected previously from experimental data.	0.006084295455366373	Low	Semantic Scholar
CONCLUSION SWDs can be generated by changes in network organization.	0.000625401793513447	Low	Semantic Scholar
The system is represented using a simplified centroidal dynamics model that is influenced by the feet's location and forces.	0.0015822893474251032	Low	Semantic Scholar
Additionally, the entire solver software TOWR, which used to generate these motions is made freely available.	0.0006170864799059927	Low	Semantic Scholar
A multitude of contemporary applications heavily involve graph data whose size appears to be ever–increasing.	0.0057015432976186275	Low	Semantic Scholar
By and large, such contemporary graph processing systems employ ineffective in-memory representations of adjacency lists.	0.0051317051984369755	Low	Semantic Scholar
Therefore, memory usage patterns emerge as a primary concern in distributed graph processing.	0.002781319199129939	Low	Semantic Scholar
Several typical choices for the training criterion (e.g., squared loss, cross entropy, etc . )	0.003617142094299197	Low	Semantic Scholar
and regularization (e.g., ℓ2 norm, sparsity inducing penalties, etc . )	0.0005488081951625645	Low	Semantic Scholar
A comprehensive set of experimental results validate the proposed approach.	0.0066198124550282955	Low	Semantic Scholar
Mobile robots (MRs) using wireless communications often experience small-scale fading so that the wireless channel gain can be low.	0.004667999688535929	Low	Semantic Scholar
If the channel gain is poor (due to fading), the robot can move (a small distance) to another location to improve the channel gain and so compensate for fading.	0.003000477561727166	Low	Semantic Scholar
Techniques using this principle are called mobility diversity algorithms (MDAs).	0.002177018206566572	Low	Semantic Scholar
Until now, the location of these points has been predetermined.	0.0010723159648478031	Low	Semantic Scholar
In this paper, we show how we can adapt their positions by using channel predictors.	0.0007996495696716011	Low	Semantic Scholar
Here we study a pair of linear-nonlinear-Poisson neurons coupled by a weak synapse.	0.0011172055965289474	Low	Semantic Scholar
This expression allows mutual information calculations that would otherwise be computationally intractable.	0.0010466014500707388	Low	Semantic Scholar
Finally, we show analytically that our results can quantitatively describe the selection of one information pathway over another when multiple sending neurons project weakly to a single receiving neuron.	0.002807239070534706	Low	Semantic Scholar
We consider the Watts-Strogatz small-world network (SWN) consisting of subthreshold neurons which exhibit noise-induced spikings.	0.0009925748454406857	Low	Semantic Scholar
This neuronal network has adaptive dynamic synaptic strengths governed by the spike-timing-dependent plasticity (STDP).	0.0016265256563201547	Low	Semantic Scholar
In previous works without STDP, stochastic spike synchronization (SSS) between noise-induced spikings of subthreshold neurons was found to occur in a range of intermediate noise intensities.	0.005184805952012539	Low	Semantic Scholar
Here, we investigate the effect of additive STDP on the SSS by varying the noise intensity.	0.0017980155535042286	Low	Semantic Scholar
Occurrence of a``Matthew"effect in synaptic plasticity is found due to a positive feedback process.	0.007011220790445805	Low	Semantic Scholar
Our method projects depth maps onto three orthogonal planes to generate the depth projection maps.	0.006614872720092535	Low	Semantic Scholar
A support vector machine with a linear kernel is used as a shape classifier.	0.0009328568121418357	Low	Semantic Scholar
In this paper we focus on extracting a parametrization of asymmetrical bimanual tasks from human demonstration.	0.002782572992146015	Low	Semantic Scholar
We discuss how this applies to the three execution cases mentioned above.	0.004564477596431971	Low	Semantic Scholar
Additionally for the collaborative case we study hand–related features that allow the robot to anticipate and adapt to the user ’ s actions.	0.0043934062123298645	Low	Semantic Scholar
We validate our approach on common daily tasks.	0.0007861171034164727	Low	Semantic Scholar
A compliant joint arm also improves the response of the aerial manipulator to collisions and external forces during the flight operation.	0.003848681226372719	Low	Semantic Scholar
The dynamic model of a compliant joint is validated through frequency identification, demonstrating how virtual variable impedance can be achieved without a second motor.	0.0025543069932609797	Low	Semantic Scholar
Experimental results validate the developed concepts.	0.001272357301786542	Low	Semantic Scholar
Experiments are also performed to show the efficacy of the theory.	0.0006259134388528764	Low	Semantic Scholar
This paper presents a method to achieve human and legged robot dynamic synchronization through bilateral feedback teleoperation.	0.0022741337306797504	Low	Semantic Scholar
Experiments in which a human operator controls a simulated bipedal robot show how the Balance Feedback Interface force varies according to different scales and responds to external disturbances.	0.0048852041363716125	Low	Semantic Scholar
This is an introductory study that aims to grant legged robots motor capabilities for power manipulation comparable to humans.	0.0018568062223494053	Low	Semantic Scholar
We propose a hypergraph-based framework for modeling and detecting malevolent activities.	0.002719939686357975	Low	Semantic Scholar
Object manipulation and fluid, goal-directed, movements require sensory information for effective execution.	0.0024971661623567343	Low	Semantic Scholar
Amputees lose this intrinsic feedback when controlling their artificial limbs and must instead rely on visual information to compensate.	0.004164873156696558	Low	Semantic Scholar
Here, we describe an application for providing touch and kinesthetic information to amputees.	0.001171629293821752	Low	Semantic Scholar
We report on a soft robotic pneumatic actuator approach that can be incorporated into a prosthetic limb as the silicone suction socket liner itself.	0.004051727708429098	Low	Semantic Scholar
We analyzed two soft materials and different chamber geometries to generate a prototype.	0.0006885505863465369	Low	Semantic Scholar
The results of testing the prototype in able-bodied participants and one amputee individual demonstrated that this soft pneumatic actuator achieved good performance at frequencies of 5 and 70 Hz at 60 kPa.	0.003404331859201193	Low	Semantic Scholar
While other distributed multiagent collision avoidance systems exist, these systems require online geometric optimization where tedious parameter tuning and perfect sensing are necessary.	0.004453632049262524	Low	Semantic Scholar
We present a novel end-to-end framework to generate reactive collision avoidance policy for efficient distributed multiagent navigation.	0.0013089162530377507	Low	Semantic Scholar
Videos are available at https: //sites.google.com/view/deepmaca.	0.0006167084211483598	Low	Semantic Scholar
Each task has an associated set of performance metrics that are used to evaluate how the communication models fare against each other.	0.005486664362251759	Low	Semantic Scholar
This paper addresses a tightly integrated multi-robot planning, localization and navigation system in stochastic scenarios.	0.0022189768496900797	Low	Semantic Scholar
Model-based classification of sequence data using a set of hidden Markov models is a well-known technique.	0.0047551593743264675	Low	Semantic Scholar
Specifically, pain signals are used to adapt the equilibrium position, stiffness, and feedforward torque of a pain-based impedance controller.	0.0013271821662783623	Low	Semantic Scholar
The schemes are experimentally validated with the KUKA LWR4+ for simulated and real physical collisions using the BioTac sensor.	0.0029481423553079367	Low	Semantic Scholar
Nonprehensile dynamic manipulation can be reasonably considered as the most complex manipulation task.	0.0016986526316031814	Low	Semantic Scholar
It might be argued that such a task is still rather far from being fully solved and applied in robotics.	0.004113433882594109	Low	Semantic Scholar
A discussion about current open issues is addressed as well.	0.0013024457730352879	Low	Semantic Scholar
Body flexibility plays an important role in the bounding gait of quadruped animals.	0.0027350790333002806	Low	Semantic Scholar
Predicting the grasping function during reach-to-grasp motions is essential for controlling a prosthetic hand or a robotic assistive device.	0.0012543745106086135	Low	Semantic Scholar
An early accurate prediction increases the usability and the comfort of a prosthetic device.	0.004799854476004839	Low	Semantic Scholar
This work proposes an electromyographic-based learning approach that decodes the grasping intention at an early stage of reach-to-grasp motion, i.e.	0.003259422956034541	Low	Semantic Scholar
before the final grasp/hand pre-shape takes place.	0.00043074777931906283	Low	Semantic Scholar
Superficial electrodes and a Cyberglove were used to record the arm muscle activity and the finger joints during reach-to-grasp motions.	0.0023031518794596195	Low	Semantic Scholar
Our results showed a 90% accuracy for the detection of the final grasp about 0.5 s aftermotion onset.	0.0019824025221168995	Low	Semantic Scholar
© 2017 Elsevier B.V. All rights reserved.	0.0006561545305885375	Low	Semantic Scholar
To this end, topic models have been widely adopted to discover the underlying semantic themes (i.e., topics).	0.0013473288854584098	Low	Semantic Scholar
In this paper, we propose a novel supervised topic model, Hierarchical Dirichlet Process-based Inverse Regression (HDP-IR).	0.002549597527831793	Low	Semantic Scholar
Three experiments were conducted to evaluate the predictive performance over major e-commerce benchmark testbeds of online reviews.	0.0009348379098810256	Low	Semantic Scholar
Overall, HDP-IR outperformed existing state-of-the-art supervised topic models.	0.0021311601158231497	Low	Semantic Scholar
Monocular depth estimation offers a geometry-independent paradigm to detect free, navigable space with minimum space, and power consumption.	0.0011519765248522162	Low	Semantic Scholar
These represent highly desirable features, especially for microaerial vehicles.	0.0031159487552940845	Low	Semantic Scholar
Most of the existent depth estimators do not consider generalization, and only benchmark their performance on publicly available datasets after specific fine tuning.	0.0044120904058218	Low	Semantic Scholar
Generalization can be achieved by training on several heterogeneous datasets, but their collection and labeling is costly.	0.002575553022325039	Low	Semantic Scholar
We show how this approach is able to generalize well across different scenarios.	0.0010445063235238194	Low	Semantic Scholar
Addressing graph construction for inductive setting, in which data are coming sequentially, has received much less attention.	0.004015997983515263	Low	Semantic Scholar
For inductive settings, constructing the graph from scratch can be very time consuming.	0.0019169417209923267	Low	Semantic Scholar
This paper introduces a generic framework that is able to make any graph construction method incremental.	0.0019063643412664533	Low	Semantic Scholar
The paper has two main contributions.	0.002318356651812792	Low	Semantic Scholar
First, we use the TPWRLS coding scheme to represent new sample (s) with respect to an existing database.	0.001052210689522326	Low	Semantic Scholar
The representative coefficients are then used to update the graph affinity matrix.	0.0007409570389427245	Low	Semantic Scholar
Based on the model, we developed the system dynamics model and a control law.	0.002155573107302189	Low	Semantic Scholar
We constructed a prototype system and demonstrated meter-scale three-dimensional manipulation of a 200 mm-diameter spherical object.	0.004209119360893965	Low	Semantic Scholar
This results in retrieval inefficiency and limitations on the performance of CBR classifiers.	0.0015732606407254934	Low	Semantic Scholar
This paper proposes a hierarchical case-based classifier, HCBC, which introduces a concept lattice to hierarchically organize cases.	0.002873398130759597	Low	Semantic Scholar
Markov localization and its variants are widely used for mobile robot localization.	0.0035714779514819384	Low	Semantic Scholar
We further include results of a team of indoor autonomous service mobile robots traversing hundreds of kilometers using EnML.	0.00626493152230978	Low	Semantic Scholar
© 2016 Elsevier B.V. All rights reserved.	0.0005292145651765168	Low	Semantic Scholar
This calibration problem is relevant to robotic applications that can benefit of using several cameras to increase the field of view.	0.006071350071579218	Low	Semantic Scholar
GPS enables mobile devices to continuously provide new opportunities to improve our daily lives.	0.0011887064902111888	Low	Semantic Scholar
Experiments on real datasets demonstrate the efficiency and scalability of our approaches.	0.005779663100838661	Low	Semantic Scholar
We present algorithms to build robust graphs.	0.00038283198955468833	Low	Semantic Scholar
We illustrate these algorithms by constructing resilient robot formations in the plane.	0.0009057248244062066	Low	Semantic Scholar
Closed kinematic chains are created whenever multiple robot arms concurrently manipulate a single object.	0.0011703433701768517	Low	Semantic Scholar
The closed-chain constraint, when coupled with robot joint limits, dramatically changes the connectivity of the configuration space.	0.005604846403002739	Low	Semantic Scholar
The paper investigates the variable structure control for stabilization of Boolean networks (BNs).	0.0030489566270262003	Low	Semantic Scholar
We first provide a method to choose states from the reaching mode.	0.0009426937322132289	Low	Semantic Scholar
Using this method, we can guarantee that the number of nodes which should be controlled is minimized.	0.000980539247393608	Low	Semantic Scholar
A control law is then determined to ensure that all selected states can enter into the sliding mode, such that any initial state can arrive in the steady-state mode.	0.0054748826660215855	Low	Semantic Scholar
Some examples are provided to illustrate the theoretical results.	0.0024430998601019382	Low	Semantic Scholar
In this study, we present an efficient mathematical representation of soft robotic fingers based on screw theory.	0.002741107251495123	Low	Semantic Scholar
It is possible to design modular grippers with the same mechanical structure, but different behaviours, i.e., different fingertip trajectories, equivalent fingertip stiffness ellipsoids etc.	0.0016542626544833183	Low	Semantic Scholar
Gripper modules can be easily assembled and disassembled, maintaining the same base, to adapt them to different tasks.	0.0005896267830394208	Low	Semantic Scholar
The system parameters experience switches among finite modes according to a Markov chain.	0.0014345748350024223	Low	Semantic Scholar
The update matrix method is adopted to deal with the periodic time-delays resulting from the RR protocol.	0.003240630030632019	Low	Semantic Scholar
Finally, a numerical simulation example is exploited to demonstrate the effectiveness of the proposed estimator design strategy.	0.006450448650866747	Low	Semantic Scholar
Using this balanced condition, we can reproduce the results of prior behavioral and neurophysiological experiments.	0.000434293964644894	Low	Semantic Scholar
Furthermore, we demonstrate that the balanced condition can be implemented in a simple neural network model.	0.0003947126097045839	Low	Semantic Scholar
This paper presents a discrete switching controller for a realization of smooth pursuit.	0.0006732619949616492	Low	Semantic Scholar
This may be feasible by a conventional pulsewidth modulation (PWM) controller; however, it causes high-frequency switching in each motor unit and may damage a compliant actuation system.	0.0022236451040953398	Low	Semantic Scholar
After images are obtained, the discrete switching controller suppresses residual vibrations to reduce switching further.	0.00047170600737445056	Low	Semantic Scholar
In order for robots to successfully carry out manipulation tasks, they require to exploit contact forces and variable impedance control.	0.0027025239542126656	Low	Semantic Scholar
This can be achieved through learning methods that allow the robot not only to model a manipulation task but also to adapt to unseen situations.	0.002248522359877825	Low	Semantic Scholar
This model is used to retrieve a time-varying stiffness profile that allows the robot to satisfactorily react to new task conditions.	0.0022354640532284975	Low	Semantic Scholar
We present VideoLSTM for end-to-end sequence learning of actions in video.	0.0013071494176983833	Low	Semantic Scholar
Starting from the soft-Attention LSTM, VideoLSTM makes three novel contributions.	0.0006983608473092318	Low	Semantic Scholar
First, video has a spatial layout.	0.0007954976172186434	Low	Semantic Scholar
To exploit the spatial correlation we hardwire convolutions in the soft-Attention LSTM architecture.	0.00602607149630785	Low	Semantic Scholar
We introduce motion-based attention.	0.0004494390159379691	Low	Semantic Scholar
It compares favorably against other LSTM architectures for action classification and especially action localization.	0.005804194137454033	Low	Semantic Scholar
In this paper, we propose a unique perspective to achieve this goal, which is quantifying user vitality by analyzing the dynamic interactions among users on social networks.	0.00630208570510149	Low	Semantic Scholar
Based on this idea, we develop quantitative measurements for user vitality and propose our first algorithm for ranking users based vitality.	0.004570049699395895	Low	Semantic Scholar
Along this line, we develop a customized prediction model to solve the vitality prediction problem.	0.0007641460397280753	Low	Semantic Scholar
To evaluate the performance of our algorithms, we collect two dynamic social network data sets.	0.003347937250509858	Low	Semantic Scholar
The experimental results with both data sets clearly demonstrate the advantage of our ranking and prediction methods.	0.006460076663643122	Low	Semantic Scholar
These studies, however, used relatively shallow architectures, and only one layer was trainable.	0.0014050034806132317	Low	Semantic Scholar
We thus designed a deep SNN, comprising several convolutional (trainable with STDP) and pooling layers.	0.0020239942241460085	Low	Semantic Scholar
The network was exposed to natural images.	0.00203257380053401	Low	Semantic Scholar
Thanks to STDP, neurons progressively learned features corresponding to prototypical patterns that were both salient and frequent.	0.0025453108828514814	Low	Semantic Scholar
Only a few tens of examples per category were required and no label was needed.	0.003953668288886547	Low	Semantic Scholar
We experimentally tested our approach on a setup including the humanoid robot ARMAR-III and a Kinect v2 camera.	0.005062142852693796	Low	Semantic Scholar
We first give some properties regarding switch points and accelerating/decelerating curves of the <italic> NI </italic> method.	0.002266878727823496	Low	Semantic Scholar
Accordingly, a failure detection algorithm is given in a “ run-and-test ” manner.	0.0007747993804514408	Low	Semantic Scholar
Some simulation results on a unicycle vehicle are provided to verify those presented properties.	0.0017731415573507547	Low	Semantic Scholar
Note that though those <italic> known properties </italic> are not discovered first, their mathematical proofs are given first in this letter.	0.0031395915430039167	Low	Semantic Scholar
The trip computer application software has been rewritten using function block diagrams (FBDs), a commonly used PLC programming language defined in the IEC 61131-3 standard.	0.004500346723943949	Low	Semantic Scholar
The replacement project ’ s quality assurance program requires that formal verification be performed to compare the FBDs against a formal software requirements specification written using tabular expressions (TEs).	0.004398020450025797	Low	Semantic Scholar
The PVS theorem proving tool is used in formal verification.	0.0011714280117303133	Low	Semantic Scholar
Custom tools developed for OPG are used to translate TEs and FBDs into PVS code.	0.0034361223224550486	Low	Semantic Scholar
In this paper, we present a method to rigorously translate the graphical FBD language to a mathematical model in PVS using an abstract syntax to represent the FBD constructs.	0.0012444164603948593	Low	Semantic Scholar
We then extend that example to demonstrate the method ’ s applicability to a Simulink-based design.	0.0009839573176577687	Low	Semantic Scholar
Recently, several binary and ternary networks, in which the costly multiply-accumulate operations can be replaced by accumulations or even binary logic operations, make the on-chip training of DNNs quite promising.	0.00685447221621871	Low	Semantic Scholar
To this end, two fundamental issues are yet to be addressed.	0.004252650309354067	Low	Semantic Scholar
The first one is how to implement the back propagation when neuronal activations are discrete.	0.0015532640973106027	Low	Semantic Scholar
The second one is how to remove the full-precision hidden weights in the training phase to break the bottlenecks of memory/computation consumption.	0.002890951232984662	Low	Semantic Scholar
This promises the event-driven hardware design for efficient mobile intelligence.	0.0010693668154999614	Low	Semantic Scholar
We achieve advanced performance compared with state-of-the-art algorithms.	0.002086385153234005	Low	Semantic Scholar
Furthermore, the computational sparsity and the number of states in the discrete space can be flexibly modified to make it suitable for various hardware platforms.	0.004161125514656305	Low	Semantic Scholar
Most of the results require a step-indexed self-interpreter.	0.0013123949756845832	Low	Semantic Scholar
The straightforward way to address this problem is to apply a state-of-the-art graph pattern matching algorithm at each snapshot and then aggregate the results.	0.004019539337605238	Low	Semantic Scholar
However, for large networks and long sequences, this approach is computationally expensive, since all matches have to be generated at each snapshot, including those appearing only once.	0.006834660191088915	Low	Semantic Scholar
Finally, we present experiments with real datasets that illustrate the efficiency and effectiveness of our approach.	0.003129099728539586	Low	Semantic Scholar
This paper proposes a modeling method for generic compliant robotic manipulators.	0.0005858609802089632	Low	Semantic Scholar
This modularity enables a simple and straight-forward adaption the model when a manipulator's actuator morphology is changed.	0.001906669931486249	Low	Semantic Scholar
We present a statistical clustering based tone mapping method which can more faithfully adapt image local content and colors.	0.003754878416657448	Low	Semantic Scholar
Given a query synopsis pattern, SUMMER continuously identifies all the matching subsequences for a stream as the bins are generated.	0.00125248939730227	Low	Semantic Scholar
To effectively reduce the computation time, we design a Weighted Dynamic Time Warping (WDTW) algorithm, which computes the warping distance directly between two histogram-based synopses.	0.0033931133802980185	Low	Semantic Scholar
Furthermore, a Stack-based Overlapping Filter Algorithm (SOFA) is provided to remove the overlapping subsequences to avoid the redundant information.	0.0005588289932347834	Low	Semantic Scholar
Finally, we design an optional refinement module to relax the subsequence range limit and improve the matching accuracy.	0.0007930664578452706	Low	Semantic Scholar
We present a novel approach to segment coronary cross-sectional images acquired using catheterization imaging techniques, i.e.	0.0008901418768800795	Low	Semantic Scholar
intra-vascular ultrasound (IVUS) and optical coherence tomography (OCT).	0.0019969444256275892	Low	Semantic Scholar
The coronary images are transformed from Cartesian coordinates to polar coordinates.	0.00129386514890939	Low	Semantic Scholar
Graph partition can then be formulated as searching an optimal interface in the node-weighted directed graph without user initialization.	0.0005547413020394742	Low	Semantic Scholar
Moreover, we carry out supervised column-wise tissue classification in order to automatically optimize the feature selection.	0.001122980727814138	Low	Semantic Scholar
Instead of empirically assigning weights to different feature detectors, we dynamically and automatically adapt those weighting depending on the tissue compositions in each individual column of pixels.	0.003428730648010969	Low	Semantic Scholar
The proposed approach is applied to IVUS and OCT images.	0.005060677416622639	Low	Semantic Scholar
Their control is a challenging task for multijoint systems.	0.0012844549492001534	Low	Semantic Scholar
Linear weights transform sensory information into this 1-D controller space and reverse transform 1-D motor signals back into the multidimensional joint space.	0.0046485839411616325	Low	Semantic Scholar
In Monte-Carlo-based simulations and experiments, we show that an algorithm that we derived previously can extract these weights online from sensory information about joint positions of a moving system.	0.0028893169946968555	Low	Semantic Scholar
The algorithm is computationally cheap, modular, and adjusts to varying mechanical conditions.	0.0003820257552433759	Low	Semantic Scholar
In this paper, we present a new solution for profiling entities over time.	0.0013810890959575772	Low	Semantic Scholar
To prove the calculus sound, I use the substitution lemma, and to prove it complete, I use Herbrand interpretations and semantic trees.	0.005286922678351402	Low	Semantic Scholar
Throughout the paper I emphasize details that are often glossed over in paper proofs.	0.004184905905276537	Low	Semantic Scholar
I give a thorough overview of formalizations of first-order logic found in the literature.	0.005013841670006514	Low	Semantic Scholar
The wearable system applies vibrotactile cues to the feet and visual cues through augmented reality glasses to convey obstacle location and proximity.	0.005695614498108625	Low	Semantic Scholar
Participants (n = 16) performed an overground obstacle avoidance task with the multimodal device.	0.0008531574276275933	Low	Semantic Scholar
Performance metrics included completion time, subjective workload, head-down time, collisions, as well as gait parameters.	0.0019890337716788054	Low	Semantic Scholar
Head-down time was the highest for trials without a display.	0.0009925058111548424	Low	Semantic Scholar
Our system is based on the idea that, given a sequence of input data and a transcript, i.e.	0.005013898480683565	Low	Semantic Scholar
The learned model can be used to temporally segment an unseen video with or without transcript.	0.00018947245553135872	Low	Semantic Scholar
Additionally, the inferred segments can be used as a starting point to train high-level fully supervised models.	0.001752766314893961	Low	Semantic Scholar
Operant learning is learning based on reinforcement of behaviours.	0.0022291713394224644	Low	Semantic Scholar
If the receptor dynamics are altered by a reinforcement signal the neural system settles to better states, i.e., to match the environmental dynamics that determine reward.	0.004994487389922142	Low	Semantic Scholar
This letter presents a novel robotic manipulation technique that we call robotic edge rolling.	0.0009581741178408265	Low	Semantic Scholar
It can thus be regarded as a form of robotic dexterous, in-hand manipulation with nonprehensile grasps.	0.0006128042005002499	Low	Semantic Scholar
Long-range edge rolling is demonstrated with a modular mobile manipulator that is capable of active steering control.	0.004727934021502733	Low	Semantic Scholar
Furthermore, we achieve simultaneous feature selection and learning by adding a group-lasso regularizer to the ADMM algorithm.	0.001885292469523847	Low	Semantic Scholar
Testing on real-world data, we show that our method obtains superior performance in terms of accuracy of predicting the destination CU transition and duration of each CU occupancy.	0.006126374006271362	Low	Semantic Scholar
Core decomposition is a fundamental graph problem with a large number of applications.	0.0044148205779492855	Low	Semantic Scholar
Nevertheless, many real-world graphs are too big to reside in memory.	0.002779304515570402	Low	Semantic Scholar
In this paper, we study I/O efficient core decomposition following a semi-external model, which only allows node information to be loaded in memory.	0.003136208513751626	Low	Semantic Scholar
We propose a semi-external algorithm and an optimized algorithm for I/O efficient core decomposition.	0.0011401708470657468	Low	Semantic Scholar
To handle dynamic graph updates, we firstly show that our algorithm can be naturally extended to handle edge deletion.	0.0005096343229524791	Low	Semantic Scholar
Then, we propose an I/O efficient core maintenance algorithm to handle edge insertion, and an improved algorithm to further reduce I/O and CPU cost.	0.0053489916026592255	Low	Semantic Scholar
We also consider how to maintain the degeneracy order.	0.0010595688363537192	Low	Semantic Scholar
We conduct extensive experiments on 12 real large graphs.	0.0025462601333856583	Low	Semantic Scholar
They are very scalable to handle web-scale graphs.	0.0007721540750935674	Low	Semantic Scholar
As an example, we are the first to handle a web graph with 978.5 million nodes and 42.6 billion edges using less than 4.2 GB memory.	0.0012181625934317708	Low	Semantic Scholar
We also show that our proposed algorithms for degeneracy order computation and maintenance can handle big graphs efficiently with small memory overhead.	0.0036485097371041775	Low	Semantic Scholar
The proposed method generates a smaller feature vector to describe the hand shape with a minimal amount of data.	0.006436800118535757	Low	Semantic Scholar
In this paper, we study the problem of segmenting graph sequences with labeled nodes.	0.0020408371929079294	Low	Semantic Scholar
Memes on the Twitter network, diseases over a contact network, movie-cascades over a social network, etc.	0.0018535376293584704	Low	Semantic Scholar
are all graph sequences with labeled nodes.	0.0004782179312314838	Low	Semantic Scholar
Others require fix parameters or feature engineering.	0.0004242192371748388	Low	Semantic Scholar
Also, we develop the parallel framework of SnapNETS which speeds up its running time.	0.005610797554254532	Low	Semantic Scholar
