text	confidence_value	confidence_level
We consider an inhomogeneous small-world network (SWN) composed of inhibitory short-range (SR) and long-range (LR) interneurons, and investigate the effect of network architecture on emergence of synchronized brain rhythms by varying the fraction of LR interneurons plong.	0.6282534599304199	Low	Semantic Scholar
The betweenness centralities of the LR and SR interneurons (characterizing the potentiality in controlling communication between other interneurons) are distinctly different.	0.0002587151248008013	Low	Semantic Scholar
Hence, in view of the betweenness, SWNs we consider are inhomogeneous, unlike the``canonical"Watts-Strogatz SWN with nearly the same betweenness centralities.	0.00031582420342601836	Low	Semantic Scholar
These dynamical behaviors in the inhomogeneous SWN are also compared with those in the homogeneous Watts-Strogatz SWN, in connection with their network topologies.	0.00799421314150095	Low	Semantic Scholar
Particularly, we note that the main difference between the two types of SWNs lies in the distribution of betweenness centralities.	0.03880319744348526	Low	Semantic Scholar
Dynamical responses (such as synchronization suppression and enhancement) to these two cases of stimuli are studied and discussed in relation to the betweenness centralities of stimulated interneurons, representing the effectiveness for transfer of stimulation effect in the whole network.	0.14682543277740479	Low	Semantic Scholar
PURPOSE The organization of neural networks and the mechanisms, which generate the highly stereotypical for absence epilepsy spike-wave discharges (SWDs) is heavily debated.	0.4027694761753082	Low	Semantic Scholar
Here we describe such a model which can both reproduce the characteristics of SWDs and dynamics of coupling between brain regions, relying mainly on properties of hierarchically organized networks of a large number of neuronal oscillators.	0.15910743176937103	Low	Semantic Scholar
The first level consists of three structures: the nervus trigeminus serving as an input, the thalamus and the somatosensory cortex; the second level of a group of nearby situated neurons belonging to one of three modeled structures.	0.5957980751991272	Low	Semantic Scholar
CONCLUSION SWDs can be generated by changes in network organization.	0.42917752265930176	Low	Semantic Scholar
We validate the feasibility of the generated plans in simulation and on the real quadruped robot ANYmal.	0.007074837107211351	Low	Semantic Scholar
Behavior trees (BTs) are a way of organizing the switching structure of a hybrid dynamical system (HDS), which was originally introduced in the computer game programming community.	0.45238879323005676	Low	Semantic Scholar
In this paper, we analyze how the BT representation increases the modularity of an HDS and how key system properties are preserved over compositions of such systems, in terms of combining two BTs into a larger one.	0.5203890204429626	Low	Semantic Scholar
These three tools are powerful but quite different, and the fact that they are unified in a natural way in BTs might be a reason for their popularity in the gaming community.	0.2060849368572235	Low	Semantic Scholar
This trend shows no signs of subsiding and has caused the emergence of a number of distributed graph processing systems including Pregel, Apache Giraph, and GraphX.	0.4589749574661255	Low	Semantic Scholar
We seek to address this challenge by exploiting empirically-observed properties demonstrated by graphs generated by human activity.	0.00024983659386634827	Low	Semantic Scholar
We experiment with publicly-available graphs whose size reaches two-billion edges and report our findings in terms of both space-efficiency and execution time.	0.4571630656719208	Low	Semantic Scholar
The aim of this paper is to develop a general framework for training neural networks (NNs) in a distributed environment, where training data is partitioned over a set of agents that communicate with each other through a sparse, possibly time-varying, connectivity pattern.	0.11402333527803421	Low	Semantic Scholar
In such distributed scenario, the training problem can be formulated as the (regularized) optimization of a non-convex social cost function, given by the sum of local (non-convex) costs, where each agent contributes with a single error term defined with respect to its local dataset.	0.5715602040290833	Low	Semantic Scholar
are included in the framework and explored along the paper.	0.17123419046401978	Low	Semantic Scholar
Convergence to a stationary solution of the social non-convex problem is guaranteed under mild assumptions.	0.13444407284259796	Low	Semantic Scholar
Additionally, we show a principled way allowing each agent to exploit a possible multi-core architecture (e.g., a local cloud) in order to parallelize its local optimization step, resulting in strategies that are both distributed (across the agents) and parallel (inside each agent) in nature.	0.5790711045265198	Low	Semantic Scholar
If the channel gain is poor (due to fading), the robot can move (a small distance) to another location to improve the channel gain and so compensate for fading.	0.1610957831144333	Low	Semantic Scholar
MDAs intelligently explore a number of points to find a location with high channel gain while using little mechanical energy during the exploration.	0.56760174036026	Low	Semantic Scholar
Until now, the location of these points has been predetermined.	0.013231522403657436	Low	Semantic Scholar
In this paper, we show how we can adapt their positions by using channel predictors.	0.03252367675304413	Low	Semantic Scholar
In this paper we revisit it with a fundamentally different perspective by discovering LRR as essentially a latent clustered orthogonal projection based representation winged with an optimized local graph structure for spectral clustering; each column of the representation is fundamentally a cluster basis orthogonal to others to indicate its members, which intuitively projects the view-specific feature representation to be the one spanned by all orthogonal basis to characterize the cluster structures.	0.3679453730583191	Low	Semantic Scholar
The experiments over multi-view datasets validate its superiority, especially over recent state-of-the-art LRR models.	0.5986639261245728	Low	Semantic Scholar
Among the different application fields, robotic teleoperation represents the ideal scenario that can largely benefit from wearability to reduce constraints to the human workspace (acting as a master) and enable an intuitive and simplified information exchange within the teleoperator system.	0.27871033549308777	Low	Semantic Scholar
This effective simplification is particularly important if we consider the interaction with synergy-inspired robotic devices, i.e., those that are endowed with a reduced number of control inputs and sensors, with the goal of simplifying control and communication among humans and robots.	0.0679398626089096	Low	Semantic Scholar
The experimental results from ten healthy subjects suggest that the proposed integrated interface enables the master to appropriately regulate the stiffness and pose of the robotic hand-arm system through the perception of interaction forces and vision, contributing to successful and intuitive executions of the remote task.	0.12093484401702881	Low	Semantic Scholar
Mutual information is a commonly used measure of communication between neurons, but little theory exists describing the relationship between mutual information and the parameters of the underlying neuronal interaction.	0.10952415317296982	Low	Semantic Scholar
Such a theory could help us understand how specific physiological changes affect the capacity of neurons to synaptically communicate, and, in particular, they could help us characterize the mechanisms by which neuronal dynamics gate the flow of information in the brain.	0.26733893156051636	Low	Semantic Scholar
Here we study a pair of linear-nonlinear-Poisson neurons coupled by a weak synapse.	0.028052620589733124	Low	Semantic Scholar
Then, using this expression to quantify mutual information in simulations, we illustrate the information-gating effects of neural oscillations and oscillatory coherence, which may either increase or decrease the mutual information across the synapse depending on parameters.	0.1588267683982849	Low	Semantic Scholar
Finally, we show analytically that our results can quantitatively describe the selection of one information pathway over another when multiple sending neurons project weakly to a single receiving neuron.	0.018827641382813454	Low	Semantic Scholar
We consider the Watts-Strogatz small-world network (SWN) consisting of subthreshold neurons which exhibit noise-induced spikings.	0.007802886888384819	Low	Semantic Scholar
In previous works without STDP, stochastic spike synchronization (SSS) between noise-induced spikings of subthreshold neurons was found to occur in a range of intermediate noise intensities.	7.891189306974411e-05	Low	Semantic Scholar
Here, we investigate the effect of additive STDP on the SSS by varying the noise intensity.	0.01951836422085762	Low	Semantic Scholar
As a result, good synchronization gets better via long-term potentiation of synaptic strengths, while bad synchronization gets worse via long-term depression.	0.004206617828458548	Low	Semantic Scholar
Emergences of long-term potentiation and long-term depression of synaptic strengths are intensively investigated via microscopic studies based on the pair-correlations between the pre- and the post-synaptic IISRs (instantaneous individual spike rates) as well as the distributions of time delays between the pre- and the post-synaptic spike times.	0.34997835755348206	Low	Semantic Scholar
Furthermore, the effects of multiplicative STDP (which depends on states) on the SSS are studied and discussed in comparison with the case of additive STDP (independent of states).	0.0014089273754507303	Low	Semantic Scholar
These effects of STDP on the SSS in the SWN are also compared with those in the regular lattice and the random graph.	0.3530882000923157	Low	Semantic Scholar
Two arms coordinate while being in physical contact and fulfilling complementary aspects of the task: one arm is mostly assistive while the other performs active manipulation.	0.001470956951379776	Low	Semantic Scholar
Such a task can be executed either autonomously by a bimanual robot, or collaboratively by a single robotic arm performing the assistive or active role in collaboration with a human.	0.04915674775838852	Low	Semantic Scholar
We thus decompose the demonstrated task in a set of actions and for each action we extract: the role of the arms as master or slave, the type of coupling as force–motion or motion–motion coupling with the corresponding stiffness modulation, and the transition condition.	0.0711098462343216	Low	Semantic Scholar
We validate our approach on common daily tasks.	0.46386948227882385	Low	Semantic Scholar
In several multirobot applications in which communication is limited, the mission could require the robots to iteratively take coordinated joint decisions on how to spread out in the environment and on how to reconnect with each other to share data and compute plans.	0.08532797545194626	Low	Semantic Scholar
Exploration and surveillance are examples of these applications.	0.15920868515968323	Low	Semantic Scholar
We call it the multirobot reconnection problem, we show its NP-hardness and hardness of approximation on some important classes of graphs, and we provide optimal and heuristic algorithms to solve it in practical settings.	0.6201373934745789	Low	Semantic Scholar
We propose a novel robotic platform for aerial operation and manipulation, a spherically connected multiquadrotor (SmQ) platform, which consists of a rigid frame and multiple quadrotors that are connected to the frame via passive spherical joints and act as distributed rotating thrust generators to collectively propel the frame by adjusting their attitude and thrust force.	0.05176490545272827	Low	Semantic Scholar
Experiments are also performed to show the efficacy of the theory.	0.13376468420028687	Low	Semantic Scholar
Our study shows how we can explore the interplay between human Extrapolated Center of Mass and the contact forces with the environment in order to transmit to the robot the underlying balancing and stepping strategy.	0.05090552568435669	Low	Semantic Scholar
All the necessary key equations for the frontal plane coupled dynamics are presented along with the human feedback law derived from the proposed state normalization in length and time.	0.557751476764679	Low	Semantic Scholar
The proposed model supports the specification of order-independent sets of action symbols along with temporal and cardinality constraints on the execution of actions.	0.3317466080188751	Low	Semantic Scholar
In addition, we define and characterize the general activity detection problem, that amounts to finding all subsequences that represent a malevolent activity in a sequence of logged actions.	0.20788395404815674	Low	Semantic Scholar
Object manipulation and fluid, goal-directed, movements require sensory information for effective execution.	0.42251020669937134	Low	Semantic Scholar
Amputees lose this intrinsic feedback when controlling their artificial limbs and must instead rely on visual information to compensate.	0.04502061381936073	Low	Semantic Scholar
This approach alleviates many problems inherent to rigid tactors such as poor trim lines from external mounting, electromyography (EMG) signal contamination, and loss of limb fixation suction due to holes in the liner to pass touch and vibration to the residual limb.	0.07862629741430283	Low	Semantic Scholar
In sequential days of training with the prototype participants reported perceptions of wrist flexion/extension and demonstrated learned associations between tapping and hand closing.	0.0007941213552840054	Low	Semantic Scholar
We present a novel end-to-end framework to generate reactive collision avoidance policy for efficient distributed multiagent navigation.	0.04922213777899742	Low	Semantic Scholar
We train the network on a large number of frames of collision avoidance data collected by repeatedly running a multiagent simulator with different parameter settings.	0.04148240387439728	Low	Semantic Scholar
Videos are available at https: //sites.google.com/view/deepmaca.	0.5074180364608765	Low	Semantic Scholar
Unraveling the nature of the communication model that governs which two individuals in a swarm interact with each other is an important line of inquiry in the collective behavior sciences.	0.38842594623565674	Low	Semantic Scholar
EL evaluates the expected cost of a path considering the probability of finding a non traversable zone and the cost of using an alternative traversable path.	0.5614312291145325	Low	Semantic Scholar
In this letter, we introduce the concept of an artificial Robot Nervous System (aRNS) as a novel way of unifying multimodal physical stimuli sensation with robot pain-reflex movements.	0.045574139803647995	Low	Semantic Scholar
We focus on the formalization of robot pain, based on insights from human pain research, as an interpretation of tactile sensation.	0.20317929983139038	Low	Semantic Scholar
It might be argued that such a task is still rather far from being fully solved and applied in robotics.	0.21157826483249664	Low	Semantic Scholar
A discussion about current open issues is addressed as well.	0.0018497778801247478	Low	Semantic Scholar
This work proposes an electromyographic-based learning approach that decodes the grasping intention at an early stage of reach-to-grasp motion, i.e.	0.6074647903442383	Low	Semantic Scholar
before the final grasp/hand pre-shape takes place.	0.5815613865852356	Low	Semantic Scholar
Superficial electrodes and a Cyberglove were used to record the arm muscle activity and the finger joints during reach-to-grasp motions.	0.34010398387908936	Low	Semantic Scholar
The use of our learning approach to control a 16-degrees of freedom robotic hand confirmed the usability of our approach for the real-time control of robotic devices.	0.3823046386241913	Low	Semantic Scholar
The proliferation of e-commerce calls for mining consumer preferences and opinions from user-generated text.	0.002121132565662265	Low	Semantic Scholar
HDP-IR characterizes the corpus with a flexible number of topics, which prove to retain as much predictive information as the original corpus.	0.12712514400482178	Low	Semantic Scholar
HDP-IR provides an important step for future study on user-generated texts from a topic perspective.	0.3557095229625702	Low	Semantic Scholar
Modern autonomous mobile robots require a strong understanding of their surroundings in order to safely operate in cluttered and dynamic environments.	0.08397474884986877	Low	Semantic Scholar
In this letter, we propose a deep neural network for scene depth estimation that is trained on synthetic datasets, which allow inexpensive generation of ground truth data.	0.06590200960636139	Low	Semantic Scholar
In addition, we show how the addition of long short-term memory layers in the network helps to alleviate, in sequential image streams, some of the intrinsic limitations of monocular vision, such as global scale estimation, with low computational overhead.	0.6184460520744324	Low	Semantic Scholar
The paper has two main contributions.	0.21443580090999603	Low	Semantic Scholar
In this letter, we demonstrate a new robotic framework where a lightweight balloon with no onboard actuators or batteries acts as a mid-air robot that travels three-dimensionally within a workspace.	0.002051405142992735	Low	Semantic Scholar
The workspace contains five sparsely arranged ultrasound transducer arrays emitting steerable plane waves that cause acoustic radiation forces on the balloon and actuate it.	0.13476848602294922	Low	Semantic Scholar
The structured case representation improves case-based reasoning (CBR) by exploring structures in the case base and the relevance of case structures.	0.5723006129264832	Low	Semantic Scholar
This paper proposes a hierarchical case-based classifier, HCBC, which introduces a concept lattice to hierarchically organize cases.	0.46741658449172974	Low	Semantic Scholar
The concepts extracted in this way are applied to suggest a class label for the case by a weighted majority voting.	0.04405354708433151	Low	Semantic Scholar
Markov localization and its variants are widely used for mobile robot localization.	0.28568485379219055	Low	Semantic Scholar
Thesemethods assume Markov independence of observations, implying that the observations can be entirely explained by a map.	0.0030849899630993605	Low	Semantic Scholar
To reason about unexpected observations and their correlations across poses, we augment the Dynamic Bayesian Network for Markov localization to include varying edges and nodes, resulting in a novel Varying Graphical Network representation.	0.14661040902137756	Low	Semantic Scholar
We further include results of a team of indoor autonomous service mobile robots traversing hundreds of kilometers using EnML.	0.4917204678058624	Low	Semantic Scholar
This calibration problem is relevant to robotic applications that can benefit of using several cameras to increase the field of view.	0.5180457234382629	Low	Semantic Scholar
In our approach, we extract and match lines of the scene in the RGB and depth cameras, and impose geometric constraints to find the relative poses between the sensors.	0.00806073285639286	Low	Semantic Scholar
All cooperative control algorithms for robot teams assume the ability to communicate without considering the possibility of a malicious or malfunctioning robot that may either communicate false information or take wrong actions.	0.019771698862314224	Low	Semantic Scholar
This paper addresses the development of formations that enable resilience, the ability to achieve consensus, and to cooperate in the presence of malicious or malfunctioning robots.	0.0026905445847660303	Low	Semantic Scholar
Closed kinematic chains are created whenever multiple robot arms concurrently manipulate a single object.	0.040356215089559555	Low	Semantic Scholar
The closed-chain constraint, when coupled with robot joint limits, dramatically changes the connectivity of the configuration space.	0.40474143624305725	Low	Semantic Scholar
According to the selected states, we determine the switching condition to guarantee that the time of global stabilization in the BN is the shortest.	0.3685694634914398	Low	Semantic Scholar
A control law is then determined to ensure that all selected states can enter into the sliding mode, such that any initial state can arrive in the steady-state mode.	0.5851863026618958	Low	Semantic Scholar
The success of robots in real-world environments is largely dependent on their ability to interact with both humans and said environment.	0.0015680664218962193	Low	Semantic Scholar
The FP7 EU project CoDyCo focused on the latter of these two challenges by exploiting both rigid and compliant contacts dynamics in the robot control problem.	0.00018939227447845042	Low	Semantic Scholar
In this letter, we present the building blocks of such a human-in-the-loop controller, and validate them in both simulation and on the iCub humanoid robot using a human–robot interaction scenario.	0.44155004620552063	Low	Semantic Scholar
In this scenario, a human assists the robot in standing up from being seated on a bench.	0.009245076216757298	Low	Semantic Scholar
The objective of the addressed problem is to construct a state estimator for the MJNNs such that the dynamics of the estimation error is exponentially ultimately bounded in the mean square with a certain upper bound.	0.5932872295379639	Low	Semantic Scholar
Sufficient conditions are established for the existence of the desired state estimator by resorting to a combination of the Lyapunov stability theory and the stochastic analysis technique.	0.5008156895637512	Low	Semantic Scholar
However, no single theoretical framework can comprehensively explain motor learning in both types of movement because the relationship between these two types of movement remains unclear.	0.146491140127182	Low	Semantic Scholar
Although our recent model of a balanced motor primitive framework attempted to simultaneously explain motor learning in unimanual and bimanual movements, this model focused only on a limited subset of bimanual movements and therefore did not elucidate the relationships between unimanual movements and various bimanual movements.	0.29021432995796204	Low	Semantic Scholar
This paper presents a discrete switching controller for a realization of smooth pursuit.	0.04620208218693733	Low	Semantic Scholar
From a control point of view, smooth pursuit can be considered as velocity matching control of an impulsive dynamical system.	0.02775130420923233	Low	Semantic Scholar
This study uses a camera positioner driven by quantized compliant actuators and aims to match the velocity of a target object, while images are being captured to avoid motion blur.	0.01315276138484478	Low	Semantic Scholar
In order for robots to successfully carry out manipulation tasks, they require to exploit contact forces and variable impedance control.	0.22151798009872437	Low	Semantic Scholar
The proposed approach estimates full stiffness matrices from human demonstrations, which are then used along with the sensed forces to encode a probabilistic model of the task.	0.451623797416687	Low	Semantic Scholar
Starting from the soft-Attention LSTM, VideoLSTM makes three novel contributions.	8.461764809908345e-05	Low	Semantic Scholar
Second, motion not only informs us about the action content, but also guides better the attention towards the relevant spatio-temporal locations.	0.003744093468412757	Low	Semantic Scholar
We introduce motion-based attention.	0.031235339120030403	Low	Semantic Scholar
And finally, we demonstrate how the attention from VideoLSTM can be exploited for action localization by relying on the action class label and temporal attention smoothing.	0.00017801889043767005	Low	Semantic Scholar
Experiments on UCF101, HMDB51 and THUMOS13 reveal the benefit of the video-specific adaptations of VideoLSTM in isolation as well as when integrated in a combined architecture.	0.2739435136318207	Low	Semantic Scholar
Social networking services have been prevalent at many online communities such as Twitter.com and Weibo.com, where millions of users keep interacting with each other every day.	9.146301636064891e-07	Low	Semantic Scholar
One interesting and important problem in the social networking services is to rank users based on their vitality in a timely fashion.	0.018621796742081642	Low	Semantic Scholar
An accurate ranking list of user vitality could benefit many parties in social network services such as the ads providers and site operators.	0.00013061476056464016	Low	Semantic Scholar
Although it is very promising to obtain a vitality-based ranking list of users, there are many technical challenges due to the large scale and dynamics of social networking data.	0.049582719802856445	Low	Semantic Scholar
Examples of social network include but are not limited to social networks in microblog sites and academical collaboration networks.	0.0008202696917578578	Low	Semantic Scholar
Intuitively, if a user has many interactions with his friends within a time period and most of his friends do not have many interactions with their friends simultaneously, it is very likely that this user has high vitality.	0.0012579041067510843	Low	Semantic Scholar
We thus designed a deep SNN, comprising several convolutional (trainable with STDP) and pooling layers.	0.570536732673645	Low	Semantic Scholar
We used a temporal coding scheme where the most strongly activated neurons fire first, and less activated neurons fire later or not at all.	0.0068953069858253	Low	Semantic Scholar
The network was exposed to natural images.	0.19737759232521057	Low	Semantic Scholar
Thanks to STDP, neurons progressively learned features corresponding to prototypical patterns that were both salient and frequent.	0.5376250743865967	Low	Semantic Scholar
Only a few tens of examples per category were required and no label was needed.	0.00035267355269752443	Low	Semantic Scholar
Coding was very sparse, with only a few thousands spikes per image, and in some cases the object category could be reasonably well inferred from the activity of a single higher-order neuron.	0.01954239420592785	Low	Semantic Scholar
We also demonstrate the superiority of STDP over other unsupervised techniques such as random crops (HMAX) or auto-encoders.	0.02381942979991436	Low	Semantic Scholar
Elderly or disabled people usually need augmented nursing attention both in home and clinical environments, especially to perform bathing activities.	0.007098525296896696	Low	Semantic Scholar
The development of an assistive robotic bath system, which constitutes a central motivation of this letter, would increase the independence and safety of this procedure, ameliorating in this way the everyday life for this group of people.	0.14522497355937958	Low	Semantic Scholar
In this letter, we propose a vision-based washing system, combining CC-DMP framework with a perception-based controller, to adapt the motion of robot's end effector on moving and deformable surfaces, such as a human body part.	0.25645318627357483	Low	Semantic Scholar
The controller guarantees globally uniformly asymptotic convergence to the leader movement primitive while ensuring avoidance of restricted areas, such as sensitive skin body areas.	0.41922155022621155	Low	Semantic Scholar
A dynamic filter corrects the Zero Moment Point (ZMP) trajectories in order to guarantee the dynamic feasibility of the executed behavior taking into account the upper-body movements, at the same time ensuring an accurate approximation of the planned motion trajectories.	0.578565776348114	Low	Semantic Scholar
We demonstrate the high flexibility of the chosen movement planning approach, and the accuracy and feasibility of the generated motion.	0.1646423488855362	Low	Semantic Scholar
The contribution is that <italic> rigorous mathematical proofs </italic> of these properties are presented, most of which have not been reported in existing literatures.	0.0036120708100497723	Low	Semantic Scholar
We first give some properties regarding switch points and accelerating/decelerating curves of the <italic> NI </italic> method.	0.568852424621582	Low	Semantic Scholar
Some simulation results on a unicycle vehicle are provided to verify those presented properties.	0.5793724656105042	Low	Semantic Scholar
Note that though those <italic> known properties </italic> are not discovered first, their mathematical proofs are given first in this letter.	0.037469200789928436	Low	Semantic Scholar
The detailed proofs make the theory of <italic> NI </italic> more complete and help interested readers to gain a thorough understanding of the method.	0.10781864821910858	Low	Semantic Scholar
We then propose passivity-based time-varying and passivity-based switching control schemes that, by utilizing some control actions defined on each of the configuration spaces of the two systems and also their interplay with the nonholonomic constraint, can achieve stabilization while exploiting the nonlinear dynamics of the decomposed dynamics.	0.5168862342834473	Low	Semantic Scholar
We use an example from the replacement project to demonstrate the use of the model to translate a FBD module into a PVS specification.	0.15264064073562622	Low	Semantic Scholar
Although deep neural networks (DNNs) are being a revolutionary power to open up the AI era, the notoriously huge hardware overhead has challenged their applications.	0.05823725089430809	Low	Semantic Scholar
Recently, several binary and ternary networks, in which the costly multiply-accumulate operations can be replaced by accumulations or even binary logic operations, make the on-chip training of DNNs quite promising.	0.08725354075431824	Low	Semantic Scholar
To this end, two fundamental issues are yet to be addressed.	0.032656408846378326	Low	Semantic Scholar
The first one is how to implement the back propagation when neuronal activations are discrete.	0.03175481781363487	Low	Semantic Scholar
Through this way, we build a unified framework that subsumes the binary or ternary networks as its special cases, and under which a heuristic algorithm is provided at the website https: //github.com/AcrossV/Gated-XNOR.	0.4702959656715393	Low	Semantic Scholar
This promises the event-driven hardware design for efficient mobile intelligence.	0.03683698922395706	Low	Semantic Scholar
All results are verified formally and constructively, which is the challenge of the project.	0.1513141244649887	Low	Semantic Scholar
Graphs offer a natural model for the relationships and interactions among entities, such as those occurring among users in social and cooperation networks, and proteins in biological networks.	5.2884304750477895e-05	Low	Semantic Scholar
However, for large networks and long sequences, this approach is computationally expensive, since all matches have to be generated at each snapshot, including those appearing only once.	0.016329852864146233	Low	Semantic Scholar
This modularity enables a simple and straight-forward adaption the model when a manipulator's actuator morphology is changed.	0.6390136480331421	Low	Semantic Scholar
In this paper, we propose SUbsequence Matching framework with cell MERgence (SUMMER) for online subsequence matching between histogram-based stream synopsis structures under the dynamic time warping distance.	0.15219712257385254	Low	Semantic Scholar
We present a novel approach to segment coronary cross-sectional images acquired using catheterization imaging techniques, i.e.	0.2991371750831604	Low	Semantic Scholar
intra-vascular ultrasound (IVUS) and optical coherence tomography (OCT).	0.23955972492694855	Low	Semantic Scholar
A node-weighted directed graph is constructed on two consecutive cross-sectional frames with embedded shape constraints within individual cross-sections or frames and between consecutive frames.	0.6475651264190674	Low	Semantic Scholar
The inter-frame constraints are imposed by tracking the borders of interest across multiple frames.	0.0038109170272946358	Low	Semantic Scholar
The proposed approach is applied to IVUS and OCT images.	0.6761137247085571	Low	Semantic Scholar
However, many existing human activity recognition approaches lack the capability of automatically learning these configurations from sequences of joints in four-dimensional space (spatio and temporal).	0.2349710911512375	Low	Semantic Scholar
In Monte-Carlo-based simulations and experiments, we show that an algorithm that we derived previously can extract these weights online from sensory information about joint positions of a moving system.	0.6170129776000977	Low	Semantic Scholar
To harness the rich amount of information available on the web today, many organizations aggregate public (and private) data to derive knowledge repositories for real-world entities.	0.010343780741095543	Low	Semantic Scholar
This paper aims to build historical profiles of real-world entities by integrating temporal records collected from different sources.	6.575243605766445e-05	Low	Semantic Scholar
This problem is challenging not only because entities may change their attribute values over time, but also because information provided by the sources could be unreliable.	0.028958559036254883	Low	Semantic Scholar
In this paper, we present a new solution for profiling entities over time.	0.040264710783958435	Low	Semantic Scholar
To understand the evolution of entities, we describe a novel transition model which gives the probability that an entity will change to a particular attribute value after some time period.	0.541525661945343	Low	Semantic Scholar
I present a formalization in Isabelle/HOL of the resolution calculus for first-order logic with formal soundness and completeness proofs.	0.02081083320081234	Low	Semantic Scholar
To prove the calculus sound, I use the substitution lemma, and to prove it complete, I use Herbrand interpretations and semantic trees.	0.045584678649902344	Low	Semantic Scholar
The correspondence between unsatisfiable sets of clauses and finite semantic trees is formalized in Herbrand ’ s theorem.	0.022956116124987602	Low	Semantic Scholar
I discuss the difficulties that I had formalizing proofs of the lifting lemma found in the literature, and I formalize a correct proof.	7.115674816304818e-05	Low	Semantic Scholar
The completeness proof is by induction on the size of a finite semantic tree.	0.4802689254283905	Low	Semantic Scholar
Throughout the paper I emphasize details that are often glossed over in paper proofs.	0.003033603774383664	Low	Semantic Scholar
I give a thorough overview of formalizations of first-order logic found in the literature.	0.11069319397211075	Low	Semantic Scholar
