text	confidence_value	confidence_level
The analyzes of the interactions between model structures from their time series using Granger causality method showed that the model reproduced the preictal coupling increase detected previously from experimental data.	0.00031248710001818836	Low	Semantic Scholar
Our phase-based parameterization of feet motion and forces allows to optimize over the discrete gait sequence using only continuous decision variables.	8.36914186947979e-05	Low	Semantic Scholar
The system is represented using a simplified centroidal dynamics model that is influenced by the feet's location and forces.	0.0010825801873579621	Low	Semantic Scholar
The nonlinear programming problem solver generates highly dynamic motion plans with full flight phases for a variety of legged systems with arbitrary morphologies in an efficient manner.	0.0019157140050083399	Low	Semantic Scholar
We validate the feasibility of the generated plans in simulation and on the real quadruped robot ANYmal.	0.0018129374366253614	Low	Semantic Scholar
Behavior trees (BTs) are a way of organizing the switching structure of a hybrid dynamical system (HDS), which was originally introduced in the computer game programming community.	0.0004774825647473335	Low	Semantic Scholar
We conclude the paper by giving a set of examples illustrating how the proposed analysis tools can be applied to robot control BTs.	0.0031807217746973038	Low	Semantic Scholar
A multitude of contemporary applications heavily involve graph data whose size appears to be ever–increasing.	0.002438650466501713	Low	Semantic Scholar
This trend shows no signs of subsiding and has caused the emergence of a number of distributed graph processing systems including Pregel, Apache Giraph, and GraphX.	8.709906978765503e-05	Low	Semantic Scholar
However, the unprecedented scale now reached by real-world graphs hardens the task of graph processing due to excessive memory demands even for distributed environments.	0.002614335622638464	Low	Semantic Scholar
By and large, such contemporary graph processing systems employ ineffective in-memory representations of adjacency lists.	0.00045122348819859326	Low	Semantic Scholar
Therefore, memory usage patterns emerge as a primary concern in distributed graph processing.	0.00013140091323293746	Low	Semantic Scholar
We seek to address this challenge by exploiting empirically-observed properties demonstrated by graphs generated by human activity.	2.5048602765309624e-05	Low	Semantic Scholar
In this paper, we propose 1) three compressed adjacency list representations that can be applied to any distributed graph processing system , 2) a variable-byte encoded representation of out-edge weights for space-efficient support of weighted graphs, and 3) a tree-based compact out-edge representation that allows for efficient mutations on the graph elements.	0.002606297144666314	Low	Semantic Scholar
At the same time, our memory-optimized methods retain the efficiency of uncompressed structures and enable the execution of algorithms for large scale graphs in settings where contemporary alternative structures fail due to memory errors.	0.0021693995222449303	Low	Semantic Scholar
The aim of this paper is to develop a general framework for training neural networks (NNs) in a distributed environment, where training data is partitioned over a set of agents that communicate with each other through a sparse, possibly time-varying, connectivity pattern.	0.001729303039610386	Low	Semantic Scholar
To devise a flexible and efficient solution, we customize a recently proposed framework for non-convex optimization over networks, which hinges on a (primal) convexification-decomposition technique to handle non-convexity, and a dynamic consensus procedure to diffuse information among the agents.	0.0025379862636327744	Low	Semantic Scholar
A comprehensive set of experimental results validate the proposed approach.	0.0002636323915794492	Low	Semantic Scholar
Mobile robots (MRs) using wireless communications often experience small-scale fading so that the wireless channel gain can be low.	0.000195164539036341	Low	Semantic Scholar
MDAs intelligently explore a number of points to find a location with high channel gain while using little mechanical energy during the exploration.	0.002819179091602564	Low	Semantic Scholar
Our results show that MDAs, which adapt the location of those points, can in fact outperform (in terms of the channel gain obtained and mechanical energy used) the MDAs that use predetermined locations for those points.	0.0007906532846391201	Low	Semantic Scholar
These results will significantly improve the performance of the MDAs and consequently allow MRs to mitigate poor wireless channel conditions in an energy-efficient manner.	0.0006210677674971521	Low	Semantic Scholar
Low-Rank Representation (LRR) is arguably one of the most powerful paradigms for Multi-view spectral clustering, which elegantly encodes the multi-view local graph/manifold structures into an intrinsic low-rank self-expressive data similarity embedded in high-dimensional space, to yield a better graph partition than their single-view counterparts.	0.002006867667660117	Low	Semantic Scholar
The experiments over multi-view datasets validate its superiority, especially over recent state-of-the-art LRR models.	0.0004847873642574996	Low	Semantic Scholar
We use this expression to analytically explore the interaction of excitation, information transmission, and the convexity of the activation function.	0.0007306353072635829	Low	Semantic Scholar
Furthermore, the effects of multiplicative STDP (which depends on states) on the SSS are studied and discussed in comparison with the case of additive STDP (independent of states).	0.0015206510433927178	Low	Semantic Scholar
Our method projects depth maps onto three orthogonal planes to generate the depth projection maps.	0.0001272361696464941	Low	Semantic Scholar
A support vector machine with a linear kernel is used as a shape classifier.	0.0018917504930868745	Low	Semantic Scholar
Results demonstrate that the proposed method significantly outperforms the previous methods on all tested datasets for both static digit recognition and letter gesture recognition.	0.0015754341147840023	Low	Semantic Scholar
For the challenging HUST-ASL dataset, in particular, the proposed method improves on the previous state-of-the-art methods from 40.1% to 64.6 %.	0.0013642923440784216	Low	Semantic Scholar
Dual-arm aerial manipulation requires the design and development of high performance robotic arms in terms of safety, robustness, and force/torque/impedance control, taking into account the integration in the aerial platform, the strong weight constraints, and the technological limitations of the servo actuators.	0.0002720928459893912	Low	Semantic Scholar
Mechanical joint compliance is the base of the Cartesian impedance control scheme of the dual-arm system, integrated with the controller of the aerial platform.	0.00319993169978261	Low	Semantic Scholar
Experimental results validate the developed concepts.	0.0001550060260342434	Low	Semantic Scholar
In this paper, we consider the problem of computing robots ’ paths on a graph-represented environment for restoring connections at minimum traveling cost.	0.002328557660803199	Low	Semantic Scholar
This is an introductory study that aims to grant legged robots motor capabilities for power manipulation comparable to humans.	0.0002982341102324426	Low	Semantic Scholar
Since the problem is intractable, we also develop an index data structure that allows the security expert to efficiently extract occurrences of activities of interest.	0.002544633112847805	Low	Semantic Scholar
Object manipulation and fluid, goal-directed, movements require sensory information for effective execution.	0.0021177821327000856	Low	Semantic Scholar
While other distributed multiagent collision avoidance systems exist, these systems require online geometric optimization where tedious parameter tuning and perfect sensing are necessary.	0.002568846335634589	Low	Semantic Scholar
Our method formulates an agent's navigation strategy as a deep neural network mapping from the observed noisy sensor measurements to the agent's steering commands in terms of movement velocity.	5.034645437262952e-05	Low	Semantic Scholar
We validate the learned deep neural network policy in a set of simulated and real scenarios with noisy measurements and demonstrate that our method is able to generate a robust navigation strategy that is insensitive to imperfect sensing and works reliably in all situations.	0.001484322245232761	Low	Semantic Scholar
A number of models have been proposed in the biological swarm literature, with the leading models being the metric, topological, and visual models.	0.0006296602077782154	Low	Semantic Scholar
The hypothesis evaluated in this letter is whether the choice of a communication model impacts the performance of a tasked artificial swarm.	0.0012612921418622136	Low	Semantic Scholar
Further analysis of each tasks ’ performance metrics reveals instances in which pairwise considerations of model and one of the various experimental factors become relevant.	0.001353022875264287	Low	Semantic Scholar
This paper addresses a tightly integrated multi-robot planning, localization and navigation system in stochastic scenarios.	0.0004790385137312114	Low	Semantic Scholar
EL evaluates the expected cost of a path considering the probability of finding a non traversable zone and the cost of using an alternative traversable path.	6.504075281554833e-05	Low	Semantic Scholar
A local real time re-planning technique based on the probabilistic model is also developed for the formation when the scenario changes.	0.002563307760283351	Low	Semantic Scholar
The partial views of all the robots are integrated to update the multi-robot localization using a modified EKF based on the measurement differencing technique which improves estimation consistency.	0.0006316732033155859	Low	Semantic Scholar
As a result, a lower uncertainty map of the local navigation area is obtained for re-planning purposes.	0.00027728654094971716	Low	Semantic Scholar
Model-based classification of sequence data using a set of hidden Markov models is a well-known technique.	0.0028364621102809906	Low	Semantic Scholar
Inspired by recent theoretical advances in spectral learning of hidden Markov models, we propose a score function based on third-order moments.	0.0014885885175317526	Low	Semantic Scholar
The proposed method provides lower computational complexity at classification time than the usual likelihood-based methods.	0.00039226646185852587	Low	Semantic Scholar
Most existing formation control approaches are based on the assumption that the global/relative position and/or velocity measurements of mobile robots are directly available.	0.0007971214945428073	Low	Semantic Scholar
In this paper, we propose new leader-following formation tracking control schemes for nonholonomic mobile robots with onboard perspective cameras, without using both position and velocity measurements.	0.00046246539568528533	Low	Semantic Scholar
By using the Lyapunov stability theory, a rigorous stability analysis based on the nonlinear formation dynamics is provided to show that the global stability of the combined observer–controller closed-loop system can be guaranteed.	0.0005421123350970447	Low	Semantic Scholar
Both simulation and experimental results are also given to demonstrate the performance of the proposed formation tracking control schemes.	0.0007704653544351459	Low	Semantic Scholar
In this letter, we introduce the concept of an artificial Robot Nervous System (aRNS) as a novel way of unifying multimodal physical stimuli sensation with robot pain-reflex movements.	0.002944438485428691	Low	Semantic Scholar
We focus on the formalization of robot pain, based on insights from human pain research, as an interpretation of tactile sensation.	0.00045656910515390337	Low	Semantic Scholar
This survey tries to collect the results reached so far by the research community about planning and control in the nonprehensile dynamic manipulation domain.	0.0005319899064488709	Low	Semantic Scholar
Because of the complex nature of the model dynamics, the mechanisms underlying these results are unclear.	0.0018495329422876239	Low	Semantic Scholar
Approximate periodic solutions were derived by linearization of the governing equations and provide an explanation for our conflicting results.	0.0013738495763391256	Low	Semantic Scholar
Furthermore, we discussed the biological relevance of our findings using a comparison of our analytical results with observations of movement in cheetahs.	0.0010429053800180554	Low	Semantic Scholar
This paper also examines the effect of different objects ’ distances and different motion speeds on the detection time and accuracy of the classifier.	0.0028960122726857662	Low	Semantic Scholar
© 2017 Elsevier B.V. All rights reserved.	0.0003838964330498129	Low	Semantic Scholar
The proliferation of e-commerce calls for mining consumer preferences and opinions from user-generated text.	0.002285413444042206	Low	Semantic Scholar
Supervised topic models have emerged to leverage discovered topics for predicting the response of interest (e.g., product quality and sales).	0.0020584752783179283	Low	Semantic Scholar
Three experiments were conducted to evaluate the predictive performance over major e-commerce benchmark testbeds of online reviews.	0.00214323285035789	Low	Semantic Scholar
HDP-IR provides an important step for future study on user-generated texts from a topic perspective.	0.0004229096230119467	Low	Semantic Scholar
Monocular depth estimation offers a geometry-independent paradigm to detect free, navigable space with minimum space, and power consumption.	0.0021514659747481346	Low	Semantic Scholar
Most of graph construction techniques assume a transductive setting in which the whole data collection is available at construction time.	0.0002923645661212504	Low	Semantic Scholar
Addressing graph construction for inductive setting, in which data are coming sequentially, has received much less attention.	0.0005802498781122267	Low	Semantic Scholar
This paper introduces a generic framework that is able to make any graph construction method incremental.	0.0015782882692292333	Low	Semantic Scholar
As a case study, we use the recently proposed Two Phase Weighted Regularized Least Square (TPWRLS) graph construction method.	0.0005156798870302737	Low	Semantic Scholar
The second contribution of the article is the application of the proposed framework to the problem of graph-based label propagation using multiple observations for vision-based recognition tasks.	0.00011631129746092483	Low	Semantic Scholar
Experiments on several image databases show that, without any significant loss in the accuracy of the final classification, the proposed dynamic graph construction is more efficient than the batch graph construction.	0.0024071510415524244	Low	Semantic Scholar
The fabricated system performs a dynamic PID control of the movement of the balloon based on visual feedback.	0.00011825250112451613	Low	Semantic Scholar
For practical operation of the system, we experimentally modeled the acoustic radiation force applied on a sphere.	0.002488627564162016	Low	Semantic Scholar
Based on the model, we developed the system dynamics model and a control law.	0.0025019701570272446	Low	Semantic Scholar
We constructed a prototype system and demonstrated meter-scale three-dimensional manipulation of a 200 mm-diameter spherical object.	0.0007001227349974215	Low	Semantic Scholar
Our proposed methodology is beneficial for long-term mid-air robotic applications, such as 24-h indoor surveillance system with no blind spots caused by battery limitation.	0.0010199646931141615	Low	Semantic Scholar
The structured case representation improves case-based reasoning (CBR) by exploring structures in the case base and the relevance of case structures.	0.0010079084895551205	Low	Semantic Scholar
By exploiting structural case relations in the concept lattice, a novel dynamic weighting model is proposed to enhance the concept similarity measure.	0.0008440309320576489	Low	Semantic Scholar
Based on this similarity measure, HCBC retrieves the top-K concepts that are most similar to a new case by using a bottom-up pruning-based recursive retrieval (PRR) algorithm.	0.0028880536556243896	Low	Semantic Scholar
Experimental results show that HCBC outperforms other classifiers in terms of classification performance and robustness on categorical data, and also works confidently well on numeric datasets.	0.0016898761969059706	Low	Semantic Scholar
Thesemethods assume Markov independence of observations, implying that the observations can be entirely explained by a map.	0.0013087540864944458	Low	Semantic Scholar
The maximum likelihood estimate of the belief is incrementally computed by non-linear functional optimization.	0.0024965484626591206	Low	Semantic Scholar
We demonstrate EnML using different types of sensors including laser rangefinders and depth cameras, and over multiple datasets, comparing it with alternative approaches.	0.0008370699943043292	Low	Semantic Scholar
We further include results of a team of indoor autonomous service mobile robots traversing hundreds of kilometers using EnML.	0.0006560066249221563	Low	Semantic Scholar
© 2016 Elsevier B.V. All rights reserved.	0.000233237020438537	Low	Semantic Scholar
This calibration problem is relevant to robotic applications that can benefit of using several cameras to increase the field of view.	0.0015103020705282688	Low	Semantic Scholar
An analysis of the observability properties of the problem is presented.	0.0005957731627859175	Low	Semantic Scholar
For example, the data collected in applications created by Uber or Public Transport Authorities can be used to plan transportation routes, estimate capacities, and proactively identify low coverage areas.	0.00014791375724598765	Low	Semantic Scholar
Then we introduce a filter refinement framework for processing <inline-formula> <tex-math notation="LaTeX"> $\mathbf {R} {k} \mathbf {NNT} $</tex-math> <alternatives> <inline-graphic xlink: href="wang-ieq11-2776268.gif"/> </alternatives> </inline-formula> queries using the proposed indexes.	6.0166697949171066e-05	Low	Semantic Scholar
To the best of our knowledge, this is the first work to study the <inline-formula> <tex-math notation="LaTeX"> $\mathbf {R} {k} \mathbf {NNT} $</tex-math> <alternatives> <inline-graphic xlink: href="wang-ieq15-2776268.gif"/> </alternatives> </inline-formula> problem for route planning.	0.0023950962349772453	Low	Semantic Scholar
We propose a regrasping move, termed “ IK-switch, ” which allows efficiently bridging components of the configuration space that are otherwise mutually disconnected.	0.0015861698193475604	Low	Semantic Scholar
According to the selected states, we determine the switching condition to guarantee that the time of global stabilization in the BN is the shortest.	0.0012550904648378491	Low	Semantic Scholar
Joints with different stiffness values can be obtained by regulating three-dimensional-printing parameters and material properties in the manufacturing process.	0.0016723601147532463	Low	Semantic Scholar
This paper is concerned with the state estimation problem for a class of Markovian jumping neural networks (MJNNs) with sensor nonlinearities, mode-dependent time delays and stochastic disturbances subject to the Round-Robin (RR) scheduling mechanism.	0.0012191747082397342	Low	Semantic Scholar
As an equal allocation scheme, the RR communication protocol is introduced for efficient usage of limited bandwidth and energy saving.	0.0022919776383787394	Low	Semantic Scholar
The update matrix method is adopted to deal with the periodic time-delays resulting from the RR protocol.	0.0011397266061976552	Low	Semantic Scholar
Sufficient conditions are established for the existence of the desired state estimator by resorting to a combination of the Lyapunov stability theory and the stochastic analysis technique.	0.0012546733487397432	Low	Semantic Scholar
Finally, a numerical simulation example is exploited to demonstrate the effectiveness of the proposed estimator design strategy.	0.0021355911158025265	Low	Semantic Scholar
After images are obtained, the discrete switching controller suppresses residual vibrations to reduce switching further.	0.0020508412271738052	Low	Semantic Scholar
Experimental results demonstrate that the proposed discrete switching controller outperformed the classical PWM controller and successfully tracked an object of interest during an exposure window.	0.0014600111171603203	Low	Semantic Scholar
The conditions of such type of robotic tasks may significantly vary in dynamic environments, which demand robots to be endowed with adaptation capabilities.	0.0010983344400301576	Low	Semantic Scholar
In this context, this paper proposes a learning-from-demonstration framework that integrates force sensing and variable impedance control to learn force-based variable stiffness skills.	0.00011277673183940351	Low	Semantic Scholar
The proposed approach estimates full stiffness matrices from human demonstrations, which are then used along with the sensed forces to encode a probabilistic model of the task.	0.0010359894949942827	Low	Semantic Scholar
We validate the proposed framework in simulation using 2D and 7D systems and a couple of real scenarios.	0.0005653925472870469	Low	Semantic Scholar
We introduce motion-based attention.	0.0007429895340465009	Low	Semantic Scholar
Social networking services have been prevalent at many online communities such as Twitter.com and Weibo.com, where millions of users keep interacting with each other every day.	0.0015253310557454824	Low	Semantic Scholar
An accurate ranking list of user vitality could benefit many parties in social network services such as the ads providers and site operators.	0.0007852651178836823	Low	Semantic Scholar
Also, we further consider the mutual influence between users while computing the vitality measurements and propose the second ranking algorithm, which computes user vitality in an iterative way.	0.0006598311592824757	Low	Semantic Scholar
Previous studies have shown that spike-timing-dependent plasticity (STDP) can be used in spiking neural networks (SNN) to extract visual features of low or intermediate complexity in an unsupervised manner.	0.0015328373992815614	Low	Semantic Scholar
Another line of research has demonstrated - using rate-based neural networks trained with back-propagation - that having many layers increases the recognition robustness, an approach known as deep learning.	0.0007751157972961664	Low	Semantic Scholar
The network was exposed to natural images.	0.0015556233702227473	Low	Semantic Scholar
After learning, the complexity of the extracted features increased along the hierarchy, from edge detectors in the first layer to object prototypes in the last layer.	0.002478447277098894	Low	Semantic Scholar
More generally, the activity of a few hundreds of such neurons contained robust category information, as demonstrated using a classifier on Caltech 101, ETH-80, and MNIST databases.	0.0005819330108352005	Low	Semantic Scholar
These mechanisms are also interesting for artificial vision systems, particularly for hardware solutions.	0.0017943563871085644	Low	Semantic Scholar
For this purpose, we employ imitation learning using a leader–follower framework called coordinate change dynamic movement primitives (CC-DMP), in order to incorporate the expertise of professional carers for bathing sequences.	0.0016227258602157235	Low	Semantic Scholar
The robot executes motions learned from the publicly available KIT whole-body human motion database, achieving good tracking performance in challenging interactive task scenarios.	0.0007094822940416634	Low	Semantic Scholar
We devised a new architecture that combines the online-planning of complex coordinated full-body movements, based on the flexible combination of learned dynamic movement primitives, with a Walking Pattern Generator (WPG), based on Model Predictive Control (MPC), which generates dynamically feasible locomotion of the humanoid robot HRP-2.	0.00010866185039049014	Low	Semantic Scholar
We demonstrate the high flexibility of the chosen movement planning approach, and the accuracy and feasibility of the generated motion.	0.0028773462399840355	Low	Semantic Scholar
In addition, we show that a naı̈ve approach, which generates adaptive motion by using machine learning methods by the interpolation between feasible training motion examples fails to guarantee the stability and dynamic feasibility of the generated behaviors.	0.002062940737232566	Low	Semantic Scholar
We first give some properties regarding switch points and accelerating/decelerating curves of the <italic> NI </italic> method.	0.0029903000686317682	Low	Semantic Scholar
We propose a novel passivity-based stabilization control framework for a certain class of nonholonomic mechanical systems.	0.00019596841593738645	Low	Semantic Scholar
We then propose passivity-based time-varying and passivity-based switching control schemes that, by utilizing some control actions defined on each of the configuration spaces of the two systems and also their interplay with the nonholonomic constraint, can achieve stabilization while exploiting the nonlinear dynamics of the decomposed dynamics.	0.002562945941463113	Low	Semantic Scholar
Finally, examples are provided along with their simulation and experimental results to illustrate the theory.	0.0015006790636107326	Low	Semantic Scholar
The trip computers for the two reactor shutdown systems of the Ontario Power Generation (OPG) Darlington Nuclear Power Generating Station are being refurbished due to hardware obsolescence.	0.0003031643864233047	Low	Semantic Scholar
For one of the systems, the general purpose computer originally used is being replaced by a programmable logic controller (PLC).	0.0009281504899263382	Low	Semantic Scholar
The trip computer application software has been rewritten using function block diagrams (FBDs), a commonly used PLC programming language defined in the IEC 61131-3 standard.	2.894929093599785e-05	Low	Semantic Scholar
The replacement project ’ s quality assurance program requires that formal verification be performed to compare the FBDs against a formal software requirements specification written using tabular expressions (TEs).	0.0007787320646457374	Low	Semantic Scholar
In this paper, we present a method to rigorously translate the graphical FBD language to a mathematical model in PVS using an abstract syntax to represent the FBD constructs.	0.0029188457410782576	Low	Semantic Scholar
We then extend that example to demonstrate the method ’ s applicability to a Simulink-based design.	0.001739345258101821	Low	Semantic Scholar
Recently, several binary and ternary networks, in which the costly multiply-accumulate operations can be replaced by accumulations or even binary logic operations, make the on-chip training of DNNs quite promising.	0.001741669955663383	Low	Semantic Scholar
To address the first issue, we present a multi-step neuronal activation discretization method and a derivative approximation technique that enable the implementing the back propagation algorithm on discrete DNNs.	0.0017369665438309312	Low	Semantic Scholar
While for the second issue, we propose a discrete state transition (DST) methodology to constrain the weights in a discrete space without saving the hidden weights.	0.00072433304740116	Low	Semantic Scholar
More particularly, we find that when both the weights and activations become ternary values, the DNNs can be reduced to sparse binary networks, termed as gated XNOR networks (GXNOR-Nets) since only the event of non-zero weight and non-zero activation enables the control gate to start the XNOR logic operations in the original binary networks.	0.0018872172804549336	Low	Semantic Scholar
An example of a spatial three degree-of-freedom manipulator shows that this modeling method is more suitable for modeling changes in actuator placement than the traditional Euler–Lagrange method.	0.0029736298602074385	Low	Semantic Scholar
By extracting image luminance channel and separating it into a base layer and a detail layer, the Retinex theory has been widely adopted for tone mapping to visualize high dynamic range (HDR) images on low dynamic range display devices.	0.0005159517750144005	Low	Semantic Scholar
We present a statistical clustering based tone mapping method which can more faithfully adapt image local content and colors.	0.0005145108443684876	Low	Semantic Scholar
Comparing with the popular edge-preservation filtering methods, the proposed clustering based method can better adapt to image local structures and colors by exploiting the image global redundancy.	0.0002086126187350601	Low	Semantic Scholar
In this paper, we propose SUbsequence Matching framework with cell MERgence (SUMMER) for online subsequence matching between histogram-based stream synopsis structures under the dynamic time warping distance.	0.0017041058745235205	Low	Semantic Scholar
Our experiments on real datasets show that the proposed method significantly speeds up the pattern matching without compromising the accuracy required when compared with other approaches.	0.0005275356816127896	Low	Semantic Scholar
We present a novel approach to segment coronary cross-sectional images acquired using catheterization imaging techniques, i.e.	0.0018253835150972009	Low	Semantic Scholar
The intra-frame constraints are derived from a set of training samples and are embedded in both graph construction and its cost function.	0.002889310009777546	Low	Semantic Scholar
The inter-frame constraints are imposed by tracking the borders of interest across multiple frames.	0.0008739770273678005	Low	Semantic Scholar
Both qualitative and quantitative results show superior performance of the proposed method compared to a number of alternative segmentation techniques.	9.12847463041544e-05	Low	Semantic Scholar
However, many existing human activity recognition approaches lack the capability of automatically learning these configurations from sequences of joints in four-dimensional space (spatio and temporal).	0.0005527359899133444	Low	Semantic Scholar
Compliant elements in robotic systems can strongly increase the energy efficiency of highly dynamic periodic motions with large energy consumption such as jumping.	1.953903483808972e-05	Low	Semantic Scholar
Typical control algorithms are model-based and thus fail to adjust to unexpected mechanical environments or make limited use of mechanical resonance properties.	0.002280035289004445	Low	Semantic Scholar
Linear weights transform sensory information into this 1-D controller space and reverse transform 1-D motor signals back into the multidimensional joint space.	0.000309319089865312	Low	Semantic Scholar
Our results demonstrate that it reduces the problem of energy-efficient control of multiple compliant joints that move with high synchronicity to a low-dimensional task.	0.0011261485051363707	Low	Semantic Scholar
This paper aims to build historical profiles of real-world entities by integrating temporal records collected from different sources.	0.0027966841589659452	Low	Semantic Scholar
