	convention	index	label	provenance	text
25	domestic	25	1	Manually_gathered	at the time i had no idea what i was doing, but for better or worse, i made a habit of not copying classes, but writing the code out myself. 
26	domestic	26	1	Manually_gathered	  advanced algorithm for calculating the strength of your habits. 
27	domestic	27	1	Manually_gathered	 * we kindly ask you to use common sense and don\'t profit entirely off the work of others. 
28	domestic	28	1	Manually_gathered	the trust stores can be updated to the latest version, using either the cli: 
29	domestic	29	1	Manually_gathered	  you can also craft a packet object from scratch. 
30	domestic	30	1	Manually_gathered	justifications based on tradition and locality [   domestic    worth]  
31	domestic	31	1	Manually_gathered	another distinct category of arguments relies on justifications where traditions are valued and are constantly being revisited in making judgments about the present, and where locality and ties to a place are revered. 
32	domestic	32	1	Manually_gathered	evaluations of this type support hierarchies of reputation and trustworthiness. 
33	domestic	33	1	Manually_gathered	these justifications relate to what boltanski and thevenot (1991) term the domestic order of worth in which the claim of a general value is warranted by personal tie or local attachment, so that personal character or proximity are considered the source or building blocks of universal goods. 
34	domestic	34	1	Manually_gathered	in the french case, arguments of this sort are found in the call by project opponents to protect the region’s treasured culture and heritage (patrimoine in french), of which the valley’s landscape is a significant part. 
35	domestic	35	1	Manually_gathered	in the american case there are many similar arguments pointing to the preservation of a place close to one’s home and hearth, and references to the region’s heritage. 
36	domestic	36	1	Manually_gathered	but these arguments are oriented less around the idea of heritage and patrimony in the united states and more in terms of the protection of one’s backyard. 
37	domestic	37	1	Manually_gathered	justifications based on tradition and locality are utilized extensively by opponents of the somport project in france, and there are a variety of rich testimonials from the inhabitants of the aspe valley on the need to preserve a patrimony and way of life cherished by many and upheld in various ways by existing traditions of the region. 
38	domestic	38	1	Manually_gathered	many of the arguments in the somport case, in both camps, refer to the harmonious existence of living on the land: what was really significant for me was this land; i did not want to betray this land. 
39	domestic	39	1	Manually_gathered	close connections between people and their land, from villagers who reside in the small valley communities to the shepherds who make their living traveling to remote and rugged mountain pastures, through fishermen and hunters. 
40	domestic	40	1	Manually_gathered	the domestic world was extracted from a commentary of bossuet\'s work, la politique tiree des propres paroles de l\'ecriture sainte. 
41	domestic	41	1	Manually_gathered	in a domestic world, people\'s worth depends on a hierarchy of trust based on a chain of personal dependencies. 
42	domestic	42	1	Manually_gathered	the political link between beings is seen as a generalization of kinship and is based on face-to-face relationships and on the respect for tradition. 
43	domestic	43	1	Manually_gathered	the person, cannot, in this world, be separated from his/her belonging to a body, a family, a lineage, an estate. 
44	domestic	44	1	Manually_gathered	in bossuet\'s political construction, the king, who is the greatest being, is comparable with a father, who sacrifices himself for his subjects. 
45	domestic	45	1	Manually_gathered	in this model one must, to evaluate someone\'s worth, know his place in the network of dependencies from which this person draws his own authority. 
46	domestic	46	1	Manually_gathered	in order to describe the objects of the domestic world of the present, we used a practical guide teaching good manners and human relations within the company, intended for socially mobile workers who had been promoted to more responsible positions (entitled savoir vivre et promotion). 
47	domestic	47	1	Manually_gathered	in this book, important and worthy persons are chiefs, bosses, or even relatives. 
48	domestic	48	1	Manually_gathered	their main qualities are to be distinguished, straightforward, faithful and to have character. 
49	domestic	49	1	Manually_gathered	the typical objects are, for instance, visiting cards, gifts, estates, houses, titles. 
50	domestic	50	1	Manually_gathered	among the relevant ways to make relationships we note the act of recommending somebody, giving birth, breeding, reproducing or presenting an invitation. 
51	domestic	51	1	Manually_gathered	engenderment according to tradition (higher common principle) generation, hierarchy, tradition. 
52	domestic	52	1	Manually_gathered	 hierarchical superiority (state of worthiness) benevolent, well brought up, wise, distinguished, discreet, reserved, trustworthy, honest, faithful. 
53	domestic	53	1	Manually_gathered	 the poise of habit (dignity} good sense, habits, naturalness, character. 
54	domestic	54	1	Manually_gathered	 superiors and inferiors (subjects) more worthy beings: father, king, ancestors, parents, family, gruwnups, leader, boss. 
55	domestic	55	1	Manually_gathered	less worthy beings: i, unmarried person, foreigner, woman, child, pet. 
56	domestic	56	1	Manually_gathered	 others: vtsitor, surroundings (members of), neighbors, third party. 
57	domestic	57	1	Manually_gathered	 the rules of etiquette (objects) good manners, proper behavior, rank, title, dwelling, introduction, signature, announcements, gifts, flowers. 
58	domestic	58	1	Manually_gathered	 the rejection of selfishness (investment} consideration, duty (and debt), harmony. 
59	domestic	59	1	Manually_gathered	 respect and responsibility (relation of worth) authority, subordination, respectability, honor, shame. 
60	domestic	60	1	Manually_gathered	 (relationships} reproduce, give birth, train, invite, give, receive, return, recummmd, thank, respect. 
61	domestic	61	1	Manually_gathered	 household, family, milieu, principles, customs, conventions. 
62	domestic	62	1	Manually_gathered	 family ceremonies (test) celebration, birth, death, marriage, social events, conversation, distinction, nomination. 
63	domestic	63	1	Manually_gathered	the domestic world does not unfold inside the circle of family relationships alone, especially given the restricted notion of family, detached from any reference to the political order, that is accepted in our society today. 
64	domestic	64	1	Manually_gathered	when this world unfolds, the search for what is just stresses personal relationships. 
65	domestic	65	1	Manually_gathered	the worth that, in the domestic world is a function of the position one occupies m chains of personal dependence can only be grasped in a relational sense: worthier than ... , less worthy than... for the same reasons, the exercise of worth is subject here to constraints of place and time linked to the need to present oneself in person in the presence of others, in order to manifest one\'s own importance. 
66	domestic	66	1	Manually_gathered	this need underlies the interest taken in everything having to do with the body, its clothing and its presentation. 
67	domestic	67	1	Manually_gathered	arrangements of a domestic nature are weakly equipped with instruments for acting from a distance; such instruments are particularly well developed, in contrast, in the civic world, which lays emphasis on the objectivity of rules detached from persons and on mechanisms of representation. 
68	domestic	68	1	Manually_gathered	in the domestic world, objects are not apprehended according to their own worth, as is the case in the industrial world, but essentially according to how much they contribute to establishing hierarchical relations among people (we find examples in objects used in the context of social encounters) and also, according to the degree to which they facilitate the inscription. 
69	domestic	69	1	Manually_gathered	of the worth and thus the identification of personal counters. 
70	domestic	70	1	Manually_gathered	in the domestic world, where beings are immediately qualified according to their worth, in such a way that their manifestation necessarily entails a determination of their position in a hierarchy, the inscription of signs of worth in the form of titles, heraldry, clothing, marks on the body, and so on, is sought in order to limit the uncertainty of situations involving personal encounters and to reduce the costs of identification. 
71	domestic	71	1	Manually_gathered	but the importance that the processes of inscription take on tends to attach worth to persons. 
72	domestic	72	1	Manually_gathered	the case of irrevocable titles and especially hereditary titles is exemplary: such titles render critiques powerless, because in most instances they cannot reach their intended goal, namely, the institution of a new test. 
73	domestic	73	1	Manually_gathered	"tests thus often take the form of confirmations; this is apparent in the archaic expressions of the domestic world offered by fairy tales, which are saturated with anecdotes in which a worthy person, disguised as someone of lesser worth, is subjected to a test that reveals his own inherent worthiness (for example, the princess and the pea""). """
74	domestic	74	1	Manually_gathered	it is through reference to generation, tradition, and hierarchy that order can be established among beings of a domestic nature. 
75	domestic	75	1	Manually_gathered	these three terms themselves are in a relation of equivalence, because the bond of personal dependence that connects a less worthy person with a superior-always constructed in the image of the father, whose state of worth is highest because he is the incarnation of the tradition-can be conceived in more than one way: since the worthiest person is found at the point of origin, the bond can be read as a link either in the chain of generations or in a hierarchical chain. 
76	domestic	76	1	Manually_gathered	in domestic worth, beings in a state of worthiness achieve superiority in each of the three components: as part of a hierarchy, they are worthy owing to the relation that connects them to worthier beings by whom they are appreciated and valued, beings who have attached them to their persons. 
77	domestic	77	1	Manually_gathered	it is in this way that they are distinguished; the quality of distinction does not presuppose here, as it does in the world of fame, a competition of all against all in a marketplace of esteem, but rather the exclusive judgment of a superior or leader and the elective choice that makes someone stand out from the ranks. 
78	domestic	78	1	Manually_gathered	beings are also worthy because they are rooted in tradition, that is, they are proper (as opposed, for example, to legal in the civic world or to exact in industrial arrangements). 
79	domestic	79	1	Manually_gathered	they exist in continuity (a property of the unworthy in the inspired world), and they possess all the qualities that manifest permanence, such as firmness, loyalty, punctuality. 
80	domestic	80	1	Manually_gathered	these virtues are manifested in behavior that varies depending, on the one hand, on whether the relationship with intimates or with outsiders is emphasized and, on the other hand, whether the relationship with superiors or with inferiors is emphasized. 
81	domestic	81	1	Manually_gathered	"attentive to intimates (for example, a spouse), to whom one owes thoughtfulness, attention, and propriety, the worthy person is cordial with visitors: the reputation of households is often made by visitors; thus one always benefits from being very cordial toward them, whether they are important or not"". """
82	domestic	82	1	Manually_gathered	"when they face superiors, beings worthy of esteem are deferential, which does not however imply obsequiousness, opportunism, or flattery"". """
83	domestic	83	1	Manually_gathered	"in this context, they are honest, presenting their viewpoint with frankness"" but without offering ""systematic opposition,"" and they maintain relations of trust. """
84	domestic	84	1	Manually_gathered	"this attitude will tend to create a climate of understanding"" based on discretion and reserve: ""the best way to appear well brought up"". """
85	domestic	85	1	Manually_gathered	"nevertheless, less worthy persons avoid familiarity with their hierarchical superior, even if they know him personally, especially in front of third parties. """
86	domestic	86	1	Manually_gathered	trust in others, superiors are informed and wise. 
87	domestic	87	1	Manually_gathered	"in the domestic world, where worth presupposes personal loyalty to a worthy being and membership in the closed universe of a household, objects are all the more private in character (letters, for example) to the extent that they are associated with the more worthy beings, and discretion consists in refusing to listen to gossip and especially in refusing to pass it along"". """
88	domestic	88	1	Manually_gathered	in relation to the less worthy beings for whom he is responsible, the superior has the duty to share with them, according to their rank\'. 
89	domestic	89	1	Manually_gathered	the qualities that constitute his own worth. 
90	domestic	90	1	Manually_gathered	"if the superior is benevolent and helpful with everyone, everybody will be grateful to him"". """
91	domestic	91	1	Manually_gathered	"true worth in fact presupposes simplicity (acting in all simplicity""), delicacy (of feelings), and thoughtfulness: ""nothing is more despicable than the person who, moving up to a higher station, behaves disagree ably with his subordinates on the pretext that he is now the boss. """
92	domestic	92	1	Manually_gathered	this is where upbringing shows its full value ... 
93	domestic	93	1	Manually_gathered	thus it is absolutely useless to be distant, bossy, humiliating. 
94	domestic	94	1	Manually_gathered	"even if niceness can sometimes look like weakness, it always ends up being recognized as a form of upbringing and is accordingly all the more appreciated. """
95	domestic	95	1	Manually_gathered	"upbringing, which produces the well-brought-up person"" in whom reserve is combined with poise, is in the end precisely what associates the worthy state with generation, a relation that is established here (as is often the case when an utterance reveals what lies at the heart of the natural order) in the mode of what we shall designate further on by the term ""desecration"": ""those who hold or who believe they hold the secrets of a good upbringing claim that it takes at least three generations to produce a wellbrought-up man"". """
96	domestic	96	1	Manually_gathered	the worthy act naturally because they are moved by habits. 
97	domestic	97	1	Manually_gathered	this arrangement, locked into the body, ensures the stability of behavior without requiring obedience to instruction, as industrial routines do. 
98	domestic	98	1	Manually_gathered	"thus it is necessary"" to give ""children"" good habits from the start, for habits adopted early are never constraints and they quickly become natural behavior. """
99	domestic	99	1	Manually_gathered	"only habit gives poise,"" because it makes good manners natural (""natural courtesy""). """
100	domestic	100	1	Manually_gathered	"these attitudes are also natural when they are based on good sense (principles based on good sense"") or on predispositions (""get a favorable predisposition right away""), as they often turn out to be naturally in harmony with the way the world is evolving. """
101	domestic	101	1	Manually_gathered	"the term natural\' (""drive nature out the window and it comes right back in the door"") also designates, finally, the character that is revealed in one\'s behavior toward other people and ""reflected"" in one\'s personal presentation and bearing. """
102	domestic	102	1	Manually_gathered	"in this world, bearing is inherent in persons because it manifests character, which is habit made human (personal bearing reflects the individual""). """
103	domestic	103	1	Manually_gathered	in a domestic world, beings are immediately qualified by their relationships with others. 
104	domestic	104	1	Manually_gathered	when beings belong to the same household, the relationship is one of order. 
105	domestic	105	1	Manually_gathered	    the terms thus refer to the beings that encompass them or to those that they themselves encompass, that is, those (superiors) from whom they delve their origin or those (inferiors) to whom they themselves have given rise. 
106	domestic	106	1	Manually_gathered	when the principle of subordination is engenderment and when the relation to others is established by means of reproduction, the more worthy beings precede and the less worthy follow in the generational chain: thus forebears and ancestors- grandfather and grandmother, father-in-law and mother-in-law, uncles and aunts, parents- are more worthy; children, or girls, are less worthy. 
107	domestic	107	1	Manually_gathered	but the principle of engenderment is not irrupted to procreation, and within a given household the more worthy beings are the primary causes of the less worthy ones, apart from blood ties: thus the husband (more _worthy) makes a woman his wife (less worthy) by marriage; the master or the mistress of the household contains, and is, the beings included therein: unmarried persons, children, servants, household pets. 
108	domestic	108	1	Manually_gathered	in a domestic world, in which beings can be qualified according to an extensive range of different states of worthiness, the less worthy are always present and designated as such because they are the very substance with which the worth of the more worthy that include them is constructed. 
109	domestic	109	1	Manually_gathered	thus persons who possess dignity in subordination, however unworthy they may be, are only truly deficient when they find themselves detached from the units that included them, either by distancing (foreigner, outsider) or owing to their own selfishness. 
110	domestic	110	1	Manually_gathered	the father is principle of cohesion in the family, the one who establishes the link to an origin; like the boss, or, earlier, the king, the father is the one who lifts beings up by means of the dependence in which he holds them and who thus gives them access to all the worth they are capable of achieving according to the level they occupy. 
111	domestic	111	1	Manually_gathered	since beings are always defined by a relation of subordination. 
112	domestic	112	1	Manually_gathered	similarly, less worthy beings are equivalent and no particular feature of childhood distinguishes small children from the other subordinate beings (unmarried persons, servants, and so on) for whom the more worthy beings are responsible. 
113	domestic	113	1	Manually_gathered	finally, when beings are not directly qualified by belonging to a hierarchical unit (household, guild, and so on), the relation that defines them does not specify their worth, which depends on that of a person with whom they have a relationship: a friend, a confidant, an intimate, a guest, an acquaintance, and so on, may be more or less worthy according to the worth of the other term, and association with a worthy person, which raises one\'s status, is opposed to undesirable associations, which lower it. 
114	domestic	114	1	Manually_gathered	in the domestic world, objects are primarily determined by the way they support and maintain hierarchical relationships among persons. 
115	domestic	115	1	Manually_gathered	"thus small gifts nourish friendship"" and foster bonding because they call for something in return: ""thanks are owed for everything received: flowers, gifts, candy, books, and so on,"" and- ""a sacrosanct principle--every letter requires a reply"". """
116	domestic	116	1	Manually_gathered	"new years greetings"" create ""a family tie and habits of courtesy that characterize well-brought-up children"". """
117	domestic	117	1	Manually_gathered	the same thing holds true, in life\'s peak moments, for congratulations, condolences, good wishes, and also recommendations, which provide opportunities to exchange marks of trust from person to person 
118	domestic	118	1	Manually_gathered	"similarly, the rules of etiquette,"" like the rules of correct behavior or good manners, which are the trappings of worth in the domestic world, link and separate by opening and closing doors: ""the good manners cherished by our ancestors used to open many doors"". """
119	domestic	119	1	Manually_gathered	"conversely, a failure to observe the rules of good behavior can close doors, and the slightest blunder may have consequences at the level of the situation (a term that here designates a professional state precisely in that it depends on the position occupied in chains of personal dependence and on the javor of superiors). """
120	domestic	120	1	Manually_gathered	"the objects that circulate, flowers or gifts, right down to the smallest courtesy toward others,"" indicate, by their direction, the relative worth of the persons among whom they are exchanged. """
121	domestic	121	1	Manually_gathered	"thus, in introductions, one always introduces the other person to the one to whom the greatest respect is owed,"" so that, ""in practice, the least important person is named first"". """
122	domestic	122	1	Manually_gathered	"similarly, polite formulas vary depending on whether they are addressed to subordinates,"" ""to more or less everyone to whom one has no particular obligation,"" ""to acquaintances with whom one is on equal footing, to persons with whom one is in a relation of equality with a nuance of respect, to a hierarchical superior, to a client, to an older person, to an important person, to a lady, to acquaintances with whom one\'s relation is friendly, or to intimates,"" that is, in function of the respective position of the persons involved according to hierarchy, sex, age, or degree of intimacy. """
123	domestic	123	1	Manually_gathered	"a handshake is also an instrument of worth, a tool devised from the body itself; depending on the order of gesture, a handshake may raise or lower a person\'s standing: it is up to him (the leader), not you, to offer his hand first"". """
124	domestic	124	1	Manually_gathered	objects and arrangements are thus the means by which beings recognize one another\'s worth, just as they know their own; this is the way they know and deploy the relative worth of the persons involved and also the way they make themselves known. 
125	domestic	125	1	Manually_gathered	"the ordering of ranks and stations (rise above one\'s station"") makes it possible to find one\'s place in hierarchies and to allocate deference and respect in such a way as to ""be correct in all circumstances"": ""in principle, if there is a hierarchy, there are ranks and, normally, there are reasons for which the leader 1s superior to you; consequently, he is owed a certain deference. """
126	domestic	126	1	Manually_gathered	"arrangements indicate the identity of persons and announce them: ""it is preferable to arrive early and to announce oneself"". """
127	domestic	127	1	Manually_gathered	"visiting cards (on white card stock in the classic shape and design""), letterheads on which ""one\'s title is included,"" signatures, which put an end to anonymity (""the rather disagreeable anonymous aspect of illegible signatures""), handwritten letters, which identify because they bear the mark of a unique handwriting (as opposed to typewritten letters, of an industrial nature, which are not suitable for ""personal correspondence""), the announcements by means of which one ""informs of the birth of a child"" are all ""ways of introducing oneself    that make it unnecessary for the interlocutor to ask who you are ""such a question is displeasing, because it includes a reproach to the interlocutor for failing to inform of something that should be known. """
128	domestic	128	1	Manually_gathered	"these identifying arrangements reveal persons by linking them to a household, a family, a milieu, a society (in the sense of a respectable social group""). """
129	domestic	129	1	Manually_gathered	"indeed, personal introduction reflect an individual\'s temperament and character"" in the same way that one\'s place of ""residence"" (in the literal sense of dwelling as the materialization in accouterments of the worth of a household and a family) ""is in the image of its occupants"". """
130	domestic	130	1	Manually_gathered	"in the domestic world, the more worthy beings have duties (even more than rights"") with respect to those in their entourage, and especially with respect to those whom they include and for whom they are consequently responsible. """
131	domestic	131	1	Manually_gathered	"these duties call for the rejection of all selfishness"": ""discomfort is produced in social life when one approaches it only in terms of oneself and not in terms of others"". """
132	domestic	132	1	Manually_gathered	"one\'s duties include, for example, the pleasant demeanor and obliging manner that make human relations smoother,"" in the consideration for others that ""makes life in society more agreeable,"" or in the helpful, disinterested behavior characteristic of persons who do not take advantage of the weak. """
133	domestic	133	1	Manually_gathered	"carrying out these duties is what makes life in common"" pleasant, what ""makes life enjoyable,"" what allows individual relation to be harmonious. """
134	domestic	134	1	Manually_gathered	in the domestic world, in fact, the more worthy include the less worthy as if they had created them. 
135	domestic	135	1	Manually_gathered	the former have precedence over the latter in the order of generation, and by the same token also in hierarchies. 
136	domestic	136	1	Manually_gathered	this primacy is a source of authority. 
137	domestic	137	1	Manually_gathered	"thus the middle generation has an all the more thankless role in that it must both demonstrate authority over children and respect and consideration toward grandparents"". """
138	domestic	138	1	Manually_gathered	the more worthy constitute the very being of the less worthy: hierarchical superiors supply the worth of inferiors and define their identity. 
139	domestic	139	1	Manually_gathered	leaders are thus the honor of subordinates. 
140	domestic	140	1	Manually_gathered	conversely, the less worthy, who share by way of personal dependence in the worth of those to whom they are subordinated, are part of the more worthy who include them and who bear responsibility for them. 
141	domestic	141	1	Manually_gathered	the two groups are not separate from one another, but rather of the same flesh. 
142	domestic	142	1	Manually_gathered	this mode of understanding beings is expressed in pride, respect, and shame. 
143	domestic	143	1	Manually_gathered	the less worthy are proud of the more worthy who complete them, and subordinates have respect for superiors who have consideration for them. 
144	domestic	144	1	Manually_gathered	"similarly, the more worthy are proud of the less worthy who are parts of themselves: never let a child leave the house without checking quickly to make sure that everything is in order and that one can be proud of him"". """
145	domestic	145	1	Manually_gathered	each understands the others in terms of the respectability conferred on him by the degree of subordination in which he finds himself. 
146	domestic	146	1	Manually_gathered	"thus, for example, one must never do an end run around a subordinate by giving an order to staff working under that person"". """
147	domestic	147	1	Manually_gathered	but those who are really respectable know, on the other hand, how to earn respect. 
148	domestic	148	1	Manually_gathered	thus parents whose children treat them. 
149	domestic	149	1	Manually_gathered	disrespectfully are at fault: inferiors indeed have the ability to lower the standing of their superiors. 
150	domestic	150	1	Manually_gathered	"they can do this by taming their superiors\' honor; this presupposes a compromise with the world of public opinion: what can be said of the wife who, through her own fault, compromises her husband\'s honor or reputation?"" """
151	domestic	151	1	Manually_gathered	but inferiors can also squander their inheritance (which involves a market worth). 
152	domestic	152	1	Manually_gathered	access to superiority comes by way of a good upbringing. 
153	domestic	153	1	Manually_gathered	in a domestic world, in which beings have to ensure the permanence and the continuity of a tradition, relations concern upbringing first and foremost. 
154	domestic	154	1	Manually_gathered	"indeed, your own upbringing will be judged by that of your children"". """
155	domestic	155	1	Manually_gathered	it is through upbringing that naturalness is transmitted. 
156	domestic	156	1	Manually_gathered	"to have good bearing and to behave correctly and naturally, one must have been well brought up: drive nature out the window and it comes right back in the door. """
157	domestic	157	1	Manually_gathered	"... one must do everything one can to make sure that naturalness results from a good upbringing. """
158	domestic	158	1	Manually_gathered	a well-ordered world is thus first of all a world in which the children have been well brought up, and are trained in good manners. 
159	domestic	159	1	Manually_gathered	"it is the parents\' duty to educate proper etiquette and behavior in their children in a continuous, lasting, and thoroughgoing way, so that the children in turn will become well-brought-up adults: to be well brought up is to know how to conduct oneself correctly in all circumstances. """
160	domestic	160	1	Manually_gathered	to be we// brought up is to know how to behave with poise, without shocking, irritating, or annoying others. 
161	domestic	161	1	Manually_gathered	"indeed, good bearing is above all a habit. """
162	domestic	162	1	Manually_gathered	"and this training in habit, a second nature"" that creates the natural faculty of poise (as opposed to the deliberateness and awkward artificiality of effort), is formed through imitation and example: ""the climate in which children are immersed from their earliest years. """
163	domestic	163	1	Manually_gathered	"in a hierarchical order, judgment belongs to the most worthy person, who must thus not be kept in the dark about anything so that she can issue an informed ruling: don\'t let [the leader] remain unaware of the problems about which she should normally be informed .... """
164	domestic	164	1	Manually_gathered	"ask for a meeting with her while respecting the ground rules (company policies, hierarchical order). """
165	domestic	165	1	Manually_gathered	the forms of evidence that support judgment belong to the category of examples, cases, especially anecdotes in which exemplary behavior on the part of appreciated persons is identified and offered as a model. 
166	domestic	166	1	Manually_gathered	the order of the world can be grasped in its full generality through the unfolding of uniqueness. 
167	domestic	167	1	Manually_gathered	in the domestic world, the forms in which nature is inventoried are collections of narratives, curious and instructive stories, allegories, and also collections of personal objects and relics, objects worth keeping because they have been used by a worthy being. 
168	domestic	168	1	Manually_gathered	thus in this world the forms of the general are identical to the forms of the particular in the industrial or civic worlds. 
169	domestic	169	1	Manually_gathered	it is indeed via the more worthy that persons find themselves diminished, since, better placed in the chain that binds them to their origins, they intervene by rendering superfluous the beings that they include and of which they are the accomplishment. 
170	domestic	170	1	Manually_gathered	but they are also, and for the same reasons, the unique source from which dignity and worth may be drawn, since it is only in contact with them that participation in what constitutes superiority can be achieved. 
171	domestic	171	1	Manually_gathered	indiscretion, a passionate attraction to what is hidden, is thus always directed, in a domestic world, from the less worthy toward the more worthy. 
172	domestic	172	1	Manually_gathered	with tireless attention it targets the unworthy behaviors of the worthy (for example, the bad company they may keep). 
173	domestic	173	1	Manually_gathered	"but malicious gossip, transmitted in person-to-person chitchat, from mouth to mouth, only diminishes the unworthy who lend themselves to it and who, by circulating rumors, which the worthy refuse to do, betray their superiors: if you are not in agreement with your superior and_ if he maintains his position, do not criticize him outside [1.e., to others] .... """
174	domestic	174	1	Manually_gathered	"this would be to betray his trust. """
175	domestic	175	1	Manually_gathered	betrayal is an extreme case of deficiency, because it disaggregates and takes apart: it finishes the job of setting apart and detaching the person who, by making his independence known on the outside, undermines the unity of the house and thus makes it vulnerable. 
176	domestic	176	1	Manually_gathered	the person who commits an act of betrayal is thereby excluding himself and reducing himself to a nonentity. 
177	domestic	177	1	Manually_gathered	 knowing how to bestow trust (judgment) appreciate, congratulate, compliment, criticize, report. 
178	domestic	178	1	Manually_gathered	 the exemplary anecdote (evidence) &ample (give as an), prejudice. 
179	domestic	179	1	Manually_gathered	 lack of inhibition (the fall) impolite, blunders, loudmouth, gossip, troublemaker, indiscreet, disorderly, vulgar, envious, flatterer, traitor' 
182	domestic	182	0	Manually_gathered	availability, improved performance, scalability, and fault tolerance.
183	domestic	183	0	Manually_gathered	also, when running the tests, make sure that the cuda profiling tools interface (cupti) can be found, e.g.
184	domestic	184	0	Manually_gathered	denormalization attempts to improve read performance at the expense of some write performance.
185	domestic	185	0	Manually_gathered	In this project, two benchmarks are exploited for evaluation.
187	domestic	187	0	Manually_gathered	   productivity, and the scalability and robustness of hive queries.
189	domestic	189	0	Manually_gathered	And, finally, there is no reliable tool to properly resolve dependencies in Python, so I started `poetry`
192	domestic	192	0	Manually_gathered	we also apply the proposed framework to domain adaptation and achieve state-of-the-art performance on benchmark datasets.
200	domestic	200	0	Manually_gathered	 * test a code to see if it is a valid sequence
201	domestic	201	0	Manually_gathered	it has been proven quite reliable on a great number of them.
202	domestic	202	0	Manually_gathered	to package up a new jar file without running the tests:
203	domestic	203	0	Manually_gathered	*a fast and reliable distributed task processing library for python 3.
206	domestic	206	0	Manually_gathered	"[engineering the next generation of cloud"""
209	domestic	209	0	Manually_gathered	for more control over the remote download domain and local download directory, see how to use [`magnitudeutils.download_model`](#utils).
211	domestic	211	0	Manually_gathered	### running the integration tests using bats
212	domestic	212	0	Manually_gathered	as a result, they fail to generate diverse outputs from a given source domain image.
216	domestic	216	0	Manually_gathered	also, we study the quantitative and visual performance of wgan-div on standard image synthesis benchmarks, showing the superior performance of wgan-div compared to the state-of-the-art methods.
217	domestic	217	0	Manually_gathered	this specialization has in turn made it critical to have a reliable and scalable data pipeline that can capture these changes happening for primary source-of-truth systems and route them through the rest of the 
221	domestic	221	0	Manually_gathered	robotium makes it easy to write powerful and robust automatic black-box ui tests for android applications.
222	domestic	222	0	Manually_gathered	the output is consistent with the output of ```basesvc.decision_function``` when the `decision_function_shape` is set to `ovo`.
224	domestic	224	0	Manually_gathered	developers now have greater control over how their applications are deployed across clusters of resources, run and scale in production, and can take advantage of powerful placement capabilities of amazon ecs.
226	domestic	226	0	Manually_gathered	works on the history or the sociology of science and technology bring out the heterogeneity of the resources and actions involved in the processes of innovation, and they are even joined today, on this point, by economic approaches to technological change.
228	domestic	228	0	Manually_gathered	* **full control** over queries, transaction and object mapping
230	domestic	230	0	Manually_gathered	"<h4 align=center"">open source application designed to load test applications and measure performance."""
231	domestic	231	0	Manually_gathered	"the temporal equivalence instituted by industrial worth is particularly visible in objects apprehended according to their aptitude for managing the future, such as flow charts, plans, and budgets: by making adjustments to the planning calendar, we are integrating the project into the plan, the working and investment budgets."""""
233	domestic	233	0	Manually_gathered	"- focus was on improving language compatibility to the point that we can start running real code"" in the form of existing benchmarks."""
