	label	text	provenance	convention
31	1	but the very existence of such collective beings which have no bodies of their own can easily be challenged: only individuals truly exist.	Manually_gathered	civic
32	1	but this world always inclined to lapse into the particular requires conscious and active mobilization if it is to hold together.	Manually_gathered	civic
33	1	civic worth depends first and foremost on membership.	Manually_gathered	civic
34	1	collective beings themselves are included within other larger collectives embedded in sets of which the most inclusive is humanity itself.	Manually_gathered	civic
35	1	collective persons and their representatives (subjects) public collectivities party federation chapter office committee elected official representative delegate secretary member.	Manually_gathered	civic
36	1	collective persons are in fact confronted with a particular difficulty.	Manually_gathered	civic
37	1	come join the aws java community chat on gittergitter	Manually_gathered	civic
38	1	community and support	Manually_gathered	civic
39	1	community announcements.	Manually_gathered	civic
40	1	community guidelines(code_of_conduct.md)	Manually_gathered	civic
41	1	community projects	Manually_gathered	civic
42	1	configuration management service discovery circuit breakers intelligent routing micro proxy control bus one time tokens global locks leadership election distributed sessions cluster state)	Manually_gathered	civic
43	1	contributions are what make the open source community such an amazing place to learn inspire and create.	Manually_gathered	civic
44	1	democracy is the most appropriate political form for the manifestation of the general will that constitutes the model test for the civic world.	Manually_gathered	civic
45	1	demonstration for a just cause (test) assembly congress council meeting session movement presence (manifest the presence of) dispute recourse justice (demand).	Manually_gathered	civic
46	1	developer community\r	Manually_gathered	civic
47	1	division (the fall) divided minority (in the) particular isolated cut off (from the electoral base) individualism (self serving) deviation subgroup irregular arbitrary annulled removed.	Manually_gathered	civic
48	1	extensive documentationdocs and great community supportgroup.	Manually_gathered	civic
49	1	furthermore their vocation has to be specified by a definition that spells out the organization\'s goals and thereby endows it with legal existence (the law itself gives no definition of... ).	Manually_gathered	civic
50	1	gathering for collective action (relationships) unify mobilize assemble join support appeal debate (democratically) speak out (take the floor) inform codify legalize authorize refer (to a court).	Manually_gathered	civic
51	1	github didn\'t want to maintain the app anymore so it\'s been released to the community and maintained as a public project.	Manually_gathered	civic
52	1	having headquarters indeed constitutes one of the main devices a collective person can use to objectify its existence (see boltanski  ).	Manually_gathered	civic
53	1	help support spyder the community developed scientific ide!	Manually_gathered	civic
54	1	i believe the community are smart enough to finish the rest of the owl.	Manually_gathered	civic
55	1	if the chapter has a tendency toward apathy they can arouse it spur debates and so on.	Manually_gathered	civic
56	1	if their material existence is to appear in a striking fashion collective persons must also be circumscribed in space by boundaries which assign them a sector or district (electoral district).	Manually_gathered	civic
57	1	if these fundamental principles are forgotten the collective being breaks down and is diluted becoming no more than a sum of individuals moved by their individual interests: when interventions (in meetings) are numerous and contradictory the final decision can only remain with the delegate or delegates.	Manually_gathered	civic
58	1	if you have any questions or comments about voltdb we encourage you to reach out to the voltdb team and community.	Manually_gathered	civic
59	1	if you want to find other (community provided) storages: `pip search docker registry driver`	Manually_gathered	civic
60	1	in contrast it is more common in france for equality and solidarity justifications to be connected with justifications concerning infrastructure planning and technical efficiency.	Manually_gathered	civic
61	1	in fact the civil servants of the ministry of public works charged with planning and building infrastructure projects denounced local opponents of the somport project as trying to protect their own piece of land and remaining stuck in the past while resisting progress and denying the benefits of the project to all others.	Manually_gathered	civic
62	1	in jurisdictions that recognize copyright laws the author or authors\r	Manually_gathered	civic
63	1	in order to exist they must express themselves (the right for the union organization to act and express itself directly) in declarations yet they cannot take the floor except by borrowing the voice of a representative or of a responsible official who tends as a private individual to monopolize the interventions that belong to all.	Manually_gathered	civic
64	1	in order to make concrete... the presence and the active role of collective persons material means are used that allow their presence to be brought out in a form accessible to the senses.	Manually_gathered	civic
65	1	in order to make itself visible the chapter like any other collective person must have at its disposal the equipment needed to produce a tract a typewriter and a copy machine  and it must acquire useful and indispensable tools in order to express and defend the workers\' interests  such as highly visible posters informative signboards newsletters and brochures.	Manually_gathered	civic
66	1	in the civic polity as in the domestic polity according to bossuet civil peace depends on the authority of a sovereign whose position above the selfish lusts of individuals secures the common good.	Manually_gathered	civic
67	1	in the civic world a sovereign is formed by the convergence of human wills as citizens give up their particular interests and direct themselves exclusively towards the common good.	Manually_gathered	civic
68	1	in the civic world beings are persons when they are capable of having rights and obligations that is when they have been created or authorized by an act in which the will of all is expressed.	Manually_gathered	civic
69	1	in the civic world finally in order to be legitimate the relation of worth must be exercised within legal forms that define and limit representation according to the domain (political parties unions and so on) and according to time (the length of the mandate).	Manually_gathered	civic
70	1	in the civic world one attains worth by sacrifying particular and immediate interests by transcending oneself by refusing to place individual interests ahead of collective interests.	Manually_gathered	civic
71	1	in the civic world persons are small if seen as particulars following the dictates of a selfish will and in contrast relevant and worthy if seen as members of the disembodied sovereign exclusively concerned with the general interest.	Manually_gathered	civic
72	1	in the civic world the worthy beings are the masses and the collectives that assemble and organize them.	Manually_gathered	civic
73	1	in this state where they are worthy because they have achieved solidarity individuals are members militants representatives elected officers collectors treasurers secretaries delegates.	Manually_gathered	civic
74	1	in this world important persons are therefore federations public communities representatives or delegates.	Manually_gathered	civic
75	1	in this world the ones who accede to higher states of worth are not human persons but rather the collective persons that they constitute by meeting together.	Manually_gathered	civic
76	1	in view of the issues with the swagger codegen.. (beta) release and the disagreement on the project\'s direction more than top contributors and template creators of swagger codegen decided to fork swagger codegen and maintain a community driven version called openapi generator.	Manually_gathered	civic
77	1	in\r case that the jurisdiction has no such laws regulations rules and\r standards or its laws regulations rules and standards are\r unenforceable the individual or the legal entity are required to\r comply with core international labor standards.\r\r. the individual or the legal entity shall not induce suggest or force\r its employee(s) whether full time or part time or its independent\r contractor(s) in any methods to agree in oral or written form to\r directly or indirectly restrict weaken or relinquish his or her\r rights or remedies under such laws regulations rules and standards\r relating to labor and employment as mentioned above no matter whether\r such written or oral agreements are enforceable under the laws of the\r said jurisdiction nor shall such individual or the legal entity\r limit in any methods the rights of its employee(s) or independent\r contractor(s) from reporting or complaining to the copyright holder or\r relevant authorities monitoring the compliance of the license about\r its violation(s) of the said license.\r\r the licensed work is provided as is without warranty of any kind \r express or implied including but not limited to the warranties of\r merchantability fitness for a particular purpose and noninfringement.\r in no event shall the copyright holder be liable for any claim \r damages or other liability whether in an action of contract tort or\r otherwise arising from out of or in any way connection with the\r licensed work or the use or other dealings in the licensed work.\r'	Manually_gathered	civic
78	1	indeed it is inconceivable that it should refuse these responsibilities that it should be diluted and disappear at the high points of its action.	Manually_gathered	civic
79	1	individual human beings can be seen as relevant and worthy only as they belong to a group or as they are the representatives of a collective person.	Manually_gathered	civic
80	1	insofar as human beings belong to or represent collectives their worth can be taken into consideration.	Manually_gathered	civic
81	1	it belongs to texts when they are regulatory or legislative to representatives when they are official to members when they are confirmed as such to delegates when they are valid: the validity of the delegate\'s nomination must be subordinated to the preexisting constitution of the chapter.	Manually_gathered	civic
82	1	it confers on them a right of presence and a right to vote prerogatives that are attested by cards contributions and receipts: the receipt for contributions on which the collector records the sums received.	Manually_gathered	civic
83	1	it is a community repository for active users.	Manually_gathered	civic
84	1	it is similarly necessary to verify the legality of candidates who in order to be eligible must be free that is detached from the bonds of personal dependence that constitute the worth of people in the civic world: to be eligible one must... not be a near relative or the spouse of the employer.	Manually_gathered	civic
85	1	it is the final user\'s responsibility to obey all applicable local state and federal laws.	Manually_gathered	civic
86	1	it is thus necessary to control the elected officials.	Manually_gathered	civic
87	1	its reality is clear when it is embodied in texts that can be invoked and in legal rules that can be applied: the new delegates... will find useful information here on the legal rules that are applicable in such circumstances.	Manually_gathered	civic
88	1	its worth depends on its capacity to bring its members to the general state by mobilizing them around a common interest: the chapter has to seize the moment when the workers become aware of their exploitation and of the need to fight in order to transform them into members into militants.	Manually_gathered	civic
89	1	jctools has enjoyed support from the community	Manually_gathered	civic
90	1	join the fairseq community	Manually_gathered	civic
91	1	judgment is the expression of the general will that may be manifested in the inner self of each person through the achievement of awareness (it is within the company that workers begin to become aware that they have common interests) this may be manifested by a collective reflection or in the form of a mobilization around a cause or it may use democratic instruments: voting elections the designation of representatives.	Manually_gathered	civic
92	1	justifications based on civic equality or solidarity refer to the collective welfare as the standard of evaluation and propose or oppose projects based on such goals as equal access and protection of civil rights.	Manually_gathered	civic
93	1	kivy is mit licensed actively developed by a great community and is supported	Manually_gathered	civic
94	1	legal forms (objects) rights legislation decree order measure courts formality procedure transcript infringement capacity (electoral) code criterion district slate (of candidates) program policy statement poster brochure ballot tract slogan seat headquarters local office acronym card.	Manually_gathered	civic
95	1	legality defines a form of worth that is particularly appreciated in this world.	Manually_gathered	civic
96	1	moreover persons or collectives gain in worth when they work toward union when they strive to unify people to break down their isolation  to concentrate the collective power of salaried employees grouped around common objectives  and when they manage to express in a unitary concept  the problems common to all.	Manually_gathered	civic
97	1	next in order to sustain their existence collective persons must assert their presence and acquire headquarters endowing themselves with a material existence that renders them concrete they must manifest themselves in objects.	Manually_gathered	civic
98	1	not host or distribute these datasets vouch for their quality or fairness or	Manually_gathered	civic
99	1	one may seek to prevent the dissolution of collective persons by codifying them by subjecting them to a legal obligation by consecrating them with reference to a legal framework.	Manually_gathered	civic
100	1	our aim is for the number of tasks and agents that train on them to grow in a community based way.	Manually_gathered	civic
101	1	people's actions are relevant when as participants in a social movement they take part in a collective action that gives meaning and justification to their own individual behavior: this action is not a simple accumulation of positions or individual initiatives but collective action.	Manually_gathered	civic
102	1	perhaps someday the java community will standardize on one.	Manually_gathered	civic
103	1	persons are all subject to the same justice because everyone possesses a conscience that is fashioned in the image of the collective conscience and because everyone is capable by listening to the voice of this conscience of subordinating his or her own will to the general will.	Manually_gathered	civic
104	1	persons must be continually on the alert to avoid splintering and to preserve a collective character.	Manually_gathered	civic
105	1	please continue opening issues and providing feedback for community	Manually_gathered	civic
106	1	possessing neither a body nor sense organs the will of a collective person if it is to be clearly expressed must be summed up in ready made formulas allowing for repetition by multiple voices without alterations or deviations such as slogans (which are to be used often) resolutions (the resolution on democratic procedures adopted by the th congress) objectives (salaried employees banding together around common objectives) positions (publicize the union\'s positions) programs (the program developed by the national resistance council) policies (base our practice on a set of common policies) or lines (party lines).	Manually_gathered	civic
107	1	probably no work presents a better account of what a civic world at least in its french version must be than rousseau's contrat social.	Manually_gathered	civic
108	1	projects like the somport tunnel are often defended by their developers as meeting the needs of citizens (collectively and equally) through the most competent technical planning.	Manually_gathered	civic
109	1	relation of delegation (rei.at/on of worth) membership representation delegation oppression (of aspirations).	Manually_gathered	civic
110	1	remember that this is a community project people are contributing in their free time because they like doing so: don\'t take the fun away!	Manually_gathered	civic
111	1	representatives and delegates are more worthy because their mission is to translate and express the aspirations of the masses.	Manually_gathered	civic
112	1	representatives must be in close liaison with the workers members must remain in constant contact with the organizations... and with their policies.	Manually_gathered	civic
113	1	rule governed and representative unitary legal rule governed official representative authorized confirmed free.	Manually_gathered	civic
114	1	since i intended this to be a community project the goals are aligned keeping that fact in mind.	Manually_gathered	civic
115	1	software under copyright law.\r	Manually_gathered	civic
116	1	some of these planned features are easier than others to implement but i understand how much the programming community wants these so i will try my best.	Manually_gathered	civic
117	1	specifically it uses unbiased variance to update the moving average and use sqrt(max(var eps)) instead of sqrt(var + eps).	Manually_gathered	civic
118	1	tcsh community supported	Manually_gathered	civic
119	1	thanks to such institutions the general will can emanate from the base: in the framework of these activities union members know the pulse of the workers.	Manually_gathered	civic
120	1	that is why the union chapter has to play its full role under the circumstances by proposing initiatives.	Manually_gathered	civic
121	1	the aspiration to civil rights (dignity} civil rights political aspirations participation.	Manually_gathered	civic
122	1	the building of this instrument demands constant struggle against the bosses who are hostile toward its existence and at times struggle against oneself.	Manually_gathered	civic
123	1	the capacity for collective action is manifested by recruiting extending implanting or spurring initiatives: it may be a matter of an initiative on the part of some workers who although in the minority contemplate initiating an action.	Manually_gathered	civic
124	1	the civic world the distinctive feature of the civic world is that it attaches primordial importance to beings that are not persons.	Manually_gathered	civic
125	1	the civic world which can develop only in the context of a state finds its most perfected form in republics and in democracies which ensure the representation of citizens united in electoral bodies (electorate electoral college representative institutions parliamentary democracy).	Manually_gathered	civic
126	1	the claim that a collective person endowed with a civil status has its own personality is indeed a person is a reasonable one in the civic world.	Manually_gathered	civic
127	1	the collective will from which they derive and the more general it is the more worthy it is must be provided with its own instruments in order to express itself.	Manually_gathered	civic
128	1	the common aspiration defines the dignity of persons.	Manually_gathered	civic
129	1	the community has provided several helpful modules to make developing apps with conductor even easier.	Manually_gathered	civic
130	1	the debate over the clavey in the turlock area the valley agricultural region where the power from the dam would be used provides additional insight into how solidarity is conceived in terms of opinion in the united states. for example the opposition groups compiled lists of groups opposed to tid and tried to make the list as diverse and as public as possible.	Manually_gathered	civic
131	1	the debezium community welcomes anyone that wants to help out in any way whether that includes reporting problems helping with documentation or contributing code changes to fix bugs add tests or implement new features.	Manually_gathered	civic
132	1	the democratic republic (figures) republic state democracy base electorate institutions (representative) parliament.	Manually_gathered	civic
133	1	the form taken by evidence is the law in which the expression of the general will is inscribed.	Manually_gathered	civic
134	1	the job then is to find out what is wrong what has to be changed and tum that into a demand.	Manually_gathered	civic
135	1	the labor movement  which ensures the unity of workers  can thus be qualified by its liberating mission.	Manually_gathered	civic
136	1	the law for example confers a legal character on the representatives of the personnel.	Manually_gathered	civic
137	1	the legal text (evidence) law (the) rules (legal) statutes.	Manually_gathered	civic
138	1	the legitimate representative must report back to the base that is to the people whose association constitutes the collective.	Manually_gathered	civic
139	1	the local grassroots opposition coalition in tuolumne county often emphasizes their representation of a diverse array of local people (not just the rafting interests or the environmentalists) and the silent solidarity of many more uninvolved but concerned local citizens.	Manually_gathered	civic
140	1	the members are truly at the base of the union chapter.	Manually_gathered	civic
141	1	the opposition to the somport project also organized many demonstrations and used the high level of participation in their demonstrations and their unitary slogans as proof for their arguments against the project.	Manually_gathered	civic
142	1	the overwhelming support by the community gave it the shape it is in right now.	Manually_gathered	civic
143	1	the peak moments in this world are thus moments of unity meeting and membership (call a meeting of the membership) in which the reality of the collective person is confirmed by the physical presence of its members: demonstrations movements assemblies councils sessions congresses.	Manually_gathered	civic
144	1	the peculiarity of the civic world is to lay stress on beings who are not individual beings but collective ones.	Manually_gathered	civic
145	1	the person who becomes a member gains in stature because he breaks out of his isolation.	Manually_gathered	civic
146	1	the pmc will lean towards developer community support to help discovery and initial steps towards incubation in the external repository.	Manually_gathered	civic
147	1	the polity comes apart when it yields to the particular.	Manually_gathered	civic
148	1	the power of representation granted to a person who benefits from a mandate is what authorizes him to encompass others to speak in their name to be their spokesperson.	Manually_gathered	civic
149	1	the preeminence of collectives (higher common principle) collective all will (general).	Manually_gathered	civic
150	1	the principal mode of relation in this world is the association that makes it possible to turn a multitude of individuals into a single person.	Manually_gathered	civic
151	1	the proponents of the dam however also lay claim to this silent support of the locals.	Manually_gathered	civic
152	1	the relevant objects are either immaterial as for example rules codes procedures or material as union premises or ballot boxes.	Manually_gathered	civic
153	1	the renunciation of the particular (investment) solidarity transcending (divisions) renunciation (of immediate interest) struggle (for a cause).	Manually_gathered	civic
154	1	the representative is qualified to accomplish the mission that is its vocation its calling.	Manually_gathered	civic
155	1	the verdict of the vote (judgmfnt) voting election consultation mobilization cause (support a) awareness (achieving).	Manually_gathered	civic
156	1	the way the labor force is organized in the field of work is regulated by social laws which are themselves the outcome of the nineteenth century effort to implement a civic principle of equivalence.	Manually_gathered	civic
157	1	the worth of persons depends on the state they are in: as particular persons they are unworthy because they are reduced to being merely themselves isolated individuals  slaves of their own particular interests and condemned to powerlessness they become worthy when they accede to the general state and make themselves the expression of a general will and the embodiment of a general interest.	Manually_gathered	civic
158	1	their qualities are to be official or statutory.	Manually_gathered	civic
159	1	their worthiness is qualified first by their dimensions: confederate (confederate congress) national or international and by the fact that they belong to public space as opposed to the private world: one speaks of public agencies.	Manually_gathered	civic
160	1	there are comparative differences also relating generally to the fact that in the united states the emphasis is more on equal rights while in france the emphasis is on solidarity against inequality (but not as much on civil rights).	Manually_gathered	civic
161	1	these gatherings are particularly favorable to the development of collective worth when they aim at demanding justice by taking recourse to the law to settle a dispute or better yet when they provide the opportunity for a reconsideration that appeals to the judgment of all against institutions and against judges accused of monopolizing the law and bending it in favor of the particular interests of certain parties.	Manually_gathered	civic
162	1	they are finally isolated and cut off from the base and this absence of grounding in the general will gives them an arbitrary character contrary to the rule (irregularity) that leads them toward a fall and annulment (qualities that characterize the greatest deficiency imaginable in the civic world): salaried workers who have been removed from their union functions irregularities that may lead to the annulment of the elections. '	Manually_gathered	civic
163	1	they dissolve into subgroups or worse into self serving individualism: democracy cannot be improvised in this world shaped by individualism.	Manually_gathered	civic
164	1	they harbor in themselves an aspiration that inclines them toward what is common toward what unites them and incites them to break down their isolation.	Manually_gathered	civic
165	1	they have the capacity to represent the others\' interests that is to transform the interests of each into a collective interest: the feeling of dissatisfaction is spontaneous the sense that something is wrong.	Manually_gathered	civic
166	1	they must launch appeals debate democratically pursue discussions publicize their policies inform and in order to be heard multiply explanations as much as possible.	Manually_gathered	civic
167	1	this act of becoming aware gives persons the will to organize themselves  that is to surmount the singularities that divide them in order to bring about the union of all.	Manually_gathered	civic
168	1	this activity is liberating because it frees people from the oppression of selfish interests.	Manually_gathered	civic
169	1	this attempt to generalize the cause is couched in civic language of solidarity between struggles during meetings where spokespersons provide testimonies of comparable experiences.	Manually_gathered	civic
170	1	this civic worth counteracts the personal dependencies on which domestic worth is based as well as the opinions of others which constitute the worth of renown.	Manually_gathered	civic
171	1	this definition provides criteria for example criteria of representation  and codes making it possible to identify the various collective persons and to distribute among them the individuals whose identity may be defined in turn by their membership in collectives.	Manually_gathered	civic
172	1	this detachment is what guarantees the candidates\' independence and \'\'freedom of speech: one must respect... the independence of judgment that is necessary in such circumstances and a lack of independence with respect to management suffices in itself for a labor union to be declared nonrepresentative freedom is the condition of dignity because it respects the aspiration of citizens to unity.	Manually_gathered	civic
173	1	this is what confers on them the quality of citizens invested with civil rights: the salaried employees of the company are presumed to enjoy their civil rights.	Manually_gathered	civic
174	1	this makes it easy for our developers or someone from the open source community to start working!	Manually_gathered	civic
175	1	this name shows the connection often made in the united states between civic equality concerns and market concerns which were seen as more effective and generally resonant than strictly environmental arguments (or environmental sounding group names).	Manually_gathered	civic
176	1	this product is open source and free and will continue to provide free community technical support.	Manually_gathered	civic
177	1	thus a collective workers' organization is open to all workers whatever their political or philosophical opinions nationality age or sex.	Manually_gathered	civic
178	1	thus militants renounce forms of action which only the immediate and sometimes personal interests of the workers are taken into account. this is the condition of solidarity.	Manually_gathered	civic
179	1	thus only labor unions... are qualified to negotiate with management.	Manually_gathered	civic
180	1	thus the brochure we are using here as our reference states in its introduction that it has to be a basic tool for the militants who participate in the life of a chapter.	Manually_gathered	civic
181	1	thus the domestic bonds of corporatism are constantly denounced because they divide workers: corporatist demands that only contribute to dividing the workers still further into different categories.	Manually_gathered	civic
182	1	thus the local chapter is a collective person because it assembles several individuals in a form that has been recognized and constituted in a legal process that confers rights upon it: a chapter may not be instituted... on the basis of a single person.	Manually_gathered	civic
183	1	thus the things and arrangements included in the civic world are destined above all to stabilize and equip the collective persons to objectify them in such a way as to give them body permanence and presence.	Manually_gathered	civic
184	1	thx to all rs users for your warm support it\'s been a pleasure to ofer this library to the community.	Manually_gathered	civic
185	1	to be a representative gives authority within an organization and confers the capacity to exercise a power.	Manually_gathered	civic
186	1	to create a collective it is necessary to assemble regroup reunite unify.	Manually_gathered	civic
187	1	to maintain their standing collective persons must also be associated with symbols and emblems with identifying acronyms: the acronym must always be clearly apparent.	Manually_gathered	civic
188	1	to make itself heard it requires seats to be filled  polling places voting booths ballots  measures allowing an electoral campaign to take place normally slates of candidates for example.	Manually_gathered	civic
189	1	to resist the tendency that attracts them toward the particular moral beings in the civic world have to be stabilized by means of equipment.	Manually_gathered	civic
190	1	trustworthy relationships are those which involve or mobilize people for a collective action.	Manually_gathered	civic
191	1	unless required by applicable law or agreed to in writing software	Manually_gathered	civic
192	1	use caffeine in a community provided integration:	Manually_gathered	civic
193	1	user can create their own packs share them on github or submit to stackstorm community repo.	Manually_gathered	civic
194	1	various forms of these civic justifications are found in both cases and equality or solidarity is often the guiding logic underlying the modes of engagement or organization.	Manually_gathered	civic
195	1	various independently maintained os specific packages have been made available by the community:	Manually_gathered	civic
196	1	voltdb offers the fully open source agpl licensed community edition of voltdb through github here:	Manually_gathered	civic
197	1	warranty to the extent permitted by law.	Manually_gathered	civic
198	1	we feel that a welcoming open community is important and welcome contributions.	Manually_gathered	civic
199	1	we intend the issues page to be a forum in which the community collectively troubleshoots problems.	Manually_gathered	civic
200	1	we love contributions from the community!	Manually_gathered	civic
201	1	we welcome contributions from our community of all	Manually_gathered	civic
202	1	we would like to take this opportunity to thank all of our community members for their effort and dedication to jersey for these many years.	Manually_gathered	civic
203	1	whatever dilutes splinters or restrains is unworthy: what would the chapter be if it were limited to a restricted number of members?	Manually_gathered	civic
204	1	when the obligation is not respected subjection to a legal framework ultimately authorizes the collective person to take any needed steps  to take appropriate recourse (appeal to the judge) or to exclude the offender which precipitates him back into a state of unworthiness.	Manually_gathered	civic
205	1	whereas in france the civic reference to the general interest or solidarity is not indexed on the number of supporters or some measure of public opinion (see the next chapter for further exploration of this also).	Manually_gathered	civic
206	1	working in community we can soon have a cli client as complete as the web one!	Manually_gathered	civic
207	1	yet this fact is challenged from the standpoint of the other worlds which deny the reality of collective persons and accredit only the diversity of the individual persons of which they are composed.	Manually_gathered	civic
208	1	you can always contact us via github@applikey.biz we are open for any inquiries regarding our libraries and controls new open source projects and other ways of contributing to the community.	Manually_gathered	civic
209	1	After 'Black Panther ' Will Hollywood Finally Admit That Black Films Can Travel?The worldwide success of the Marvel film calls into question how we think of black led films and markets abroad.	HuffPost_News	civic
210	1	Anxiety Provoking Situations And How To DealAndy Puddicombe is a former Buddhist monk and the founder of Headspace a project to make meditation accessible to busy people	HuffPost_News	civic
211	1	Center For Public Integrity Lays Off Two Reporters Amid RestructuringThe cutbacks come on the heels of the Center's international investigative project scoring major scoop with the Panama Papers.	HuffPost_News	civic
212	1	Don't Be Fooled By The Noise. Senate Republicans Aren't Making Their Health Care Bill Better.It's still all about cutting taxes slashing Medicaid and returning junk insurance to the market.	HuffPost_News	civic
213	1	EIA: China's Blood Ivory Carving FactoriesFrom the 's poaching crisis to the current poaching crisis some of the players have changed new markets have emerged but there are many lessons from the past that we can learn from. And we must. Because if we do not take the lessons of the past we are doomed to repeat.	HuffPost_News	civic
214	1	Flavonoids Antioxidants Found In Citrus Tied With Lower Stroke Risk: StudyPast research has shown that flavonoids which are also found in leafy greens and yellow orange and red colored fruits	HuffPost_News	civic
215	1	Food And Medication Interactions: Grapefruit Isn't The Only OneThe number of drugs on the market with the potential to produce serious adverse and in many cases life threatening effects	HuffPost_News	civic
216	1	George Takei Slams Virginia Mayor Who Wants To Ban RefugeesYou hold a position of authority and power but you demonstrably have failed to learn the most basic of American civics or history lessons.	HuffPost_News	civic
217	1	Global Drug Spending To Hit $. Trillion In A bunch of new drugs targeting cancer and autoimmune diseases are about to hit the market.	HuffPost_News	civic
218	1	How Technology Can Fight the FluWhether the  flu season will be as severe as the previous year remains to be seen. What we do know is that civic app developers in cities across the country will be better equipped than before the help mitigate the problem by leveraging a new standard for data on flu shot locations.	HuffPost_News	civic
219	1	If you want to contribute to TensorFlow be sure to review the contribution guidelines. This project adheres to TensorFlow's code of conduct. By participating you are expected to uphold this code.	efficiency	civic
220	1	Important Questions About Criminal Justice We Can’t AnswerA few weeks ago the White House trumpeted the progress of its Police Data Initiative. The nearly one year old project prods	HuffPost_News	civic
221	1	Linking Domestic Violence and Chronic Disease: An Issue Not in the HeadlinesPhysical or sexual abuse verbal abuse nonverbal intimidation financial exploitation and neglect can end up directly or indirectly causing a chronic disease. Addressing the full implications of domestic violence may prevent or lower that risk ultimately saving money time and most importantly lives.	HuffPost_News	civic
222	1	Pensions at a Glance Compare Your CountryWhat percentage of GDP is spent on pensions? At what age are people exiting the labor market? What is the poverty rate for those over ?	HuffPost_News	civic
223	1	Public Cynicism Enables Costly Political HypocrisyThe political hypocrisy of crony capitalism –  touting market capitalism while making taxpayers fund corporate welfare – is	HuffPost_News	civic
224	1	Security safety and privacy challenges and building secure AI systems.	efficiency	civic
225	1	The TensorFlow project strives to abide by generally accepted best practices in open source software development.	efficiency	civic
226	1	Where Are The Brave Ones?Government cutbacks are also the main reason for our soaring inequality and social immobility as domestic austerity policies have endangered the social safety net while conservative state governments inhibit collective bargaining voters' and women's rights.	HuffPost_News	civic
