sentence	provenance	convention
household, family, milieu, principles, customs, conventions.	justification	domestic
family ceremonies (test) celebration, birth, death, marriage, social events, conversation, distinction, nomination.	justification	domestic
i i the domestic world the domestic world does not unfold inside the circle of family relationships alone, especially given the restricted notion of family, detached from any reference to the political order, that is accepted in our society today.	justification	domestic
when this world unfolds, the search for what is just stresses personal relationships.	justification	domestic
the worth that, in the domestic world is a function of the position one occupies m chains of personal dependence can only be grasped in a relational sense: worthier than ... , less worthy than... for the same reasons, the exercise of worth is subject here to constraints of place and time linked to the need to present oneself in person in the presence of others, in order to manifest one\'s own importance.	justification	domestic
this need underlies the interest taken in everything having to do with the body, its clothing and its presentation.	justification	domestic
arrangements of a domestic nature are weakly equipped with instruments for acting from a distance; such instruments are particularly well developed, in contrast, in the civic world, which lays emphasis on the objectivity of rules detached from persons and on mechanisms of representation.	justification	domestic
in the domestic world, objects are not apprehended according to their own worth, as is the case in the industrial world, but essentially according to how much they contribute to establishing hierarchical relations among people (we find examples in objects used in the context of social encounters) and also, according to the degree to which they facilitate the inscription.	justification	domestic
of the worth and thus the identification of personal counters.	justification	domestic
in the domestic world, where beings are immediately qualified according to their worth, in such a way that their manifestation necessarily entails a determination of their position in a hierarchy, the inscription of signs of worth in the form of titles, heraldry, clothing, marks on the body, and so on, is sought in order to limit the uncertainty of situations involving personal encounters and to reduce the costs of identification.	justification	domestic
but the importance that the processes of inscription take on tends to attach worth to persons.	justification	domestic
the case of irrevocable titles and especially hereditary titles is exemplary: such titles render critiques powerless, because in most instances they cannot reach their intended goal, namely, the institution of a new test.	justification	domestic
tests thus often take the form of confirmations; this is apparent in the archaic expressions of the domestic world offered by fairy tales, which are saturated with anecdotes in which a worthy person, disguised as someone of lesser worth, is subjected to a test that reveals his own inherent worthiness (for example, "the princess and the pea").	justification	domestic
it is through reference to generation, tradition, and hierarchy that order can be established among beings of a domestic nature.	justification	domestic
these three terms themselves are in a relation of equivalence, because the bond of personal dependence that connects a less worthy person with a superior always constructed in the image of the father, whose state of worth is highest because he is the incarnation of the tradition can be conceived in more than one way: since the worthiest person is found at the point of origin, the bond can be read as a link either in the chain of generations or in a hierarchical chain.	justification	domestic
in domestic worth, beings in a state of worthiness achieve superiority in each of the three components: as part of a hierarchy, they are worthy owing to the relation that connects them to worthier beings by whom they are appreciated and valued, beings who have attached them to their persons.	justification	domestic
it is in this way that they are distinguished; the quality of distinction does not presuppose here, as it does in the world of fame, a competition of all against all in a marketplace of esteem, but rather the exclusive judgment of a superior or leader and the elective choice that makes someone stand out from the ranks.	justification	domestic
beings are also worthy because they are rooted in tradition, that is, they are proper (as opposed, for example, to legal in the civic world or to exact in industrial arrangements).	justification	domestic
they exist in continuity (a property of the unworthy in the inspired world), and they possess all the qualities that manifest permanence, such as firmness, loyalty, punctuality.	justification	domestic
these virtues are manifested in behavior that varies depending, on the one hand, on whether the relationship with intimates or with outsiders is emphasized and, on the other hand, whether the relationship with superiors or with inferiors is emphasized.	justification	domestic
attentive to intimates (for example, a spouse), to whom one owes thoughtfulness, attention, and propriety, the worthy person is cordial with visitors: "the reputation of households is often made by visitors; thus one always benefits from being very cordial toward them, whether they are important or not".	justification	domestic
when they face superiors, beings worthy of esteem are deferential, which "does not however imply obsequiousness, opportunism, or flattery".	justification	domestic
in this context, they are honest, presenting "their viewpoint with frankness" but without offering "systematic opposition," and they maintain relations of trust.	justification	domestic
this attitude "will tend to create a climate of understanding" based on discretion and reserve: "the best way to appear well brought up".	justification	domestic
nevertheless, less worthy persons "avoid familiarity with their hierarchical superior, even if they know him personally, especially in front of third parties.	justification	domestic
trust in others, superiors are informed and wise.	justification	domestic
in the domestic world, where worth presupposes personal loyalty to a worthy being and membership in the closed universe of a household, objects are all the more private in character (letters, for example) to the extent that they are associated with the more worthy beings, and discretion consists in "refusing to listen to gossip and especially in refusing to pass it along".	justification	domestic
in relation to the less worthy beings for whom he is responsible, the superior has the duty to share with them, according to their rank\'.	justification	domestic
the qualities that constitute his own worth.	justification	domestic
if the superior is benevolent and helpful with everyone, "everybody will be grateful to him".	justification	domestic
true worth in fact presupposes simplicity (acting "in all simplicity"), delicacy (of feelings), and thoughtfulness: "nothing is more despicable than the person who, moving up to a higher station, behaves disagree ably with his subordinates on the pretext that he is now the boss.	justification	domestic
this is where upbringing shows its full value ...	justification	domestic
thus it is absolutely useless to be distant, bossy, humiliating.	justification	domestic
quite the contrary.	justification	domestic
even if niceness can sometimes look like weakness, it always ends up being recognized as a form of upbringing and is accordingly all the more appreciated".	justification	domestic
still, "delicacy does not exclude firmness".	justification	domestic
upbringing, which produces "the well brought up person" in whom reserve is combined with poise, is in the end precisely what associates the worthy state with generation, a relation that is established here (as is often the case when an utterance reveals what lies at the heart of the natural order) in the mode of what we shall designate further on by the term "desecration": "those who hold or who believe they hold the secrets of a good upbringing claim that it takes at least three generations to produce a wellbrought up man".	justification	domestic
the worthy act naturally because they are moved by habits.	justification	domestic
this arrangement, locked into the body, ensures the stability of behavior without requiring obedience to instruction, as industrial routines do.	justification	domestic
thus it is "necessary" to give "children" good habits from the start, for habits adopted early are never constraints and they quickly become natural behavior.	justification	domestic
"only habit gives poise," because it makes good manners natural ("natural courtesy").	justification	domestic
these attitudes are also natural when they are based on good sense ("principles based on good sense") or on predispositions ("get a favorable predisposition right away"), as they often turn out to be naturally in harmony with the way the world is evolving.	justification	domestic
the term "natural\'\' ("drive nature out the window and it comes right back in the door") also designates, finally, the character that is revealed in one\'s behavior toward other people and "reflected" in one\'s personal presentation and bearing.	justification	domestic
in this world, bearing is inherent in persons because it manifests character, which is habit made human ("personal bearing reflects the individual").	justification	domestic
in a domestic world, beings are immediately qualified by their relationships with others.	justification	domestic
when beings belong to the same household, the relationship is one of order.	justification	domestic
 the terms thus refer to the beings that encompass them or to those that they themselves encompass, that is, those (superiors) from whom they delve their origin or those (inferiors) to whom they themselves have given rise.	justification	domestic
when the principle of subordination is engenderment and when the relation to others is established by means of reproduction, the more worthy beings precede and the less worthy follow in the generational chain: thus forebears and ancestors grandfather and grandmother, father in law and mother in law, uncles and aunts, parents are more worthy; children, or girls, are less worthy.	justification	domestic
but the principle of engenderment is not irrupted to procreation, and within a given household the more worthy beings are the primary causes of the less worthy ones, apart from blood ties: thus the husband (more _worthy) makes a woman his wife (less worthy) by marriage; the master or the mistress of the household contains, and is, the beings included therein: unmarried persons, children, servants, household pets.	justification	domestic
in a domestic world, in which beings can be qualified according to an extensive range of different states of worthiness, the less worthy are always present and designated as such because they are the very substance with which the worth of the more worthy that include them is constructed.	justification	domestic
thus persons who possess dignity in subordination, however unworthy they may be, are only truly deficient when they find themselves detached from the units that included them, either by distancing (foreigner, outsider) or owing to their own selfishness.	justification	domestic
the father is principle of cohesion in the family, the one who establishes the link to an origin; like the boss, or, earlier, the king, the father is the one who lifts beings up by means of the dependence in which he holds them and who thus gives them access to all the worth they are capable of achieving according to the level they occupy.	justification	domestic
since beings are always defined by a relation of subordination.	justification	domestic
similarly, less worthy beings are equivalent and no particular feature of childhood distinguishes small children from the other subordinate beings (unmarried persons, servants, and so on) for whom the more worthy beings are responsible.	justification	domestic
finally, when beings are not directly qualified by belonging to a hierarchical unit (household, guild, and so on), the relation that defines them does not specify their worth, which depends on that of a person with whom they have a relationship: a friend, a confidant, an intimate, a guest, an acquaintance, and so on, may be more or less worthy according to the worth of the other term, and association with a worthy person, which raises one\'s status, is opposed to undesirable associations, which lower it.	justification	domestic
in the domestic world, objects are primarily determined by the way they support and maintain hierarchical relationships among persons.	justification	domestic
thus "small gifts nourish friendship" and foster bonding because they call for something in return: "thanks are owed for everything received: flowers, gifts, candy, books, and so on," and "a sacrosanct principle every letter requires a reply".	justification	domestic
"new years greetings" create "a family tie and habits of courtesy that characterize well brought up children".	justification	domestic
the same thing holds true, in life\'s peak moments, for congratulations, condolences, good wishes, and also recommendations, which provide opportunities to exchange marks of trust from person to person: "when we entrust a letter to someone so that he or she will transmit it on our behalf to another person (a letter of introduction or recommendation, etc.	justification	domestic
), the letter must be presented unsealed.	justification	domestic
this proves that we trust the messenger.	justification	domestic
but etiquette requires that the latter seal the letter himself in the presence of the sender".	justification	domestic
similarly, the "rules of etiquette," like the rules of correct behavior or good manners, which are the trappings of worth in the domestic world, link and separate by opening and closing doors: "the good manners cherished by our ancestors used to open many doors".	justification	domestic
conversely, "a failure to observe the rules of good behavior can close doors, and the slightest blunder may have consequences at the level of the situation (a term that here designates a professional state precisely in that it depends on the position occupied in chains of personal dependence and on the javor of superiors).	justification	domestic
the objects that circulate, flowers or gifts, right down to the "smallest courtesy toward others," indicate, by their direction, the relative worth of the persons among whom they are exchanged.	justification	domestic
thus, in introductions, "one always introduces the other person to the one to whom the greatest respect is owed," so that, "in practice, the least important person is named first".	justification	domestic
similarly, polite formulas vary depending on whether they are addressed "to subordinates," "to more or less everyone to whom one has no particular obligation," "to acquaintances with whom one is on equal footing, to persons with whom one is in a relation of equality with a nuance of respect, to a hierarchical superior, to a client, to an older person, to an important person, to a lady, to acquaintances with whom one\'s relation is friendly, or to intimates," that is, in function of the respective position of the persons involved according to hierarchy, sex, age, or degree of intimacy.	justification	domestic
a handshake is also an instrument of worth, a tool devised from the body itself; depending on the order of gesture, a handshake may raise or lower a person\'s standing: "it is up to him (the leader), not you, to offer his hand first".	justification	domestic
objects and arrangements are thus the means by which beings recognize one another\'s worth, just as they know their own; this is the way they know and deploy the relative worth of the persons involved and also the way they make themselves known.	justification	domestic
the ordering of ranks and stations ("rise above one\'s station") makes it possible to find one\'s place in hierarchies and to allocate deference and respect in such a way as to "be correct in all circumstances": "in principle, if there is a hierarchy, there are ranks and, normally, there are reasons for which the leader 1s superior to you; consequently, he is owed a certain deference.	justification	domestic
"arrangements indicate the identity of persons and announce them: "it is preferable to arrive early and to announce oneself".	justification	domestic
visiting cards ("on white card stock in the classic shape and design"), letterheads on which "one\'s title is included," signatures, which put an end to anonymity ("the rather disagreeable anonymous aspect of illegible signatures"), handwritten letters, which identify because they bear the mark of a unique handwriting (as opposed to typewritten letters, of an industrial nature, which are not suitable for "personal correspondence"), the announcements by means of which one "informs of the birth of a child" are all "ways of introducing oneself that make it unnecessary for the interlocutor to ask who you are "such a question is displeasing, because it includes a reproach to the interlocutor for failing to inform of something that should be known.	justification	domestic
these identifying arrangements reveal persons by linking them to a household, a family, a milieu, a society (in the sense of "a respectable social group").	justification	domestic
indeed, "personal introduction reflect an individual\'s temperament and character" in the same way that one\'s place of "residence" (in the literal sense of dwelling as the materialization in accouterments of the worth of a household and a family) "is in the image of its occupants".	justification	domestic
in the domestic world, the more worthy beings have duties ("even more than rights") with respect to those in their entourage, and especially with respect to those whom they include and for whom they are consequently responsible.	justification	domestic
these duties call for "the rejection of all selfishness": "discomfort is produced in social life when one approaches it only in terms of oneself and not in terms of others".	justification	domestic
one\'s duties include, for example, the pleasant demeanor and obliging manner that "make human relations smoother," in the consideration for others that "makes life in society more agreeable," or in the helpful, disinterested behavior characteristic of persons who do not take advantage of the weak.	justification	domestic
carrying out these duties is what makes "life in common" pleasant, what "makes life enjoyable," what allows individual relation to be harmonious.	justification	domestic
in the domestic world, in fact, the more worthy include the less worthy as if they had created them.	justification	domestic
the former have precedence over the latter in the order of generation, and by the same token also in hierarchies.	justification	domestic
this primacy is a source of authority.	justification	domestic
thus "the middle generation has an all the more thankless role in that it must both demonstrate authority over children and respect and consideration toward grandparents".	justification	domestic
the more worthy constitute the very being of the less worthy: hierarchical superiors supply the worth of inferiors and define their identity.	justification	domestic
leaders are thus the honor of subordinates.	justification	domestic
conversely, the less worthy, who share by way of personal dependence in the worth of those to whom they are subordinated, are part of the more worthy who include them and who bear responsibility for them.	justification	domestic
the two groups are not separate from one another, but rather of the same flesh.	justification	domestic
this mode of understanding beings is expressed in pride, respect, and shame.	justification	domestic
the less worthy are proud of the more worthy who complete them, and subordinates have respect for superiors who have consideration for them.	justification	domestic
similarly, the more worthy are proud of the less worthy who are parts of themselves: "never let a child leave the house without checking quickly to make sure that everything is in order and that one can be proud of him".	justification	domestic
each understands the others in terms of the respectability conferred on him by the degree of subordination in which he finds himself.	justification	domestic
thus, for example, one must never "do an end run around a subordinate by giving an order to staff working under that person".	justification	domestic
but those who are really respectable know, on the other hand, how to earn respect.	justification	domestic
thus parents whose children treat them.	justification	domestic
disrespectfully are at fault: inferiors indeed have the ability to lower the standing of their superiors.	justification	domestic
they can do this by taming their superiors\' honor; this presupposes a compromise with the world of public opinion: "what can be said of the wife who, through her own fault, compromises her husband\'s honor or reputation?"	justification	domestic
but inferiors can also squander their inheritance (which involves a market worth).	justification	domestic
access to superiority comes by way of a good upbringing.	justification	domestic
in a domestic world, in which beings have to ensure the permanence and the continuity of a tradition, relations concern upbringing first and foremost.	justification	domestic
indeed, "your own upbringing will be judged by that of your children".	justification	domestic
it is through upbringing that naturalness is transmitted.	justification	domestic
to have good bearing and to behave correctly and naturally, one must have been well brought up: "drive nature out the window and it comes right back in the door.	justification	domestic
... one must do everything one can to make sure that naturalness results from a good upbringing".	justification	domestic
a well ordered world is thus first of all a world in which the children have been well brought up, and are trained in good manners.	justification	domestic
it is the parents\' duty to educate proper etiquette and behavior in their children in a continuous, lasting, and thoroughgoing way, so that the children in turn will become well brought up adults: "to be well brought up is to know how to conduct oneself correctly in all circumstances.	justification	domestic
to be we// brought up is to know how to behave with poise, without shocking, irritating, or annoying others.	justification	domestic
indeed, good bearing is above all a habit".	justification	domestic
and this training in habit, a "second nature" that creates the natural faculty of poise (as opposed to the deliberateness and awkward artificiality of effort), is formed through imitation and example: "the climate in which children are immersed from their earliest years.	justification	domestic
in a hierarchical order, judgment belongs to the most worthy person, who must thus not be kept in the dark about anything so that she can issue an informed ruling: "don\'t let [the leader] remain unaware of the problems about which she should normally be informed ....	justification	domestic
ask for a meeting with her while respecting the ground rules (company policies, hierarchical order)".	justification	domestic
the forms of evidence that support judgment belong to the category of examples, cases, especially anecdotes in which exemplary behavior on the part of appreciated persons is identified and offered as a model.	justification	domestic
the order of the world can be grasped in its full generality through the unfolding of uniqueness.	justification	domestic
in the domestic world, the forms in which nature is inventoried are collections of narratives, curious and instructive stories, allegories, and also collections of personal objects and relics, objects worth keeping because they have been used by a worthy being.	justification	domestic
thus in this world the forms of the general are identical to the forms of the particular in the industrial or civic worlds.	justification	domestic
 it is indeed via the more worthy that persons find themselves diminished, since, better placed in the chain that binds them to their origins, they intervene by rendering superfluous the beings that they include and of which they are the accomplishment.	justification	domestic
but they are also, and for the same reasons, the unique source from which dignity and worth may be drawn, since it is only in contact with them that participation in what constitutes superiority can be achieved.	justification	domestic
indiscretion, a passionate attraction to what is hidden, is thus always directed, in a domestic world, from the less worthy toward the more worthy.	justification	domestic
with tireless attention it targets the unworthy behaviors of the worthy (for example, the bad company they may keep).	justification	domestic
this fascination is mingled on the one hand with the satisfaction of catching the worthy off guard, of positioning oneself closer to them by diminishing them, and on the other hand with the disappointment of seeing true worth by the same token become more remote, for true worth no longer resides authentically in those who turn out to be its natural heirs, and is no longer accessible through the mediation of dependence.	justification	domestic
but malicious gossip, transmitted in person to person chitchat, from mouth to mouth, only diminishes the unworthy who lend themselves to it and who, by circulating rumors, which the worthy refuse to do, betray their superiors: "if you are not in agreement with your superior and_ if he maintains his position, do not criticize him outside [1.e., to others] ....	justification	domestic
this would be to betray his trust".	justification	domestic
betrayal is an extreme case of deficiency, because it disaggregates and takes apart: it finishes the job of setting apart and detaching the person who, by making his independence known on the outside, undermines the unity of the house and thus makes it vulnerable.	justification	domestic
the person who commits an act of betrayal is thereby excluding himself and reducing himself to a nonentity.	justification	domestic
knowing how to bestow trust (judgment) appreciate, congratulate, compliment, criticize, report.	justification	domestic
the exemplary anecdote (evidence) &ample (give as an), prejudice.	justification	domestic
lack of inhibition (the fall) impolite, blunders, loudmouth, gossip, troublemaker, indiscreet, disorderly, vulgar, envious, flatterer, traitor'	justification	domestic
