text	provenance	convention	old	new
To achieve the purposes of easy-to-use and distraction-free driving, a Bluetooth low-energy module is embedded in this BMI system and used to communicate with a fully wearable consumer device, a smartwatch, which coordinates the work of drowsiness monitoring and brain stimulation with its embedded closed-loop algorithm.	Semantic Scholar	market	1	0
The high probability of hardware failures prevents many advanced robots (e.g., legged robots) from being confidently deployed in real-world situations (e.g., post-disaster rescue).	Semantic Scholar	market	1	0
In that case, the motion of objects is another helpful cue for tracking and discriminating multiple objects.	Semantic Scholar	market	1	0
Mapping between the SLIP model and the robot is conducted so that the running of the SLIP model can be transformed into the robot's pronking and trotting behaviors.	Semantic Scholar	market	1	0
(2014), whereas those at the high fully connected layers are close to or lower than 100.	Semantic Scholar	market	1	0
To achieve the purposes of easy-to-use and distraction-free driving, a Bluetooth low-energy module is embedded in this BMI system and used to communicate with a fully wearable consumer device, a smartwatch, which coordinates the work of drowsiness monitoring and brain stimulation with its embedded closed-loop algorithm.	Semantic Scholar	market	1	0
This paper is concerned with how to demonstrate that a user interface software design is compliant with use-related safety requirements.	Semantic Scholar	market	1	0
We review 34 distributed graph processing systems with respect to the graph processing models they implement and we survey applications that appear in recent distributed graph systems papers.	Semantic Scholar	market	1	0
Recently it has been shown that an accumulation-release process like sandpile dynamics can generate SOC and SOs simultaneously.	Semantic Scholar	market	1	0
The proposed robot comprises a soft mantle structure with multiple built-in soft actuators, which could deform to provide steering and maneuverability for underwater locomotion.	Semantic Scholar	market	1	0
Individuals with lower limb amputation have a high fall risk, which could be partially due to a lack of stabilizing control in conventional prostheses.	Semantic Scholar	market	1	0
This paper presents a user study involving wayfinding tasks in a large and complex building, comparing a mobile 3-D map with first-person perspective, a mobile 3-D map with third-person perspective, and a traditional mobile 2-D map.	Semantic Scholar	market	1	0
This paper is concerned with how to demonstrate that a user interface software design is compliant with use-related safety requirements.	Semantic Scholar	market	1	0
Therefore, the amount of discriminability provided by the cardiac dynamics is larger than the original signals.	Semantic Scholar	market	1	0
A key advantage of the proposed norms is that they are convex and can be used to find a globally optimal solution, whereas existing methods for coupled learning are nonconvex.	Semantic Scholar	market	1	0
Several fully convolutional neural networks (FCNs) are then trained to carry out road detection, either by using data from a single sensor, or by using three fusion strategies: early, late, and the newly proposed cross fusion.	Semantic Scholar	market	1	0
We apply several methods to build low-risk models and show that in our application, a Kalman filter that includes multiple carefully chosen observation equations per neural unit is 67% more efficient than a standard Kalman filter, but with the drawback that finding such a model is computationally very costly.	Semantic Scholar	market	1	0
Experimental results on real benchmark datasets and real world uncertain datasets show that the proposed model outperforms the state-of-the-art uncertain data clustering and classification algorithms in effectiveness and performs competitively in efficiency.	Semantic Scholar	market	1	0
The design requirements in terms of maximum pressure and flow rate were optimized based on wearable robotic applications.	Semantic Scholar	market	1	0
Moreover, efficient online learning ethods could be required to cope with data acquired over time.	Semantic Scholar	market	1	0
In this paper, we showed how this phenomenon occurs by analyzing the asymptotic property of the perceptron learning using a method in systems science, that is, calculating the eigenvalues of the system matrix and the corresponding eigenvectors.	Semantic Scholar	market	1	0
and regularization (e.g., ℓ2 norm, sparsity inducing penalties, etc.)	Semantic Scholar	market	1	0
This paper presents a user study involving wayfinding tasks in a large and complex building, comparing a mobile 3-D map with first-person perspective, a mobile 3-D map with third-person perspective, and a traditional mobile 2-D map.	Semantic Scholar	market	1	0
"Under the popularly adopted linear threshold model and independent cascade model, we consider two essential versions of the problem: finding the nodes whose influences passing a user specified threshold and finding the top-<inline-formula><tex-math notation=""LaTeX"">$k$</tex-math><alternatives> <inline-graphic xlink:href=""yang-ieq1-2734667.gif""/></alternatives></inline-formula> most influential nodes."	Semantic Scholar	market	1	0
The ACs are capable of undergoing ∼25% strain and groups of cells are connected via passively compliant nodes to produce articulated mesh networks.	Semantic Scholar	market	1	0
Spiking network was equipped with spike-based unsupervised weight optimization based on the dynamical behavior of the excitatory (AMPA) and inhibitory (GABA) synapses using Spike Timing Dependent Plasticity (STDP) on the MNIST benchmark and we specified how the generated LFP by the network contained information about input patterns.	Semantic Scholar	market	1	0
Posterior likelihood estimates of the measurement model help the system actively seek out regions where the binary sensor is most likely to return informative measurements.	Semantic Scholar	market	1	0
This paper addresses a remaining gap between today's academic catching robots and their future in industrial applications: reliable task execution.	Semantic Scholar	market	1	0
"Formally, given a value <inline-formula><tex-math notation=""LaTeX"">$x>1$</tex-math><alternatives> <inline-graphic xlink:href=""cheema-ieq9-2766065.gif""/></alternatives></inline-formula>, an RANN query <inline-formula> <tex-math notation=""LaTeX"">$q$</tex-math><alternatives><inline-graphic xlink:href=""cheema-ieq10-2766065.gif""/> </alternatives></inline-formula> returns every user <inline-formula><tex-math notation=""LaTeX"">$u$</tex-math> <alternatives><inline-graphic xlink:href=""cheema-ieq11-2766065.gif""/></alternatives></inline-formula> for which <inline-formula><tex-math notation=""LaTeX"">$dist(u,q) \leq x\times NNDist(u)$</tex-math><alternatives> <inline-graphic xlink:href=""cheema-ieq12-2766065.gif""/></alternatives></inline-formula> where <inline-formula> <tex-math notation=""LaTeX"">$NNDist(u)$</tex-math><alternatives><inline-graphic xlink:href=""cheema-ieq13-2766065.gif""/> </alternatives></inline-formula> denotes the distance between a user <inline-formula><tex-math notation=""LaTeX"">$u$ </tex-math><alternatives><inline-graphic xlink:href=""cheema-ieq14-2766065.gif""/></alternatives></inline-formula> and its nearest facility, i.e., <inline-formula><tex-math notation=""LaTeX"">$q$</tex-math><alternatives> <inline-graphic xlink:href=""cheema-ieq15-2766065.gif""/></alternatives></inline-formula> is an approximate nearest neighbor of <inline-formula><tex-math notation=""LaTeX"">$u$</tex-math><alternatives> <inline-graphic xlink:href=""cheema-ieq16-2766065.gif""/></alternatives></inline-formula>."	Semantic Scholar	market	1	0
Partial preferences may be helpful to represent those situations where, due to lack of information or vacillating desires, the decision maker would like to maintain different options “alive” and defer the final decision.	Semantic Scholar	market	1	0
Passivity of the overall system is guaranteed by using energy tanks passivity-based control.	Semantic Scholar	market	1	0
The <sc>NetTide</sc> for link growth is the first one of its kind, accurately fitting real data, and capturing densification phenomenon.	Semantic Scholar	market	1	0
This paper should invert this idea.	Semantic Scholar	market	1	0
FairPlay also helped the discovery of more than 1,000 reviews, reported for 193 apps, that reveal a new type of “coercive” review campaign: users are harassed into writing positive reviews, and install and review other apps.	Semantic Scholar	market	1	0
And (3) data analysis: in practical data it reveals the community structure in the input, hidden, and output layers, which serves as a clue for discovering knowledge from a trained neural network.	Semantic Scholar	market	1	0
Moreover, efficient online learning ethods could be required to cope with data acquired over time.	Semantic Scholar	market	1	0
In the case of nonholonomic systems, such as mobile robots, each robot’s pose then is regulated to the known consensus pose by a novel smooth and continuous control law.	Semantic Scholar	market	1	0
Experimental results show that our model can generate better personalized responses for different users.	Semantic Scholar	market	1	0
There is an unmet demand for a robotic solution capable of drilling inside an aircraft fuselage, as size, weight, and space constraints disqualify current commercial solutions for this task.	Semantic Scholar	market	1	0
Passivity is ensured by modulating the performance layer outputs and by injecting a variable amount of damping via an energy-based logic that follows the innovative principle of energy duplication and takes into account the detrimental effects of time delays.	Semantic Scholar	market	1	0
With the increasing imaging and processing capabilities of today's mobile devices, user authentication using iris biometrics has become feasible.	Semantic Scholar	market	1	0
Compared with web pages and tweets, the problem of disambiguating the mentioned entities in user comments has not received much attention.	Semantic Scholar	market	1	0
First, it takes into account shear and torsional deformations, which are both essential to cope with out-of-plane external loads.	Semantic Scholar	market	1	0
In addition to the optimality in terms of the number of weights, we show that in order to achieve this optimal approximation rate, one needs ReLU networks of a certain minimal depth.	Semantic Scholar	market	1	0
In this paper, three new models are formulated to characterize the hysteretic relationship between three coupled variables (voltage input, strain, and load) of an SCP actuator, namely, the augmented generalized Prandtl–Ishlinskii model, the augmented Preisach model, and the augmented linear model.	Semantic Scholar	market	1	0
Passivity is ensured by modulating the performance layer outputs and by injecting a variable amount of damping via an energy-based logic that follows the innovative principle of energy duplication and takes into account the detrimental effects of time delays.	Semantic Scholar	market	1	0
Recently it has been shown that an accumulation-release process like sandpile dynamics can generate SOC and SOs simultaneously.	Semantic Scholar	market	1	0
This paper presents the verification of a generational copying garbage collector for the CakeML runtime system.	Semantic Scholar	market	1	0
"This work addresses the fundamental problem of pose graph optimization (PGO), which is pervasive in the context of SLAM, and widely known as <inline-formula><tex-math notation=""LaTeX"">$\text{SE}(d)$</tex-math></inline-formula> -synchronization in the mathematical community."	Semantic Scholar	market	1	0
The quality of the ultrasound signal across the field of view is represented by a confidence map that is computed online from the B-mode frames, following a model of sound propagation.	Semantic Scholar	market	1	0
"The QN-List built by our algorithm requires <inline-formula><tex-math notation=""LaTeX"">$O(w)$</tex-math><alternatives> <inline-graphic xlink:href=""zou-ieq1-2761345.gif""/></alternatives></inline-formula> space, where <inline-formula> <tex-math notation=""LaTeX"">$w$</tex-math><alternatives><inline-graphic xlink:href=""zou-ieq2-2761345.gif""/> </alternatives></inline-formula> is the time window size."	Semantic Scholar	market	1	0
In this paper, based on a new modeling framework an Extended Kalman Filter (EKF) is utilized for estimation of attitude, heading and gyroscope sensor bias using a low-cost MEMS inertial sensor.	Semantic Scholar	market	1	0
For each route driven, trip diaries were used to provide participants with retrospective feedback of their risky driving behaviors, alternate low-risk routes, and record answers to three questions pertaining to: familiarity with the route driven, suggested low-risk route alternative, and reasons for choosing a route.	Semantic Scholar	market	1	0
As a generic strategy, our proposed strategy can be instantiated into existing methods in recommender systems.	Semantic Scholar	market	1	0
Inspired by walking robots, we hypothesized that modulating prosthetic ankle push-off could help improve amputee balance.	Semantic Scholar	market	1	0
In our study, we first estimate the joint torque of a patient from measured EMG signals and then derive the deficient joint torque to generate the target movements by considering the patient's estimated joint torque with an MPC method.	Semantic Scholar	market	1	0
Therefore, the amount of discriminability provided by the cardiac dynamics is larger than the original signals.	Semantic Scholar	market	1	0
Constantly shorter product lifecycles and the high number of product variants necessitate frequent production system reconfigurations and changeovers.	Semantic Scholar	market	1	0
By examining the variance in the FPT distribution, we may identify regions in which memory storage is subject to high variability, although MFPT lifetimes are nevertheless robustly positive.	Semantic Scholar	market	1	0
and regularization (e.g., ℓ2 norm, sparsity inducing penalties, etc.)	Semantic Scholar	market	1	0
This paper presents the verification of a generational copying garbage collector for the CakeML runtime system.	Semantic Scholar	market	1	0
On all the tested applications and datasets, Frog is able to significantly outperform existing GPU-based graph processing systems except Gunrock and MapGraph.	Semantic Scholar	market	1	0
For a different scenario of diffusion with new factors, previous diffusion models may not model the diffusion well, or are not applicable at all.	Semantic Scholar	market	1	0
Subsequently, this approach is applied to a selected domain of mathematics: starting from a generalization of the standard axioms for a monoid we present a stepwise development of various, mutually equivalent foundational axiom systems for category theory.	Semantic Scholar	market	1	0
In this scheme, the dimensional error of the product is modeled in a parameter-based transfer learning approach.	Semantic Scholar	market	1	0
This paper addresses the problem of H∞ state estimation for a class of stochastic memristor-based neural networks with time-varying delays.	Semantic Scholar	market	1	0
Only a few tens of examples per category were required and no label was needed.	Semantic Scholar	market	1	0
One of the main challenges in robot swarming arises from the need to design controllers that guarantee safety and motion planners that guarantee collision avoidance.	Semantic Scholar	market	1	0
