text	provenance	convention	old	new
In this paper, we introduce GenealogyVis, a visual analytic system to analyze family history and evolution by using the China Multigenerational Panel Dataset-Liaoning, which has more than 1.5 million observations and provides socioeconomic, demographic, and other information for more than 260 000 residents, and further enable users to explore the correlation between the development of families and the social context of environments, economics, policies, and so on.	Semantic Scholar	green	1	0
In this paper, we propose that not only the RFs of individual areas, but also the organization of adjacent neurons and the hierarchical structure composed of these areas have been evolved to support efficient coding.	Semantic Scholar	green	1	0
Our surprise-minimizing framework is suitable for learning in complex environments, even if the environment undergoes gradual or sudden changes, and it could eventually provide a framework to study the behavior of humans and animals as they encounter surprising events.	Semantic Scholar	green	1	0
We argue that the robotics community has a fundamental role to play in these discussions, for its own sake, to provide the often-missing technical expertise necessary to frame the debate and promote technological development in line with the IEEE Robotics and Automation Society (RAS) objective of advancing technology to benefit humanity	Semantic Scholar	green	1	0
In this paper, we introduce GenealogyVis, a visual analytic system to analyze family history and evolution by using the China Multigenerational Panel Dataset-Liaoning, which has more than 1.5 million observations and provides socioeconomic, demographic, and other information for more than 260 000 residents, and further enable users to explore the correlation between the development of families and the social context of environments, economics, policies, and so on.	Semantic Scholar	green	1	0
In this paper, we introduce GenealogyVis, a visual analytic system to analyze family history and evolution by using the China Multigenerational Panel Dataset-Liaoning, which has more than 1.5 million observations and provides socioeconomic, demographic, and other information for more than 260 000 residents, and further enable users to explore the correlation between the development of families and the social context of environments, economics, policies, and so on.	Semantic Scholar	green	1	0
In this article we would like to present an approach to the development of adaptive method based on fusion of proposed novel neural architecture and heuristic search into one co-working solution.	Semantic Scholar	green	1	0
The algorithm, based on artificial potential fields, associates each feature in the current image frame with an attractive or neutral potential energy, with the objective of generating a control action that drives the vehicle towards the goal, while still favoring feature rich areas within a local scope, thus improving the localization performance.	Semantic Scholar	green	1	0
Due to the automaion of many industrial processes and the advent of cheaper and igh-performance sensors, many aspects of life, including medial, commercial, industrial and security areas are increasingly more haracterized by large data collections that must also be processed nd communicated with.	Semantic Scholar	green	1	0
Due to the automaion of many industrial processes and the advent of cheaper and igh-performance sensors, many aspects of life, including medial, commercial, industrial and security areas are increasingly more haracterized by large data collections that must also be processed nd communicated with.	Semantic Scholar	green	1	0
The ability to accurately predict changes of the carbon and energy balance on a regional scale is of great importance for assessing the effect of land use changes on carbon sequestration under future climate conditions.	Semantic Scholar	green	1	0
In this letter, we survey and discuss AI techniques as “enablers” for long-term robot autonomy, current progress in integrating these techniques within long-running robotic systems, and the future challenges and opportunities for AI in long-term autonomy.	Semantic Scholar	green	1	0
It is projected to rise from 14th to eighth in all-cause mortality in the near term, primarily due to the growing and aging populations in high-incidence areas, such as Latin America and eastern Asia [4], [5].	Semantic Scholar	green	1	0
Taking inspiration from the laws of electromagnetism, we present a novel navigation method, whereby the moving robot induces an artificial electric current onto the obstacle surface generating, in turn, a magnetic field guiding the robot along the obstacle's boundary without affecting its kinetic energy.	Semantic Scholar	green	1	0
We make the code for <monospace>Cartan-Sync</monospace> available at <uri>bitbucket.org/jesusbriales/cartan-sync</uri>, along with some examples and guides for a friendly use by researchers in the field, hoping to promote further adoption and exploitation of these techniques in the robotics community.	Semantic Scholar	green	1	0
In this article we would like to present an approach to the development of adaptive method based on fusion of proposed novel neural architecture and heuristic search into one co-working solution.	Semantic Scholar	green	1	0
The results and comparisons prove our system is able to autonomously explore the 3-D unknown environments and reconstruct the structural model with improved exploration efficiency in terms of path quality and total exploration time.	Semantic Scholar	green	1	0
The results have been compared with an ontological physics-based motion planner and with task and motion planning approaches, resulting in a significant improvement in terms of planning time, success rate, and quality of the solution path.	Semantic Scholar	green	1	0
In this letter, we survey and discuss AI techniques as “enablers” for long-term robot autonomy, current progress in integrating these techniques within long-running robotic systems, and the future challenges and opportunities for AI in long-term autonomy.	Semantic Scholar	green	1	0
Due to the automaion of many industrial processes and the advent of cheaper and igh-performance sensors, many aspects of life, including medial, commercial, industrial and security areas are increasingly more haracterized by large data collections that must also be processed nd communicated with.	Semantic Scholar	green	1	0
Through the successful demonstration of using EEG characteristics to predict the real-time saliency distribution in natural videos, we suggest the feasibility of quantifying visual content through measuring brain activities (EEG signals) in real environments, which would facilitate the understanding of cortical involvement in the processing of natural visual stimuli and application developments motivated by human visual processing.	Semantic Scholar	green	1	0
We prove that by successively combining subassemblies, we can achieve <italic>sublinear</italic> construction times for “staged” assembly of microscale objects from a large number of tiny particles, for vast classes of shapes; this is a significant advance in the context of programmable matter and self-assembly for building high-yield microfactories.	Semantic Scholar	green	1	0
However, it is still a significant challenge to achieve robust localization and mapping in environments populated with dynamic or deformable objects, underground with uneven terrain, underwater in turbid conditions, and in environments with changing lighting conditions.	Semantic Scholar	green	1	0
This paper addresses the challenges involved in building a software tool for verifying the behavior of a multi-robot waypoint mission that includes uncertainly located obstacles and uncertain environment geometry as well as uncertainty in robot motion.	Semantic Scholar	green	1	0
While a variety of SEAs have been developed and implemented in initiatives that involve physical interactions with humans, relatively few control schemes were proposed to deal with the dynamic stability and uncertainties of robotic systems driven by SEAs, and the open issue of safety that resolves the conflicts of motion between the human and the robot has not been systematically addressed.	Semantic Scholar	green	1	0
On the other hand, self-synchronization can be obtained when the switching condition of the stance leg is based on a linear combination of the positions of the center of mass (CoM) along the sagittal and frontal axes.	Semantic Scholar	green	1	0
Due to the automaion of many industrial processes and the advent of cheaper and igh-performance sensors, many aspects of life, including medial, commercial, industrial and security areas are increasingly more haracterized by large data collections that must also be processed nd communicated with.	Semantic Scholar	green	1	0
We make the code for <monospace>Cartan-Sync</monospace> available at <uri>bitbucket.org/jesusbriales/cartan-sync</uri>, along with some examples and guides for a friendly use by researchers in the field, hoping to promote further adoption and exploitation of these techniques in the robotics community.	Semantic Scholar	green	1	0
We discuss four labeling objectives that play an important role in the design of frameworks aimed at collecting label information for large training sets while maintaining low human effort: discovery, efficiency, exploitation and accuracy.	Semantic Scholar	green	1	0
The two-stage planner consists of a frontier-based boundary coverage planner and a fixed start open travelling salesman problem solver, such that the planner returns an exploration path with the consideration of global optimality in the context of accumulated space information.	Semantic Scholar	green	1	0
Recent studies show that individuals in a social network can be divided into different groups of densely connected communities, and these individuals who bridge different communities, referred to as structural hole spanners, have great potential to acquire resources/information from communities and thus benefit from the access.	Semantic Scholar	green	1	1
