text	provenance	civic	domestic	green	industrial	inspired	market	project	renown
Numerical experiment results validate the feasibility of our private DOLAs.	s2_ai	0	0	0	1	0	0	0	0
We used our algorithm to compare the performance of BSS algorithms (PCA, AMUSE, SOBI, JADE, fastICA) via the EEG and ECoG data of anesthetized nonhuman primates.	s2_ai	0	0	0	1	1	0	0	0
However, these measurements are not available outdoors, and GPS is unreliable and inadequate for performance motion control.	s2_ai	0	0	0	0	0	0	0	0
Algorithms include low level approximation schemes based on Runge–Kutta methods and affine arithmetic.	s2_ai	0	0	0	1	0	0	0	0
We then provide three instantiations of this algorithm, based on three different sensing models.	s2_ai	0	0	0	1	0	0	0	0
We also propose CalibMe which is a highly automatic camera calibration method for soccer games.	s2_ai	0	0	0	1	0	0	0	0
We further introduce how to efficiently maintain the index incrementally when the graph database is updated dynamically.	s2_ai	0	0	0	1	1	0	0	0
For the model deployment, an embedded Graphics Processing Unit (GPU) system (Jetson TX2) is tested for MAV integration.	s2_ai	0	0	0	1	0	0	0	0
To increase the scalability of STM, we further improve the efficiency with performance guarantee.	s2_ai	0	0	0	1	1	0	0	0
Furthermore, we experimentally show that the proposed method outperforms a conventional local dimension estimation method.	s2_ai	0	0	0	1	1	0	0	0
However, classification methods are not designed for causal discovery and a classification method may find false causal signals and miss the true ones.	s2_ai	0	0	0	1	0	0	0	0
It is shown that distance estimates from our novel method match those of real objects placed in front of the camera.	s2_ai	0	0	0	0	1	0	0	0
The fundamental idea is based on the Pareto principle (or 80-20 rule) about coloring algorithms as we observed through masses of real-world graph coloring cases.	s2_ai	0	0	0	0	1	0	0	0
These color images are able to capture the spatial-temporal evolutions of 3D motions from skeleton sequences and can be efficiently learned by D-CNNs.	s2_ai	0	0	0	0	1	0	0	0
The question how to embody these simple models into real robot leg designs still has not been completely answered so far.	s2_ai	0	0	0	0	0	0	0	0
The core idea is that the candidate selection in visual bag-of-words can be distributed by preassigning words of the vocabulary to different robots.	s2_ai	0	0	0	0	1	0	0	0
This knowledge is useful for applications like gripping objects in space where a failed grasp could lead to loss of the object.	s2_ai	0	0	0	0	0	0	0	0
The experiments in this work show that the extracted graphs capture syntactic and semantic content of images with reasonable accuracy.	s2_ai	0	0	0	0	1	0	0	0
Most importantly, it can show the levels of similarities between the features of different objects and provide a causal explanation of the recognition accuracy.	s2_ai	0	0	0	0	1	0	0	0
We present a contact planner for complex legged locomotion tasks: standing up, climbing stairs using a handrail, crossing rubble, and getting out of a car.	s2_ai	0	0	0	1	0	0	0	0
This letter presents a novel device that enables the calibration of tactile sensor arrays in a fast and simple way.	s2_ai	0	0	0	1	1	0	0	0
To the best of our knowledge, this is the first work to use human gaze patterns in order to auto-calibrate gaze estimators.	s2_ai	0	0	0	0	1	0	0	0
This letter introduces the design and evaluation of a novel worm-inspired, multisegment robotic endoscope with multiple degrees of freedom segments.	s2_ai	0	0	0	0	1	0	0	0
