	Unnamed: 0	convention	new	old	provenance	text
22	22.0	industrial	1	0	efficiency	Efficiency testing test the amount of code and testing resources required by a program to perform a particular function. 
23	23.0	industrial	1	0	efficiency	To scalable distributed processing, Apache Spark also allows interactive data analysis. 
24	24.0	industrial	1	0	efficiency	Create programming code that ensures data integrity and consistency. 
25	25.0	industrial	1	0	efficiency	DebugBear - Monitor website performance and Lighthouse scores. 
26	26.0	industrial	1	0	efficiency	Efficient binary serialization. 
27	27.0	industrial	1	0	efficiency	DebugBear - Monitor website performance and Lighthouse scores. 
28	28.0	industrial	1	0	efficiency	High-performance computing applications such as seismic analysis and biotechnology workloads scaled horizontally to support tasks that once would have required expensive supercomputers. 
29	29.0	industrial	1	0	efficiency	Verify response time of the Application Under Load is within an acceptable range when the network connectivity is slow 
30	30.0	industrial	1	0	efficiency	Create programming code that ensures data integrity and consistency. 
31	31.0	industrial	1	0	efficiency	Remove unnecessary code or code that goes to redundant processing. 
32	32.0	civic	1	1	efficiency	Security, safety and privacy challenges and building secure AI systems. 
33	33.0	industrial	1	0	efficiency	Therefore,finding a method for resource allocation optimization is crucial to achieve software efficiency or performance optimization at the software architectural level.  
34	34.0	industrial	1	0	efficiency	Cycle time describes how long it takes to change the software system and implement that change in production. 
35	35.0	industrial	1	0	efficiency	Open/close rates are calculated by tracking production issues reported in a specific time period. 
36	36.0	industrial	1	0	efficiency	Efficient binary serialization. 
37	37.0	industrial	1	0	efficiency	The distributed nature of the Domain Name System allows it to work efficiently, serving billions of hosts on the worldwide Internet. 
38	38.0	industrial	1	0	efficiency	This reduces recompilation time a lot. 
39	39.0	industrial	1	0	efficiency	The guidelines are focused on relatively higher-level issues, such as interfaces, resource management, memory management, and concurrency. 
40	40.0	industrial	1	0	efficiency	DoctorKafka can also perform load balancing based on topic partitions\'s network usage, and makes sure that broker network usage does not exceed the defined settings. 
41	41.0	industrial	1	0	efficiency	Gorgonia is currently fairly performant - its speeds are comparable to Theano's and Tensorflow's  CPU implementations. 
42	42.0	industrial	1	0	efficiency	A software product suffers from poor scalability when it cannot handle the expected number of users or when it does not accommodate a wide enough range of users.  
43	43.0	industrial	1	0	efficiency	Lets you build scalable, resilient, and reactive applications that meet the needs of your business. 
44	44.0	industrial	1	0	efficiency	Efficiency testing tests the amount of resources required by a program to perform a specific function. 
45	45.0	industrial	1	0	efficiency	A toolkit and runtime for building highly concurrent, distributed, and fault tolerant event-driven applications. 
46	46.0	industrial	1	0	efficiency	Average relative increase in memory consumption. 
47	47.0	industrial	1	0	efficiency	Verify response time is not more than 4 secs when 1000 users access the website simultaneously. 
48	48.0	industrial	1	0	efficiency	A library for fast numerical computation. 
49	49.0	industrial	1	0	efficiency	Indexes are used to quickly locate data without having to search every row in a database table every time a database table is accessed.  
50	0.0	industrial	1	0	efficiency	Cycle time describes how long it takes to change the software system and implement that change in production. 
51	1.0	industrial	1	0	efficiency	A simple Python program may not cause many problems when it comes to memory, but memory utilization becomes critical on high memory consuming projects. 
52	2.0	industrial	1	0	efficiency	Response time is the time it takes from when a user inputs data into the application until the application outputs a response to that input. 
53	3.0	industrial	1	0	efficiency	Whether for desktop, mobile, or web apps, in this course you'll see how to identify pain points and measure them accurately, as well as view multiple approaches to improve the performance.  
54	4.0	industrial	1	0	efficiency	Big Data (feed it lots of data- it's fairly efficient with resources). 
55	5.0	industrial	1	0	efficiency	Memory pages/second - number of pages written to or read from the disk in order to resolve hard page faults. Hard page faults are when code not from the current working set is called up from elsewhere and retrieved from a disk. 
56	6.0	industrial	1	0	efficiency	Use resources efficiently and lower costs. 
57	7.0	green	0	1	efficiency	A ptracing profiler For Python. 
58	8.0	renown	1	0	efficiency	"Author Simon Allardice covers everything from ""quick fixes"" to more complex (but more accurate) algorithms. "
59	9.0	industrial	1	0	efficiency	It can cluster millions of instances efficiently. 
60	10.0	industrial	1	0	efficiency	Highly performant network utilization. 
61	11.0	inspired	1	0	efficiency	But the timeline of innovation, particularly in open source projects, is also clear and we want our users to understand the direction of flow of innovation in our space. 
62	12.0	industrial	1	0	efficiency	If system is not efficient then it can not be used in real time applications. 
63	13.0	industrial	1	0	efficiency	📖 Make the Web Faster | Google Developers. 
64	14.0	green	0	1	efficiency	System load: 0.39 ,Memory usage: 2%, Processes: 80. 
65	15.0	industrial	1	0	efficiency	Compositional, streaming I/O library for Scala. 
66	16.0	industrial	1	0	efficiency	Hardware Monitor can tell you quite a bit about CPU and GPU usage, its a small download and a small footprint in terms of system resources. 
67	17.0	industrial	1	0	efficiency	Furthermore, the development of computational power ensures that inefficiency software can be as functional as efficient software with a just price of higher (but not full) CPU load. Nevertheless, neglecting software efficiency will not become an issue, because it is compensated by the still increasing hardware performance as long as the semiconductor industry does not reach its bottleneck.  
68	18.0	industrial	1	0	efficiency	Improve performance of the digital sinusoidal generator in memory usage optimization. 
69	19.0	industrial	1	0	efficiency	In software engineering, a bottleneck occurs when the capacity of an application or a computer system is severely limited by a single component, like the neck of a bottle slowing down the overall water flow.  
70	20.0	industrial	1	0	efficiency	BCC is a toolkit for creating efficient kernel tracing and manipulation programs, and includes several useful tools and examples. 
71	21.0	industrial	1	0	efficiency	Indexes are used to quickly locate data without having to search every row in a database table every time a database table is accessed.  
72	22.0	industrial	1	0	efficiency	This includes all sorts of active memory regions like code segment containing (mostly) program instructions (and occasionally constants), data segment (both initialized and uninitialized),heap memory, call stack, plus memory required to hold any additional data structures, such as symbol tables, debugging data structures, open files, shared libraries mapped to the current process, etc., that the program ever needs while executing and will be loaded at least once during the entire run. 
73	23.0	industrial	1	0	efficiency	The software metrics that use speed as a factor are important to managers who want software delivered as fast as possible. 
74	24.0	renown	1	0	HuffPost_News	Gucci Mane Focuses On Recovery To Find New Music SuccessI was inspired and amazed to read this incredible artist’s story.
75	25.0	renown	1	0	HuffPost_News	I On Exceptional Living: Nikki Haskell's Newest Project -- Flashback To The FutureNikki's newest project, Flashback To The Future, will incorporate classic footage with new interviews, parties, and fabulous fun. She's on a mission to make old things new and take us all along for the journey. How will she do it?
76	26.0	market	1	0	HuffPost_News	Why Marketing and Sales Are Inseparable?Your content marketing will attract customers seeking to solve the problems you are best at solving. When that happens, your sales efforts will be about determining if you can help, not convincing them of your talents.
77	27.0	civic	1	0	HuffPost_News	Global Drug Spending To Hit $1.4 Trillion In 2020A bunch of new drugs targeting cancer and autoimmune diseases are about to hit the market.
78	28.0	civic	1	0	HuffPost_News	Public Cynicism Enables Costly Political HypocrisyThe political hypocrisy of crony capitalism –  touting market capitalism while making taxpayers fund corporate welfare – is
79	29.0	market	1	0	HuffPost_News	How to Market Your Business While Traveling the WorldI was recently on an amazing cruise with my wife in the Caribbean. During this time, I was forced to work on cruise Wi-Fi as well as internet hotspots. I was able to live the life I wanted while traveling the world... all while marketing my company online. It actually grew ten percent while I was gone.
80	30.0	inspired	1	0	HuffPost_News	"Togo Burger By Seulbi Kim Rethinks Fast Food Packaging (PHOTO)One look at a creation by Seulbi Kim, a student of industrial design at Rhode Island School of Design, and we're smacking our heads thinking, ""Why didn't we think of that?"""
81	31.0	green	1	1	HuffPost_News	New EPA Rules Will Aim To Cut Methane Emissions By 40 PercentThe regulations on methane are one part of the Obama administration's strategy to curb greenhouse gases and combat climate change.
82	32.0	green	1	1	HuffPost_News	Dawn The Fox Wags Her Tail (VIDEO)Disclaimer: Foxes are wild animals and should never be approached as domesticated pets, despite the benevolent disposition
83	33.0	civic	1	0	HuffPost_News	13 Important Questions About Criminal Justice We Can’t AnswerA few weeks ago, the White House trumpeted the progress of its Police Data Initiative. The nearly one-year-old project prods
84	34.0	civic	1	0	HuffPost_News	"George Takei Slams Virginia Mayor Who Wants To Ban Refugees""[You] hold a position of authority and power, but you demonstrably have failed to learn the most basic of American civics or history lessons."""
85	35.0	civic	1	0	HuffPost_News	After 'Black Panther,' Will Hollywood Finally Admit That Black Films Can Travel?The worldwide success of the Marvel film calls into question how we think of black-led films and markets abroad.
86	36.0	project	1	0	HuffPost_News	3 Challenges for Engineering in K-12An engineering curriculum is often thought of as a separate subject, but it doesn't have to be. The reality is that engineers may need psychologists, artists and writers to complement their skills and deliver a project.
87	37.0	civic	1	0	HuffPost_News	How Technology Can Fight the FluWhether the 2013-14 flu season will be as severe as the previous year remains to be seen. What we do know is that civic app developers in cities across the country will be better equipped than before the help mitigate the problem by leveraging a new standard for data on flu shot locations.
88	38.0	green	0	1	HuffPost_News	Go Green: Underwear and All (PHOTOS)This spring, green is in. Like a St. Patrick's Day hangover, this color is proving that it has staying power. Green underwear seems to be popping up faster than the budding cherry blossoms.
89	39.0	green	1	1	HuffPost_News	10 Ways to Eat CleanWhen the seasons change, I get inspired to take a close look at my eating habits and simplify my diet by eating the things that really make my body feel best. Here are 10 healthy eating habits I am focusing on right now to detox my diet.
90	40.0	inspired	1	0	HuffPost_News	Russian Street Artist Nikita Nomerz' 'Living Faces' (PHOTOS)Nomerz' industrial makeovers go beyond the typical street art creations. Instead of merely using the buildings as a canvas
91	41.0	green	1	1	HuffPost_News	"A Handy Guide to Making Your Home Energy EfficientA famous frog once crooned: ""It's not easy being green,"" but I beg to differ."
92	42.0	market	1	0	HuffPost_News	Do Home Buyers Need a Pre-Approval?With bargaining power shifting from home buyers to sellers in an increasing number of local markets, buyers in competition with other buyers are looking for any edge they can get. One possible edge is a pre-approval letter (henceforth PAL) from a lender.
93	43.0	green	1	1	HuffPost_News	Love Letters: RomeWalking home, the air grew cooler and softer, sweetened by flower markets on every corner. People greeted me, buena sera
94	44.0	civic	1	0	HuffPost_News	"Food And Medication Interactions: Grapefruit Isn't The Only One""The number of drugs on the market with the potential to produce serious adverse and in many cases life-threatening effects"
95	45.0	market	1	0	HuffPost_News	The Real View of Free Formula Samples -- Open Your EyesCommercial marketing doesn't belong in hospitals. No matter how you feed your babies.
96	46.0	green	1	1	HuffPost_News	Country Living's Sarah Gray Miller Shares Expert Flea Market Shopping TipsWe're getting ready for flea market season here. And, we're excited that the Country Living Fair, is kicking it off this
97	47.0	domestic	1	0	HuffPost_News	"Domestic Violence Still Not Grounds For Divorce In MississippiA Republican lawmaker said a bill allowing domestic violence as a legal reason for divorce would open ""the floodgates."""
98	48.0	green	1	1	HuffPost_News	Why A Giant Green Lake Turned Blood-RedThe salty waters of Iran’s Lake Urmia recently morphed from a deep green to a rich red, likely due to algae and bacteria blooms.
99	49.0	civic	1	0	HuffPost_News	EIA: China's Blood Ivory Carving FactoriesFrom the '80s poaching crisis to the current poaching crisis, some of the players have changed, new markets have emerged, but there are many lessons from the past that we can learn from.  And we must. Because if we do not take the lessons of the past, we are doomed to repeat.
100	50.0	green	1	1	HuffPost_News	Why I Chose to Avoid Non-Stick CookwareSo if you've been inspired like I was to stay away from non-stick coated cookware (and bakeware), here are some great PTFE-free alternatives to help you choose the best cookware for your home:
101	51.0	inspired	1	0	HuffPost_News	Roasted Asparagus Market SaladServe this roasted asparagus market salad with ginger soy salmon, a bacon and sun dried tomato quiche, or with a simple ginger and parsnip soup.
102	52.0	renown	1	0	HuffPost_News	Great Conversations: Paul VerhoevenThe manic energy that Verhoeven is renowned for was evident throughout our chat, and was infectious. By the time our all-too-brief lunch was over, I found myself waving my hands while I spoke in rapid clips, and using more bounce than usual in my stride.
103	53.0	market	1	0	HuffPost_News	The Three Imperatives of Authentic BrandingMore and more people are seeking out brands with authentic stories. Brands with authentic stories should live and leverage those stories. Brand without those stories can't make them up. (In the information age truth will out.) Instead, they should build them -- not as marketing gimmicks, but as part of their brand essence and organizational culture.
104	54.0	green	1	1	HuffPost_News	Tips To Find Great Stuff At A Flea MarketIf you're not a seasoned shopper, flea markets can be difficult places to navigate. But there are a lot of ways to ensure
105	55.0	civic	1	0	HuffPost_News	3 Anxiety-Provoking Situations -- And How To DealAndy Puddicombe is a former Buddhist monk and the founder of Headspace, a project to make meditation accessible to busy people
106	56.0	domestic	1	0	HuffPost_News	What I Want My Son to Know About LoveIt made me realize that there's a lot to learn about love, more than paper hearts, candy, and silly marketing, and that there's also a lot to teach my kids. Here's what I want my son to know about love.
107	57.0	civic	1	0	HuffPost_News	Don't Be Fooled By The Noise. Senate Republicans Aren't Making Their Health Care Bill Better.It's still all about cutting taxes, slashing Medicaid and returning junk insurance to the market.
108	58.0	civic	1	0	HuffPost_News	Center For Public Integrity Lays Off Two Reporters Amid RestructuringThe cutbacks come on the heels of the Center's international investigative project scoring major scoop with the Panama Papers.
109	59.0	civic	1	0	HuffPost_News	Pensions at a Glance -- Compare Your CountryWhat percentage of GDP is spent on pensions? At what age are people exiting the labor market? What is the poverty rate for those over 65?
110	60.0	civic	1	0	HuffPost_News	Flavonoids, Antioxidants Found In Citrus, Tied With Lower Stroke Risk: StudyPast research has shown that flavonoids -- which are also found in leafy greens and yellow, orange and red-colored fruits
111	61.0	market	1	0	HuffPost_News	Alaska Air Nears Deal To Acquire Virgin AmericaAlaska Air is expected to pay upwards of $2 billion for Virgin America, which currently has a market value of about $1.5 billion.
112	62.0	industrial	1	0	Semantic Scholar	Finally, in order to be able to handle heterogeneous datasets with a large number of predicates, a mechanism for automatically determining predicate comparability is proposed.
113	63.0	industrial	1	0	Semantic Scholar	Hardware-oriented optimizations and modifications to this algorithm are proposed and discussed.
114	64.0	inspired	1	0	Semantic Scholar	While new searching methods have become increasingly popular and reliable in recent years, such as image-based searching, these methods may be more limited than text-based means in that they do not allow generic user input.
115	65.0	inspired	1	0	Semantic Scholar	Integrating tactile sensors into robotic applications is still a challenge because of sensor interconnection and various form factors.
116	0.0	inspired	1	0	Semantic Scholar	The letter describes the design and fabrication of the proposed sensor and discusses the experimental results for sensor characterization.
117	1.0	renown	1	0	Semantic Scholar	As both social network structure and strength of influence between individuals evolve constantly, it requires tracking the influential nodes under a dynamic setting.
118	2.0	renown	1	0	Semantic Scholar	Sentiment analysis is applied to posts to acquire their initial stance, and then the post and user stance are updated iteratively with correlated posting-related actions.
119	3.0	inspired	1	0	Semantic Scholar	As a consequence, estimating the hand pose and at the same time having the capability to provide haptic feedback in a wearable way may benefit areas such as rehabilitation, human–robot interaction, gaming, and many more.
120	4.0	inspired	1	0	Semantic Scholar	Due to its immense application potential and enormous technical challenges, IM has been extensively studied in the past decade.
121	5.0	inspired	1	0	Semantic Scholar	In this paper, we propose to model and learn distributed word representations with metadata of category information within cQA pages for question retrieval using two novel category powered models.
122	6.0	inspired	1	0	Semantic Scholar	Our experiments demonstrate that the models trained on augmented imagery generalize better than those trained on fully synthetic data or models trained on limited amounts of annotated real data.
123	7.0	inspired	1	0	Semantic Scholar	We develop a new learning rule designed around the complications of learning modulatory feedback and composed of three simple concepts grounded in physiologically plausible evidence.
124	8.0	inspired	1	0	Semantic Scholar	In this paper, we propose a novel Web services discovery approach, which can mine the underlying semantic structures of interaction interface parameters to help users find and employ Web services, and can match interfaces with high precision when the parameters of those interfaces contain meaningful synonyms, abbreviations, and combinations of disordered fragments.
125	9.0	inspired	1	0	Semantic Scholar	To solve dynamic Sylvester equation in the presence of additive noises, a novel recurrent neural network (NRNN) with finite-time convergence and excellent robustness is proposed and analyzed in this paper.
126	10.0	renown	1	0	Semantic Scholar	Comparison with six different schemes and two existing methods demonstrates that the proposed method is effective in discovering influence-based communities.
127	11.0	green	1	1	Semantic Scholar	In order to effectively deal with these challenges to infer cognitive wellness from motor patterns with high accuracy, we propose the MOtor-Cognitive Analytics (MOCA) framework.
128	12.0	inspired	1	0	Semantic Scholar	This paper presents a new approach for indexing real feature vectors in high dimensional space.
129	13.0	industrial	1	0	Semantic Scholar	Value iteration approaches have proven an outstanding flexibility, while maintaining high data efficiency when combined with probabilistic models to eliminate model bias.
130	14.0	industrial	1	0	Semantic Scholar	For example, the proposed system achieves 97.21% classification accuracy while the pixel-based single-image NN system achieves 64.74%.
131	15.0	green	1	1	Semantic Scholar	The complete distributed control framework is implemented with the combination of a fast model predictive control method executed at 50 Hz on low-power computers onboard multirotor UAVs and validated via a series of hardware-in-the-loop simulations and real-robot experiments.
132	16.0	industrial	1	0	Semantic Scholar	Specifically, in order to trade off accuracy for efficiency, approximate solutions for the k-NN query are extensively explored.
133	17.0	industrial	1	0	Semantic Scholar	The extremely fast execution speed is guaranteed owing to the fact that our method effectively turns the original complicated problem into a few small-scale least square optimizations.
134	0.0	green	1	1	pdf	a guidebook to the green economy issue green economy green growth and low carbon development history de nitions and a guide to recent publicationsdivision for sustainable development undesa this document was prepared by cameron allen and stuart clouth un division for sustainable development august.
135	1.0	green	1	1	pdf	these have been intensified by recent prolonged global energy food and financial crises and underscored by continued warnings from global scientists that society is in danger of transgressing a number of planetary boundaries or ecological limits.
136	2.0	green	1	1	pdf	with governments today seeking effective ways to lead their nations out of these related crises whilst also taking into account these ecological limits green economy in its various forms has been proposed as a means for catalysing renewed national policy development and international cooperation and support for sustainable development.
137	3.0	green	1	1	pdf	the concept has received significant international attention over the past few years as a tool to address the financial crisis as well as one of two themes for the un conference on sustainable development rio.
138	4.0	green	1	1	pdf	this has resulted in a rapidly expanding literature including new publications on green economy from a variety of influential international organisations national governments think tanks experts non government organisations and others.
139	5.0	green	1	1	pdf	despite the growing international interest in green economy negotiations among member states on the concept in the lead up to rio were challenging.
140	6.0	green	1	1	pdf	this was partly due to the lack of an internationally agreed definition or universal principles for green economy the emergence of interrelated but different terminology and concepts over recent years such as green growth low carbon development sustainable economy steady state economy etc.
141	7.0	green	1	1	pdf	 a lack of clarity around what green economy policy measures encompass and how they integrate with national priorities and objectives relating to economic growth and poverty eradication as well as a perceived lack of experience in designing implementing and reviewing the costs and benefits of green economy policies.
142	8.0	green	1	1	pdf	importantly there is also emerging practice in the design and implementation of national green economy strategies by both developed and developing countries across most cf.
143	9.0	green	1	1	pdf	state of the planet declaration  planet under pressure   march london which refers to humanity s impact on the earth system and to researchers first steps to identify planetary and regional thresholds and boundaries that if crossed could generate unacceptable environmental and social change para.
144	10.0	green	1	1	pdf	see also rockstrom et al a safe operating space for humanity  nature  september  http www.nature.com nature journal v n full a.html.
145	11.0	green	1	1	pdf	 united nations. a guide to the green economy regions including africa latin america the asia pacific and europe.
146	12.0	green	1	1	pdf	this emerging practice can help to provide some important insights and much needed clarity regarding the types of green economy policy measures their scope with regard to various sectors and national priorities and their institutional barriers risks and implementation costs as well as environmental social and economic benefits.
147	13.0	green	1	1	pdf	this international experience may serve to alleviate concerns regarding the effective integration of green economy policies with national economic and social priorities and objectives including the achievement of internationally agreed development goals.
148	14.0	green	1	1	pdf	this document aims to provide an overview of recent literature on green economy and the related concepts of green growth and low carbon development and other variations such as low emissions development or low carbon growth.
149	15.0	green	1	1	pdf	the overview provides a brief history of these concepts and brings together recent publications from international organisations think tanks experts political groups governments non government organisations and others most of which are freely available on the internet.
150	16.0	green	1	1	pdf	recent national green economy green growth and low carbon development strategies are also provided.
151	17.0	green	1	1	pdf	in most cases a web link and citation have been provided so that the reader can find out more information or reference the document as necessary.
152	18.0	green	1	1	pdf	. related concepts green economy green growth and low carbon development whilst the concept of green economy has only recently gained significant international attention green economy policies have been discussed and analysed for some decades by economists and academics particularly in the fields of environmental and ecological economics.
153	19.0	green	1	1	pdf	green economy policy measures have also been discussed at length in international negotiations including unced in rio in. for example the rio declaration included principles promoting the internalisation of environmental costs and the use of economic instruments principle as well as eliminating unsustainable consumption and production principle.
154	20.0	green	1	1	pdf	agenda further elaborated on these principles and called for the development of national strategies for sustainable development incorporating measures for integrating environment and development providing effective legal and regulatory frameworks making effective use of economic instruments and market and other incentives and establishing systems for integrated environmental and economic accounting chapter.
155	21.0	green	1	1	pdf	ten years later the johannesburg plan of implementation jpoi also identified the need to change the way societies produce and consume and called for the development of a year framework of programmes for sustainable consumption and production.
156	22.0	green	1	1	pdf	the first marrakech june and the second san jose september international expert meetings emphasised the need to promote social and economic development within the carrying capacity of the environment de link economic growth and environmental degradation through improving efficiency and sustainability in the use of resources and production processes and reduce resource degradation pollution and waste.
157	23.0	green	1	1	pdf	 see http www.greengrowth.org united nations. a guide to the green economy the rio conference in also produced the un framework convention on climate change unfccc  which has involved prolonged debate regarding potential economic regulatory and market based measures to address climate change through low carbon development.
158	24.0	green	1	1	pdf	in recent negotiations under this convention it has been agreed that low emission development strategies leds that adopt appropriate policy measures for low carbon development are indispensible for achieving sustainable development.
159	25.0	green	1	1	pdf	this section provides a brief overview of the recent history of three interrelated concepts that have gained significant attention in recent years in the context of catalysing efforts to achieve sustainable development green economy green growth and low carbon development.
160	26.0	green	1	1	pdf	it is acknowledged that this is not a finite list of approaches models or tools proposed for achieving sustainable development but rather is a subset of approaches that have gained prominence in recent years in the context of international negotiations and amongst influential international organisations.
161	27.0	green	1	1	pdf	sections  and below provide a brief history of each of the concepts and recent definitions as well as a summary of recent publications and national strategies that are available online.
162	28.0	green	1	1	pdf	this list is not exhaustive and with new publications being released every other day it is intended that this guidebook be a working document that will be regularly updated.
163	29.0	green	1	1	pdf	section provides a brief critique of these concepts.
164	30.0	green	1	1	pdf	. green economy the term green economy was first coined in a pioneering report for the government of the united kingdom by a group of leading environmental economists entitled blueprint for a green economy pearce markandya and barbier .
165	31.0	green	1	1	pdf	the report was commissioned to advise the uk government if there was a consensus definition to the term sustainable development and the implications of sustainable development for the measurement of economic progress and the appraisal of projects and policies.
166	32.0	green	1	1	pdf	apart from in the title of the report there is no further reference to green economy and it appears that the term was used as an afterthought by the authors.
167	33.0	green	1	1	pdf	in and the authors released sequels to the first report entitled blueprint greening the world economy and blueprint measuring sustainable development.
168	34.0	green	1	1	pdf	whilst the theme of the first blueprint report was that economics can and should come to the aid of environmental policy the sequels extended this message to global problems climate change ozone depletion tropical deforestation and resource loss in the developing world.
169	35.0	green	1	1	pdf	all reports built upon research and practice in environmental economics spanning back several decades.
170	36.0	green	1	1	pdf	in  the term was revived in the context of discussions on the policy response to multiple global crises.
171	37.0	green	1	1	pdf	in the context of the financial crisis and concerns of a global recession unep championed the idea of green stimulus packages and identified specific areas where large scale public investment could kick start a green economy atkisson .
172	38.0	green	1	1	pdf	it inspired several governments to implement significant green stimulus packages as part of their economic recovery efforts.
173	39.0	green	1	1	pdf	 the report interprets sustainable development as non declining human welfare over time that is a development path that makes people better off today but makes people tomorrow have a lower standard of living is not sustainable.
174	40.0	green	1	1	pdf	 united nations. a guide to the green economy in october  unep launched its green economy initiative to provide analysis and policy support for investment in green sectors and for greening resource and or pollution intensive sectors.
175	41.0	green	1	1	pdf	as part of this initiative unep commissioned one of the original authors of blueprint for a green economy to prepare a report entitled a global green new deal ggnd  which was released in april and proposed a mix of policy actions that would stimulate economic recovery and at the same time improve the sustainability of the world economy.
176	42.0	green	1	1	pdf	the ggnd called on governments to allocate a significant share of stimulus funding to green sectors and set out three objectives i economic recovery ii poverty eradication and iii reduced carbon emissions and ecosystem degradation it also proposed a framework for green stimulus programs as well as supportive domestic and international policies unemg .
177	43.0	green	1	1	pdf	in june  in the lead up to the un climate change conference in copenhagen the un released an interagency statement supporting the green economy as a transformation to address multiple crises.
178	44.0	green	1	1	pdf	the statement included the hope that the economic recovery would be the turning point for an ambitious and effective international response to the multiple crises facing humanity based on a global green economy.
179	45.0	green	1	1	pdf	in february  ministers and heads of delegation of the unep global ministerial environment forum in nusa dua acknowledged in their declaration that the green economy concept can significantly address current challenges and deliver economic development opportunities and multiple benefits for all nations.
180	46.0	green	1	1	pdf	it also acknowledged unep s leading role in further defining and promoting the concept and encouraged unep to contribute to this work through the preparatory process for the un conference on sustainable development in rio.
181	47.0	green	1	1	pdf	in march  the general assembly agreed that green economy in the context of sustainable development and poverty eradication would form one of the two specific themes for rio resolution .
182	48.0	green	1	1	pdf	this led to a great deal of international attention on green economy and related concepts and the publication of numerous reports and other literature aiming to further define and demystify the concept.
183	49.0	green	1	1	pdf	one of the key reports was the flagship green economy report released by unep in november under its green economy initiative.
184	50.0	green	1	1	pdf	unep partnered with think tanks and commercial actors including deutsche bank  lending credibility to its economic analyses atkisson .
185	51.0	green	1	1	pdf	importantly the report also provides a working definition of green economy which has since been cited in numerous other publications.
186	52.0	green	1	1	pdf	a series of other publications by unep unctad undesa and the uncsd secretariat have attempted to elaborate on the concept and outline guiding principles benefits risks and emerging international experience.
187	53.0	green	1	1	pdf	in december  the un environment management group a system wide coordination body of over specialized agencies programmes and organs of the united nations also released its system wide perspective on green economy working towards a balanced and inclusive green economy which identifies and clarifies the use of green economy http www.unep.ch etb pdf statement deliver as one interagency joint statement.
188	54.0	green	1	1	pdf	e rev.pdf for example see unep unctad undesa transition to a green economy benefits challenges and risks from a sustainable development perspective un july unctad s road to rio series of publications unep unctad un ohrlls why a green economy matters for the least developed countries and papers prepared by uncsd secretariat for the rio conference including a conf. pc and a conf. pc.
189	55.0	green	1	1	pdf	 united nations. a guide to the green economy and other related terms.
190	56.0	green	1	1	pdf	this report adopts the definition provided by unep in its green economy report.
191	57.0	green	1	1	pdf	a number of non government organizations and partnerships have also developed in recent years which aim to promote green economy as a concept and undertake research analysis and outreach.
192	58.0	green	1	1	pdf	there is no internationally agreed definition of green economy and at least eight separate definitions were identified in recent publications see appendix.
193	59.0	green	1	1	pdf	for example unep has defined the green economy as one that results in improved human well being and social equity while significantly reducing environmental risks and ecological scarcities.
194	60.0	green	1	1	pdf	it is low carbon resource efficient and socially inclusive unep .
195	61.0	green	1	1	pdf	this definition has been cited in a number of more recent reports including by the unemg and the oecd.
196	62.0	green	1	1	pdf	another definition for green economy offered by the green economy coalition a group of ngos trade union groups and others doing grassroots work on a green economy succinctly defines green economy as a resilient economy that provides a better quality of life for all within the ecological limits of the planet.
